scenario_id,window_index,day,request_count,accepted_fast_path_count,programmable_fallback_count,fail_safe_count,near_threshold_count,stale_policy_count,drift_count,audit_failure_count,utilization,policy_update_in_window
high_near_threshold_adversarial,12,0,4646,1257,3389,0,3250,14,14,3,0.7,False
high_near_threshold_adversarial,13,0,4788,1292,3496,0,3352,14,14,3,0.7,False
high_near_threshold_adversarial,14,0,7382,1988,5394,0,5173,22,22,4,0.7,False
high_near_threshold_adversarial,15,0,4272,1151,3121,0,2991,13,13,3,0.7,False
high_near_threshold_adversarial,16,0,3374,907,2467,0,2365,10,10,2,0.7,False
high_near_threshold_adversarial,17,0,3639,982,2657,0,2547,11,11,2,0.7,False
high_near_threshold_adversarial,18,0,4310,1163,3147,0,3017,13,13,3,0.7,False
high_near_threshold_adversarial,19,0,3157,850,2307,0,2212,9,9,2,0.7,False
high_near_threshold_adversarial,20,0,3521,950,2571,0,2465,11,10,2,0.7,False
high_near_threshold_adversarial,21,0,3583,967,2616,0,2508,11,11,2,0.7,False
high_near_threshold_adversarial,22,0,6286,1698,4588,0,4399,19,18,4,0.7,False
high_near_threshold_adversarial,23,0,5824,1571,4253,0,4076,18,18,3,0.7,False
high_near_threshold_adversarial,24,1,4710,1274,3436,0,3294,14,14,3,0.7,False
high_near_threshold_adversarial,25,1,4098,1103,2995,0,2872,12,12,2,0.7,False
high_near_threshold_adversarial,26,1,3877,1048,2829,0,2713,12,11,2,0.7,False
high_near_threshold_adversarial,27,1,3628,980,2648,0,2539,11,11,2,0.7,False
high_near_threshold_adversarial,28,1,3457,930,2527,0,2423,10,10,2,0.7,False
high_near_threshold_adversarial,29,1,4681,1261,3420,0,3279,14,14,3,0.7,False
high_near_threshold_adversarial,30,1,4543,1227,3316,0,3179,13,14,3,0.7,False
high_near_threshold_adversarial,31,1,5541,1496,4045,0,3881,16,16,3,0.7,False
high_near_threshold_adversarial,32,1,3577,969,2608,0,2500,11,11,2,0.7,False
high_near_threshold_adversarial,33,1,3982,1071,2911,0,2791,12,12,2,0.7,False
high_near_threshold_adversarial,34,1,3875,1050,2825,0,2709,12,11,2,0.7,False
high_near_threshold_adversarial,35,1,5308,1435,3873,0,3714,16,16,3,0.7,False
high_near_threshold_adversarial,36,1,4180,1128,3052,0,2928,13,12,2,0.7,False
high_near_threshold_adversarial,37,1,5137,1389,3748,0,3593,15,15,3,0.7,False
high_near_threshold_adversarial,38,1,4295,1160,3135,0,3006,13,13,3,0.7,False
high_near_threshold_adversarial,39,1,3590,967,2623,0,2516,11,10,2,0.7,False
high_near_threshold_adversarial,40,1,3479,936,2543,0,2439,10,10,2,0.7,False
high_near_threshold_adversarial,41,1,4020,1082,2938,0,2818,12,12,2,0.7,False
high_near_threshold_adversarial,42,1,3006,808,2198,0,2107,9,9,2,0.7,False
high_near_threshold_adversarial,43,1,3445,930,2515,0,2412,10,10,2,0.7,False
high_near_threshold_adversarial,44,1,5979,1612,4367,0,4188,18,18,3,0.7,False
high_near_threshold_adversarial,45,1,3586,969,2617,0,2509,11,11,2,0.7,False
high_near_threshold_adversarial,46,1,4227,1142,3085,0,2956,13,13,3,0.7,False
high_near_threshold_adversarial,47,1,5817,1570,4247,0,4074,17,17,3,0.7,False
high_near_threshold_adversarial,48,2,4226,1143,3083,0,2956,13,12,2,0.7,False
high_near_threshold_adversarial,49,2,4089,1106,2983,0,2861,12,12,2,0.7,False
high_near_threshold_adversarial,50,2,3882,1047,2835,0,2718,12,12,2,0.7,False
high_near_threshold_adversarial,51,2,3706,1003,2703,0,2591,11,11,2,0.7,False
high_near_threshold_adversarial,52,2,4944,1337,3607,0,3457,15,15,3,0.7,False
high_near_threshold_adversarial,53,2,5527,1487,4040,0,3874,17,16,3,0.7,False
high_near_threshold_adversarial,54,2,3371,910,2461,0,2360,10,10,2,0.7,False
high_near_threshold_adversarial,55,2,3083,832,2251,0,2158,9,9,2,0.7,False
high_near_threshold_adversarial,56,2,3312,897,2415,0,2315,10,10,2,0.7,False
high_near_threshold_adversarial,57,2,3606,972,2634,0,2526,11,11,2,0.7,False
high_near_threshold_adversarial,58,2,4572,1232,3340,0,3203,14,13,3,0.7,False
high_near_threshold_adversarial,59,2,4097,1103,2994,0,2871,12,12,2,0.7,False
high_near_threshold_adversarial,60,2,4652,1256,3396,0,3256,14,14,3,0.7,False
high_near_threshold_adversarial,61,2,4089,1101,2988,0,2866,12,12,2,0.7,False
high_near_threshold_adversarial,62,2,6979,1883,5096,0,4886,21,21,4,0.7,False
high_near_threshold_adversarial,63,2,3891,1049,2842,0,2725,12,12,2,0.7,False
high_near_threshold_adversarial,64,2,5308,1433,3875,0,3716,16,16,3,0.7,False
high_near_threshold_adversarial,65,2,3174,857,2317,0,2221,10,9,2,0.7,False
high_near_threshold_adversarial,66,2,5056,1363,3693,0,3542,15,15,3,0.7,False
high_near_threshold_adversarial,67,2,3795,1027,2768,0,2654,11,11,2,0.7,False
high_near_threshold_adversarial,68,2,3387,916,2471,0,2370,10,10,2,0.7,False
high_near_threshold_adversarial,69,2,3682,996,2686,0,2576,11,11,2,0.7,False
high_near_threshold_adversarial,70,2,3878,1050,2828,0,2713,11,11,2,0.7,False
high_near_threshold_adversarial,71,2,4791,1293,3498,0,3355,14,14,3,0.7,False
high_near_threshold_adversarial,72,3,4167,1126,3041,0,2917,12,13,2,0.7,False
high_near_threshold_adversarial,73,3,7322,1981,5341,0,5122,22,22,4,0.7,False
high_near_threshold_adversarial,74,3,3876,1043,2833,0,2717,11,12,2,0.7,False
high_near_threshold_adversarial,75,3,3653,985,2668,0,2558,11,11,2,0.7,False
high_near_threshold_adversarial,76,3,3299,887,2412,0,2312,10,10,2,0.7,False
high_near_threshold_adversarial,77,3,4774,1288,3486,0,3343,15,14,3,0.7,False
high_near_threshold_adversarial,78,3,3000,807,2193,0,2103,9,9,2,0.7,False
high_near_threshold_adversarial,79,3,3845,1036,2809,0,2694,12,11,2,0.7,False
high_near_threshold_adversarial,80,3,4015,1084,2931,0,2810,12,12,2,0.7,False
high_near_threshold_adversarial,81,3,3585,964,2621,0,2513,11,11,2,0.7,False
high_near_threshold_adversarial,82,3,4612,1245,3367,0,3227,14,14,3,0.7,False
high_near_threshold_adversarial,83,3,4161,1120,3041,0,2917,12,12,2,0.7,False
high_near_threshold_adversarial,84,3,4431,1195,3236,0,3102,13,13,3,0.7,False
high_near_threshold_adversarial,85,3,5580,1506,4074,0,3906,16,17,3,0.7,False
high_near_threshold_adversarial,86,3,5064,1368,3696,0,3545,15,15,3,0.7,False
high_near_threshold_adversarial,87,3,3583,964,2619,0,2511,11,11,2,0.7,False
high_near_threshold_adversarial,88,3,3388,913,2475,0,2373,10,10,2,0.7,False
high_near_threshold_adversarial,89,3,4300,1163,3137,0,3007,13,13,3,0.7,False
high_near_threshold_adversarial,90,3,5481,1481,4000,0,3835,17,16,3,0.7,False
high_near_threshold_adversarial,91,3,3299,891,2408,0,2309,10,10,2,0.7,False
high_near_threshold_adversarial,92,3,3292,888,2404,0,2305,10,10,2,0.7,False
high_near_threshold_adversarial,93,3,6484,1756,4728,0,4534,19,19,4,0.7,False
high_near_threshold_adversarial,94,3,3985,1074,2911,0,2792,12,12,2,0.7,False
high_near_threshold_adversarial,95,3,4215,1135,3080,0,2953,13,12,3,0.7,False
high_near_threshold_adversarial,96,4,4469,1210,3259,0,3125,13,13,3,0.7,False
high_near_threshold_adversarial,97,4,4874,1313,3561,0,3415,14,15,3,0.7,False
high_near_threshold_adversarial,98,4,4288,1158,3130,0,3001,13,13,3,0.7,False
high_near_threshold_adversarial,99,4,4352,1173,3179,0,3048,13,13,3,0.7,False
high_near_threshold_adversarial,100,4,3292,886,2406,0,2307,10,10,2,0.7,False
high_near_threshold_adversarial,101,4,3140,848,2292,0,2198,9,9,2,0.7,False
high_near_threshold_adversarial,102,4,3000,810,2190,0,2100,9,9,2,0.7,False
high_near_threshold_adversarial,103,4,3078,828,2250,0,2158,9,9,2,0.7,False
high_near_threshold_adversarial,104,4,3299,888,2411,0,2311,10,10,2,0.7,False
high_near_threshold_adversarial,105,4,3728,1008,2720,0,2609,11,11,2,0.7,False
high_near_threshold_adversarial,106,4,3883,1052,2831,0,2714,12,12,2,0.7,False
high_near_threshold_adversarial,107,4,4093,1104,2989,0,2866,12,12,2,0.7,False
high_near_threshold_adversarial,108,4,4232,1140,3092,0,2964,13,13,3,0.7,False
high_near_threshold_adversarial,109,4,6152,1659,4493,0,4308,19,18,4,0.7,False
high_near_threshold_adversarial,110,4,4430,1197,3233,0,3100,13,13,3,0.7,False
high_near_threshold_adversarial,111,4,3776,1017,2759,0,2645,12,11,2,0.7,False
high_near_threshold_adversarial,112,4,3292,888,2404,0,2305,10,10,2,0.7,False
high_near_threshold_adversarial,113,4,3087,832,2255,0,2162,9,9,2,0.7,False
high_near_threshold_adversarial,114,4,3027,818,2209,0,2118,9,9,2,0.7,False
high_near_threshold_adversarial,115,4,3144,846,2298,0,2203,9,10,2,0.7,False
high_near_threshold_adversarial,116,4,3382,914,2468,0,2366,10,10,2,0.7,False
high_near_threshold_adversarial,117,4,5179,1395,3784,0,3629,15,15,3,0.7,False
high_near_threshold_adversarial,118,4,3882,1049,2833,0,2716,12,11,2,0.7,False
high_near_threshold_adversarial,119,4,4603,1245,3358,0,3219,14,14,3,0.7,False
high_near_threshold_adversarial,120,5,4589,1236,3353,0,3215,14,14,3,0.7,False
high_near_threshold_adversarial,121,5,4115,1111,3004,0,2881,12,12,2,0.7,False
high_near_threshold_adversarial,122,5,4023,1083,2940,0,2820,12,12,2,0.7,False
high_near_threshold_adversarial,123,5,3583,965,2618,0,2511,11,11,2,0.7,False
high_near_threshold_adversarial,124,5,6310,1706,4604,0,4414,19,19,4,0.7,False
high_near_threshold_adversarial,125,5,4582,1236,3346,0,3208,14,13,3,0.7,False
high_near_threshold_adversarial,126,5,4287,1160,3127,0,2999,13,12,2,0.7,False
high_near_threshold_adversarial,127,5,3113,837,2276,0,2183,9,9,2,0.7,False
high_near_threshold_adversarial,128,5,3431,928,2503,0,2401,10,10,2,0.7,False
high_near_threshold_adversarial,129,5,3586,970,2616,0,2509,11,10,2,0.7,False
high_near_threshold_adversarial,130,5,3876,1046,2830,0,2714,11,12,2,0.7,False
high_near_threshold_adversarial,131,5,7628,2058,5570,0,5342,23,22,4,0.7,False
high_near_threshold_adversarial,132,5,4167,1122,3045,0,2921,12,12,3,0.7,False
high_near_threshold_adversarial,133,5,4089,1106,2983,0,2861,12,12,2,0.7,False
high_near_threshold_adversarial,134,5,4016,1087,2929,0,2809,12,12,2,0.7,False
high_near_threshold_adversarial,135,5,3588,972,2616,0,2508,11,11,2,0.7,False
high_near_threshold_adversarial,136,5,3302,889,2413,0,2314,10,10,2,0.7,False
high_near_threshold_adversarial,137,5,4014,1084,2930,0,2810,12,12,2,0.7,False
high_near_threshold_adversarial,138,5,4473,1208,3265,0,3132,13,13,3,0.7,False
high_near_threshold_adversarial,139,5,3078,830,2248,0,2156,9,9,2,0.7,False
high_near_threshold_adversarial,140,5,3292,889,2403,0,2304,10,10,2,0.7,False
high_near_threshold_adversarial,141,5,4108,1111,2997,0,2875,12,12,2,0.7,False
high_near_threshold_adversarial,142,5,3965,1067,2898,0,2779,12,12,2,0.7,False
high_near_threshold_adversarial,143,5,4089,1106,2983,0,2860,12,12,2,0.7,False
high_near_threshold_adversarial,144,6,4608,1240,3368,0,3230,14,13,3,0.7,False
high_near_threshold_adversarial,145,6,4458,1204,3254,0,3120,14,13,3,0.7,False
high_near_threshold_adversarial,146,6,3877,1049,2828,0,2710,12,12,2,0.7,False
high_near_threshold_adversarial,147,6,4978,1339,3639,0,3489,15,15,3,0.7,False
high_near_threshold_adversarial,148,6,4000,1079,2921,0,2801,12,12,2,0.7,False
high_near_threshold_adversarial,149,6,3779,1023,2756,0,2643,11,11,2,0.7,False
high_near_threshold_adversarial,150,6,5417,1463,3954,0,3792,16,16,3,0.7,False
high_near_threshold_adversarial,151,6,4713,1276,3437,0,3295,14,14,3,0.7,False
high_near_threshold_adversarial,152,6,3294,889,2405,0,2305,10,10,2,0.7,False
high_near_threshold_adversarial,153,6,3805,1029,2776,0,2662,11,12,2,0.7,False
high_near_threshold_adversarial,154,6,4599,1239,3360,0,3222,14,14,3,0.7,False
high_near_threshold_adversarial,155,6,7359,1990,5369,0,5147,22,22,4,0.7,False
high_near_threshold_adversarial,156,6,4167,1123,3044,0,2920,13,12,2,0.7,False
high_near_threshold_adversarial,157,6,6858,1851,5007,0,4802,21,20,4,0.7,False
high_near_threshold_adversarial,158,6,3875,1046,2829,0,2711,12,12,2,0.7,False
high_near_threshold_adversarial,159,6,4868,1316,3552,0,3406,15,14,3,0.7,False
high_near_threshold_adversarial,160,6,3292,892,2400,0,2301,10,10,2,0.7,False
high_near_threshold_adversarial,161,6,4678,1260,3418,0,3277,14,14,3,0.7,False
high_near_threshold_adversarial,162,6,3001,810,2191,0,2100,9,9,2,0.7,False
high_near_threshold_adversarial,163,6,3669,989,2680,0,2570,11,11,2,0.7,False
high_near_threshold_adversarial,164,6,4225,1144,3081,0,2954,13,12,3,0.7,False
high_near_threshold_adversarial,165,6,6191,1670,4521,0,4335,19,19,4,0.7,False
high_near_threshold_adversarial,166,6,4694,1271,3423,0,3282,14,14,3,0.7,False
high_near_threshold_adversarial,167,6,4390,1185,3205,0,3073,13,13,3,0.7,False
frequent_policy_update_regime,0,0,7551,4766,2785,0,603,1736,21,10,0.65,True
frequent_policy_update_regime,1,0,4493,3591,902,0,358,207,16,8,0.65,False
frequent_policy_update_regime,2,0,4146,3317,829,0,331,190,14,7,0.65,False
frequent_policy_update_regime,3,0,3589,2868,721,0,288,165,12,6,0.65,False
frequent_policy_update_regime,4,0,4483,3581,902,0,359,207,16,8,0.65,False
frequent_policy_update_regime,5,0,3277,2618,659,0,262,152,12,6,0.65,False
frequent_policy_update_regime,6,0,3019,2412,607,0,243,139,11,5,0.65,False
frequent_policy_update_regime,7,0,3228,2581,647,0,258,149,11,6,0.65,False
frequent_policy_update_regime,8,0,3709,2963,746,0,298,171,13,7,0.65,False
frequent_policy_update_regime,9,0,3587,2866,721,0,288,165,13,6,0.65,False
frequent_policy_update_regime,10,0,3992,3190,802,0,319,185,14,7,0.65,False
frequent_policy_update_regime,11,0,4094,3273,821,0,327,189,14,7,0.65,False
frequent_policy_update_regime,12,0,5024,4017,1007,0,401,230,18,9,0.65,False
frequent_policy_update_regime,13,0,4462,3566,896,0,356,205,16,8,0.65,False
frequent_policy_update_regime,14,0,3975,3178,797,0,317,184,14,7,0.65,False
frequent_policy_update_regime,15,0,3621,2895,726,0,290,167,13,6,0.65,False
frequent_policy_update_regime,16,0,3800,3040,760,0,303,175,13,6,0.65,False
frequent_policy_update_regime,17,0,3083,2464,619,0,246,141,11,5,0.65,False
frequent_policy_update_regime,18,0,3712,2967,745,0,296,171,13,6,0.65,False
frequent_policy_update_regime,19,0,3081,2464,617,0,247,141,11,5,0.65,False
frequent_policy_update_regime,20,0,4178,3340,838,0,333,192,15,7,0.65,False
frequent_policy_update_regime,21,0,3906,3120,786,0,312,180,14,7,0.65,False
frequent_policy_update_regime,22,0,3880,3099,781,0,311,179,13,7,0.65,False
frequent_policy_update_regime,23,0,4089,3268,821,0,327,188,14,7,0.65,False
frequent_policy_update_regime,24,1,6450,5159,1291,0,514,297,22,11,0.65,False
frequent_policy_update_regime,25,1,4103,3279,824,0,329,188,15,7,0.65,False
frequent_policy_update_regime,26,1,4240,3386,854,0,340,195,15,8,0.65,False
frequent_policy_update_regime,27,1,3584,2865,719,0,286,166,12,6,0.65,False
frequent_policy_update_regime,28,1,4346,3472,874,0,349,200,15,8,0.65,False
frequent_policy_update_regime,29,1,3102,2479,623,0,248,142,11,5,0.65,False
frequent_policy_update_regime,30,1,3763,3006,757,0,302,173,13,7,0.65,False
frequent_policy_update_regime,31,1,5355,4281,1074,0,427,246,19,10,0.65,False
frequent_policy_update_regime,32,1,3971,3171,800,0,319,183,14,7,0.65,False
frequent_policy_update_regime,33,1,4000,3196,804,0,321,183,14,7,0.65,False
frequent_policy_update_regime,34,1,4486,3587,899,0,359,206,16,8,0.65,False
frequent_policy_update_regime,35,1,4108,3281,827,0,329,189,15,7,0.65,False
frequent_policy_update_regime,36,1,4538,3627,911,0,364,208,16,8,0.65,False
frequent_policy_update_regime,37,1,4206,3363,843,0,336,194,15,7,0.65,False
frequent_policy_update_regime,38,1,3875,3094,781,0,311,179,14,7,0.65,False
frequent_policy_update_regime,39,1,3833,3063,770,0,308,176,13,7,0.65,False
frequent_policy_update_regime,40,1,3304,2641,663,0,264,153,11,6,0.65,False
frequent_policy_update_regime,41,1,3437,2749,688,0,274,157,12,6,0.65,False
frequent_policy_update_regime,42,1,3000,2397,603,0,241,138,10,5,0.65,False
frequent_policy_update_regime,43,1,3477,2780,697,0,278,160,12,6,0.65,False
frequent_policy_update_regime,44,1,3426,2739,687,0,274,158,12,6,0.65,False
frequent_policy_update_regime,45,1,3583,2864,719,0,286,165,12,6,0.65,False
frequent_policy_update_regime,46,1,3876,3098,778,0,310,177,14,7,0.65,False
frequent_policy_update_regime,47,1,4142,3310,832,0,331,192,15,7,0.65,False
frequent_policy_update_regime,48,2,4169,3331,838,0,334,191,15,7,0.65,False
frequent_policy_update_regime,49,2,4089,3269,820,0,327,187,14,7,0.65,False
frequent_policy_update_regime,50,2,4721,3773,948,0,378,218,17,8,0.65,False
frequent_policy_update_regime,51,2,4869,3892,977,0,389,223,17,9,0.65,False
frequent_policy_update_regime,52,2,4334,3465,869,0,347,200,15,7,0.65,False
frequent_policy_update_regime,53,2,3314,2648,666,0,264,153,12,6,0.65,False
frequent_policy_update_regime,54,2,3000,2396,604,0,240,139,11,5,0.65,False
frequent_policy_update_regime,55,2,3973,3174,799,0,319,182,14,7,0.65,False
frequent_policy_update_regime,56,2,3296,2633,663,0,264,151,12,6,0.65,False
frequent_policy_update_regime,57,2,3595,2874,721,0,287,166,13,6,0.65,False
frequent_policy_update_regime,58,2,5723,4574,1149,0,457,263,20,10,0.65,False
frequent_policy_update_regime,59,2,4092,3271,821,0,327,188,14,7,0.65,False
frequent_policy_update_regime,60,2,6767,5410,1357,0,541,311,24,12,0.65,False
frequent_policy_update_regime,61,2,5718,4572,1146,0,456,263,20,10,0.65,False
frequent_policy_update_regime,62,2,7978,6376,1602,0,639,368,28,14,0.65,False
frequent_policy_update_regime,63,2,3601,2879,722,0,288,165,13,6,0.65,False
frequent_policy_update_regime,64,2,3984,3184,800,0,319,183,14,7,0.65,False
frequent_policy_update_regime,65,2,3575,2856,719,0,286,165,13,6,0.65,False
frequent_policy_update_regime,66,2,3407,2722,685,0,272,158,12,6,0.65,False
frequent_policy_update_regime,67,2,3130,2503,627,0,251,143,11,5,0.65,False
frequent_policy_update_regime,68,2,4776,3818,958,0,384,219,16,8,0.65,False
frequent_policy_update_regime,69,2,5597,4474,1123,0,448,257,19,10,0.65,False
frequent_policy_update_regime,70,2,3878,3099,779,0,310,178,13,7,0.65,False
frequent_policy_update_regime,71,2,5069,4049,1020,0,407,233,18,9,0.65,False
frequent_policy_update_regime,72,3,4167,3331,836,0,334,191,15,7,0.65,False
frequent_policy_update_regime,73,3,4175,3335,840,0,334,193,15,7,0.65,False
frequent_policy_update_regime,74,3,3877,3097,780,0,311,178,14,7,0.65,False
frequent_policy_update_regime,75,3,3631,2901,730,0,291,168,13,6,0.65,False
frequent_policy_update_regime,76,3,3292,2630,662,0,263,152,12,6,0.65,False
frequent_policy_update_regime,77,3,3461,2766,695,0,278,158,12,6,0.65,False
frequent_policy_update_regime,78,3,3036,2427,609,0,243,139,11,5,0.65,False
frequent_policy_update_regime,79,3,3835,3066,769,0,307,177,13,7,0.65,False
frequent_policy_update_regime,80,3,4991,3990,1001,0,400,229,17,9,0.65,False
frequent_policy_update_regime,81,3,3584,2864,720,0,286,166,12,6,0.65,False
frequent_policy_update_regime,82,3,3882,3102,780,0,311,179,14,7,0.65,False
frequent_policy_update_regime,83,3,4089,3267,822,0,328,188,14,7,0.65,False
frequent_policy_update_regime,84,3,4167,3332,835,0,333,192,15,7,0.65,False
frequent_policy_update_regime,85,3,4113,3289,824,0,329,188,14,7,0.65,False
frequent_policy_update_regime,86,3,5698,4555,1143,0,456,262,20,10,0.65,False
frequent_policy_update_regime,87,3,3615,2891,724,0,289,166,13,6,0.65,False
frequent_policy_update_regime,88,3,3608,2882,726,0,289,167,12,6,0.65,False
frequent_policy_update_regime,89,3,3367,2690,677,0,271,155,12,6,0.65,False
frequent_policy_update_regime,90,3,3060,2445,615,0,246,141,11,5,0.65,False
frequent_policy_update_regime,91,3,3078,2459,619,0,247,141,11,5,0.65,False
frequent_policy_update_regime,92,3,3867,3091,776,0,310,178,13,7,0.65,False
frequent_policy_update_regime,93,3,5992,4788,1204,0,479,277,21,10,0.65,False
frequent_policy_update_regime,94,3,3875,3098,777,0,310,178,14,7,0.65,False
frequent_policy_update_regime,95,3,6380,5100,1280,0,510,295,22,11,0.65,False
frequent_policy_update_regime,96,4,4167,3331,836,0,332,191,15,7,0.65,False
frequent_policy_update_regime,97,4,4292,3427,865,0,344,198,15,8,0.65,False
frequent_policy_update_regime,98,4,6190,4949,1241,0,494,285,21,11,0.65,False
frequent_policy_update_regime,99,4,5228,4179,1049,0,418,241,18,9,0.65,False
frequent_policy_update_regime,100,4,3300,2638,662,0,264,151,12,6,0.65,False
frequent_policy_update_regime,101,4,3080,2459,621,0,248,142,11,6,0.65,False
frequent_policy_update_regime,102,4,3416,2730,686,0,273,158,12,6,0.65,False
frequent_policy_update_regime,103,4,3087,2466,621,0,247,142,11,6,0.65,False
frequent_policy_update_regime,104,4,3298,2637,661,0,263,151,11,6,0.65,False
frequent_policy_update_regime,105,4,3587,2868,719,0,287,164,13,6,0.65,False
frequent_policy_update_regime,106,4,4499,3596,903,0,361,206,16,8,0.65,False
frequent_policy_update_regime,107,4,4668,3731,937,0,373,215,16,8,0.65,False
frequent_policy_update_regime,108,4,4620,3693,927,0,369,213,16,8,0.65,False
frequent_policy_update_regime,109,4,6073,4852,1221,0,487,280,21,11,0.65,False
frequent_policy_update_regime,110,4,4480,3581,899,0,357,206,16,8,0.65,False
frequent_policy_update_regime,111,4,3629,2901,728,0,290,167,13,6,0.65,False
frequent_policy_update_regime,112,4,3483,2784,699,0,278,160,12,6,0.65,False
frequent_policy_update_regime,113,4,3114,2490,624,0,249,143,11,5,0.65,False
frequent_policy_update_regime,114,4,3352,2679,673,0,267,155,12,6,0.65,False
frequent_policy_update_regime,115,4,3078,2462,616,0,246,141,11,5,0.65,False
frequent_policy_update_regime,116,4,4852,3877,975,0,389,223,17,8,0.65,False
frequent_policy_update_regime,117,4,3858,3082,776,0,309,177,14,7,0.65,False
frequent_policy_update_regime,118,4,4783,3825,958,0,382,220,17,8,0.65,False
frequent_policy_update_regime,119,4,4772,3814,958,0,383,218,17,8,0.65,False
frequent_policy_update_regime,120,5,6322,5053,1269,0,504,291,22,11,0.65,False
frequent_policy_update_regime,121,5,4224,3376,848,0,339,194,15,7,0.65,False
frequent_policy_update_regime,122,5,3881,3104,777,0,310,178,13,7,0.65,False
frequent_policy_update_regime,123,5,3659,2925,734,0,292,168,13,6,0.65,False
frequent_policy_update_regime,124,5,5185,4143,1042,0,416,239,18,9,0.65,False
frequent_policy_update_regime,125,5,3078,2461,617,0,246,141,11,5,0.65,False
frequent_policy_update_regime,126,5,3023,2418,605,0,241,139,10,5,0.65,False
frequent_policy_update_regime,127,5,4779,3820,959,0,382,221,16,8,0.65,False
frequent_policy_update_regime,128,5,4737,3787,950,0,379,218,17,8,0.65,False
frequent_policy_update_regime,129,5,5222,4173,1049,0,419,239,18,9,0.65,False
frequent_policy_update_regime,130,5,4953,3959,994,0,395,227,17,9,0.65,False
frequent_policy_update_regime,131,5,4160,3325,835,0,332,191,15,7,0.65,False
frequent_policy_update_regime,132,5,4168,3333,835,0,332,191,14,7,0.65,False
frequent_policy_update_regime,133,5,4090,3268,822,0,328,188,14,7,0.65,False
frequent_policy_update_regime,134,5,3875,3097,778,0,310,179,13,7,0.65,False
frequent_policy_update_regime,135,5,5001,4000,1001,0,399,229,17,9,0.65,False
frequent_policy_update_regime,136,5,3363,2685,678,0,270,155,12,6,0.65,False
frequent_policy_update_regime,137,5,3213,2570,643,0,256,148,11,5,0.65,False
frequent_policy_update_regime,138,5,3484,2783,701,0,279,161,12,6,0.65,False
frequent_policy_update_regime,139,5,3078,2460,618,0,246,142,11,5,0.65,False
frequent_policy_update_regime,140,5,3330,2661,669,0,266,154,11,6,0.65,False
frequent_policy_update_regime,141,5,3583,2866,717,0,285,165,13,6,0.65,False
frequent_policy_update_regime,142,5,3875,3096,779,0,311,178,13,7,0.65,False
frequent_policy_update_regime,143,5,6623,5295,1328,0,530,304,23,12,0.65,False
frequent_policy_update_regime,144,6,5378,4298,1080,0,431,247,19,10,0.65,False
frequent_policy_update_regime,145,6,4089,3268,821,0,328,188,14,7,0.65,False
frequent_policy_update_regime,146,6,5068,4049,1019,0,406,233,18,9,0.65,False
frequent_policy_update_regime,147,6,4447,3555,892,0,355,205,16,8,0.65,False
frequent_policy_update_regime,148,6,3299,2638,661,0,264,151,12,6,0.65,False
frequent_policy_update_regime,149,6,3078,2462,616,0,246,141,11,5,0.65,False
frequent_policy_update_regime,150,6,3000,2398,602,0,241,138,10,5,0.65,False
frequent_policy_update_regime,151,6,3504,2801,703,0,280,162,12,6,0.65,False
frequent_policy_update_regime,152,6,3868,3092,776,0,309,177,14,7,0.65,False
frequent_policy_update_regime,153,6,5590,4466,1124,0,447,257,20,10,0.65,False
frequent_policy_update_regime,154,6,5541,4427,1114,0,442,256,20,10,0.65,False
frequent_policy_update_regime,155,6,6133,4902,1231,0,491,282,21,11,0.65,False
frequent_policy_update_regime,156,6,4167,3332,835,0,334,191,15,7,0.65,False
frequent_policy_update_regime,157,6,4092,3269,823,0,328,189,14,7,0.65,False
frequent_policy_update_regime,158,6,3905,3119,786,0,312,181,14,7,0.65,False
frequent_policy_update_regime,159,6,3595,2876,719,0,287,164,13,6,0.65,False
frequent_policy_update_regime,160,6,4005,3199,806,0,321,184,14,7,0.65,False
frequent_policy_update_regime,161,6,3079,2460,619,0,247,141,11,5,0.65,False
frequent_policy_update_regime,162,6,3168,2530,638,0,254,146,11,6,0.65,False
frequent_policy_update_regime,163,6,3088,2470,618,0,246,142,11,5,0.65,False
frequent_policy_update_regime,164,6,4445,3553,892,0,356,204,15,8,0.65,False
frequent_policy_update_regime,165,6,3588,2867,721,0,287,165,13,6,0.65,False
frequent_policy_update_regime,166,6,4647,3715,932,0,370,215,16,8,0.65,False
frequent_policy_update_regime,167,6,5467,4368,1099,0,438,251,19,10,0.65,False
frequent_policy_update_regime,168,7,4689,2962,1727,0,375,1077,13,6,0.65,True
frequent_policy_update_regime,169,7,4089,3269,820,0,327,189,14,7,0.65,False
frequent_policy_update_regime,170,7,3884,3102,782,0,312,179,14,7,0.65,False
frequent_policy_update_regime,171,7,3585,2866,719,0,287,165,13,6,0.65,False
frequent_policy_update_regime,172,7,5280,4217,1063,0,424,244,18,9,0.65,False
frequent_policy_update_regime,173,7,3078,2461,617,0,246,141,11,5,0.65,False
frequent_policy_update_regime,174,7,3000,2397,603,0,241,138,10,5,0.65,False
frequent_policy_update_regime,175,7,3964,3168,796,0,316,183,14,7,0.65,False
frequent_policy_update_regime,176,7,3292,2632,660,0,263,151,11,6,0.65,False
frequent_policy_update_regime,177,7,3633,2902,731,0,292,167,13,6,0.65,False
frequent_policy_update_regime,178,7,3875,3097,778,0,310,179,13,7,0.65,False
frequent_policy_update_regime,179,7,5471,4376,1095,0,437,250,19,10,0.65,False
