strategy,requests_per_day,update_interval_days,software_memory_savings,fixed_substrate_cost,analog_conversion_overhead,yield_repair_factor,accuracy_fallback_penalty,requests_per_update,per_request_cost,amortized_fixed_cost,total_normalized_cost
fixed_digital_weights,10000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000.0,0.77826,1088.0,1088.77826
analog_in_memory,10000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000.0,3.8428169999999997,473.3125,477.155317
hybrid_physicalized_submodel,10000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000.0,3.028906666666667,140.05,143.07890666666668
programmable_unoptimized,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,1.3117500000000002,13.3,14.61175
fixed_digital_weights,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,0.77826,1088.0,1088.77826
analog_in_memory,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,5.346528,493.0,498.346528
hybrid_physicalized_submodel,10000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000.0,3.028906666666667,140.05,143.07890666666668
programmable_unoptimized,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,1.3117500000000002,13.3,14.61175
fixed_digital_weights,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,0.77826,1088.0,1088.77826
analog_in_memory,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,7.827567000000002,473.3125,481.140067
hybrid_physicalized_submodel,10000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000.0,3.028906666666667,140.05,143.07890666666668
programmable_unoptimized,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,1.3117500000000002,13.3,14.61175
fixed_digital_weights,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,0.77826,1088.0,1088.77826
analog_in_memory,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,10.890528000000003,493.0,503.890528
hybrid_physicalized_submodel,10000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000.0,3.028906666666667,140.05,143.07890666666668
programmable_unoptimized,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,1.6582500000000002,0.6142857142857143,2.2725357142857145
fixed_digital_weights,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,3.8428169999999997,16.1875,20.030317
hybrid_physicalized_submodel,10000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000.0,5.455573333333333,4.578571428571428,10.034144761904761
programmable_unoptimized,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,1.6582500000000002,0.6142857142857143,2.2725357142857145
fixed_digital_weights,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,5.346528,19.0,24.346528
hybrid_physicalized_submodel,10000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000.0,5.455573333333333,4.578571428571428,10.034144761904761
programmable_unoptimized,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,1.6582500000000002,0.6142857142857143,2.2725357142857145
fixed_digital_weights,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,7.827567000000002,16.1875,24.015067000000002
hybrid_physicalized_submodel,10000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000.0,5.455573333333333,4.578571428571428,10.034144761904761
programmable_unoptimized,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,1.6582500000000002,0.6142857142857143,2.2725357142857145
fixed_digital_weights,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,10.890528000000003,19.0,29.890528000000003
hybrid_physicalized_submodel,10000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000.0,5.455573333333333,4.578571428571428,10.034144761904761
programmable_unoptimized,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,1.5196500000000004,0.6142857142857143,2.1339357142857147
fixed_digital_weights,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,3.8428169999999997,16.1875,20.030317
hybrid_physicalized_submodel,10000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000.0,4.484906666666666,4.578571428571428,9.063478095238095
programmable_unoptimized,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,1.5196500000000004,0.6142857142857143,2.1339357142857147
fixed_digital_weights,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,5.346528,19.0,24.346528
hybrid_physicalized_submodel,10000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000.0,4.484906666666666,4.578571428571428,9.063478095238095
programmable_unoptimized,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,1.5196500000000004,0.6142857142857143,2.1339357142857147
fixed_digital_weights,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,7.827567000000002,16.1875,24.015067000000002
hybrid_physicalized_submodel,10000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000.0,4.484906666666666,4.578571428571428,9.063478095238095
programmable_unoptimized,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,1.5196500000000004,0.6142857142857143,2.1339357142857147
fixed_digital_weights,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,10.890528000000003,19.0,29.890528000000003
hybrid_physicalized_submodel,10000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000.0,4.484906666666666,4.578571428571428,9.063478095238095
programmable_unoptimized,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,1.4157,0.6142857142857143,2.029985714285714
fixed_digital_weights,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,3.8428169999999997,16.1875,20.030317
hybrid_physicalized_submodel,10000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000.0,3.756906666666667,4.578571428571428,8.335478095238095
programmable_unoptimized,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,1.4157,0.6142857142857143,2.029985714285714
fixed_digital_weights,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,5.346528,19.0,24.346528
hybrid_physicalized_submodel,10000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000.0,3.756906666666667,4.578571428571428,8.335478095238095
programmable_unoptimized,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,1.4157,0.6142857142857143,2.029985714285714
fixed_digital_weights,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,7.827567000000002,16.1875,24.015067000000002
hybrid_physicalized_submodel,10000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000.0,3.756906666666667,4.578571428571428,8.335478095238095
programmable_unoptimized,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,1.4157,0.6142857142857143,2.029985714285714
fixed_digital_weights,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,10.890528000000003,19.0,29.890528000000003
hybrid_physicalized_submodel,10000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000.0,3.756906666666667,4.578571428571428,8.335478095238095
programmable_unoptimized,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,1.3117500000000002,0.6142857142857143,1.9260357142857145
fixed_digital_weights,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,3.8428169999999997,16.1875,20.030317
hybrid_physicalized_submodel,10000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000.0,3.028906666666667,4.578571428571428,7.607478095238095
programmable_unoptimized,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,1.3117500000000002,0.6142857142857143,1.9260357142857145
fixed_digital_weights,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,5.346528,19.0,24.346528
hybrid_physicalized_submodel,10000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000.0,3.028906666666667,4.578571428571428,7.607478095238095
programmable_unoptimized,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,1.3117500000000002,0.6142857142857143,1.9260357142857145
fixed_digital_weights,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,7.827567000000002,16.1875,24.015067000000002
hybrid_physicalized_submodel,10000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000.0,3.028906666666667,4.578571428571428,7.607478095238095
programmable_unoptimized,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,1.3117500000000002,0.6142857142857143,1.9260357142857145
fixed_digital_weights,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,0.77826,26.857142857142858,27.635402857142857
analog_in_memory,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,10.890528000000003,19.0,29.890528000000003
hybrid_physicalized_submodel,10000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000.0,3.028906666666667,4.578571428571428,7.607478095238095
programmable_unoptimized,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,1.6582500000000002,0.105,1.7632500000000002
fixed_digital_weights,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,3.8428169999999997,2.24375,6.086567
hybrid_physicalized_submodel,10000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000.0,5.455573333333333,0.6083333333333333,6.063906666666666
programmable_unoptimized,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,1.6582500000000002,0.105,1.7632500000000002
fixed_digital_weights,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,5.346528,2.9,8.246528
hybrid_physicalized_submodel,10000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000.0,5.455573333333333,0.6083333333333333,6.063906666666666
programmable_unoptimized,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,1.6582500000000002,0.105,1.7632500000000002
fixed_digital_weights,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,7.827567000000002,2.24375,10.071317000000002
hybrid_physicalized_submodel,10000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000.0,5.455573333333333,0.6083333333333333,6.063906666666666
programmable_unoptimized,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,1.6582500000000002,0.105,1.7632500000000002
fixed_digital_weights,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,10.890528000000003,2.9,13.790528000000004
hybrid_physicalized_submodel,10000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000.0,5.455573333333333,0.6083333333333333,6.063906666666666
programmable_unoptimized,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,1.5196500000000004,0.105,1.6246500000000004
fixed_digital_weights,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,3.8428169999999997,2.24375,6.086567
hybrid_physicalized_submodel,10000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000.0,4.484906666666666,0.6083333333333333,5.09324
programmable_unoptimized,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,1.5196500000000004,0.105,1.6246500000000004
fixed_digital_weights,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,5.346528,2.9,8.246528
hybrid_physicalized_submodel,10000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000.0,4.484906666666666,0.6083333333333333,5.09324
programmable_unoptimized,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,1.5196500000000004,0.105,1.6246500000000004
fixed_digital_weights,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,7.827567000000002,2.24375,10.071317000000002
hybrid_physicalized_submodel,10000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000.0,4.484906666666666,0.6083333333333333,5.09324
programmable_unoptimized,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,1.5196500000000004,0.105,1.6246500000000004
fixed_digital_weights,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,10.890528000000003,2.9,13.790528000000004
hybrid_physicalized_submodel,10000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000.0,4.484906666666666,0.6083333333333333,5.09324
programmable_unoptimized,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,1.4157,0.105,1.5207
fixed_digital_weights,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,3.8428169999999997,2.24375,6.086567
hybrid_physicalized_submodel,10000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000.0,3.756906666666667,0.6083333333333333,4.36524
programmable_unoptimized,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,1.4157,0.105,1.5207
fixed_digital_weights,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,5.346528,2.9,8.246528
hybrid_physicalized_submodel,10000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000.0,3.756906666666667,0.6083333333333333,4.36524
programmable_unoptimized,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,1.4157,0.105,1.5207
fixed_digital_weights,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,7.827567000000002,2.24375,10.071317000000002
hybrid_physicalized_submodel,10000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000.0,3.756906666666667,0.6083333333333333,4.36524
programmable_unoptimized,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,1.4157,0.105,1.5207
fixed_digital_weights,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,10.890528000000003,2.9,13.790528000000004
hybrid_physicalized_submodel,10000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000.0,3.756906666666667,0.6083333333333333,4.36524
programmable_unoptimized,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,1.3117500000000002,0.105,1.4167500000000002
fixed_digital_weights,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,3.8428169999999997,2.24375,6.086567
hybrid_physicalized_submodel,10000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000.0,3.028906666666667,0.6083333333333333,3.6372400000000003
programmable_unoptimized,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,1.3117500000000002,0.105,1.4167500000000002
fixed_digital_weights,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,5.346528,2.9,8.246528
hybrid_physicalized_submodel,10000.0,30.0,0.5,350000.0,0.35,1.6,0.04,300000.0,3.028906666666667,0.6083333333333333,3.6372400000000003
programmable_unoptimized,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,1.3117500000000002,0.105,1.4167500000000002
fixed_digital_weights,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,7.827567000000002,2.24375,10.071317000000002
hybrid_physicalized_submodel,10000.0,30.0,0.5,350000.0,0.8,1.15,0.04,300000.0,3.028906666666667,0.6083333333333333,3.6372400000000003
programmable_unoptimized,10000.0,30.0,0.5,350000.0,0.8,1.6,0.04,300000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000.0,30.0,0.5,350000.0,0.8,1.6,0.04,300000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000.0,30.0,0.5,350000.0,0.8,1.6,0.04,300000.0,1.3117500000000002,0.105,1.4167500000000002
fixed_digital_weights,10000.0,30.0,0.5,350000.0,0.8,1.6,0.04,300000.0,0.77826,2.433333333333333,3.211593333333333
analog_in_memory,10000.0,30.0,0.5,350000.0,0.8,1.6,0.04,300000.0,10.890528000000003,2.9,13.790528000000004
