strategy,requests_per_day,update_interval_days,software_memory_savings,fallback_frequency,audit_control_scale,utilization,requests_per_update,per_request_pj_equivalent,amortized_fixed_pj_equivalent,total_pj_equivalent,winner,conclusion
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,mid,0.35,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,0.5,mid,0.6,3000000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,0.5,mid,0.6,3000000.0,10461.243705,0.003,10461.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,0.5,mid,0.6,3000000.0,25408.647058333332,0.02666666666666667,25408.673725,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,0.5,mid,0.6,3000000.0,154049.4811,13.333333333333334,154062.81443333335,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,mid,0.6,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,0.5,mid,0.85,3000000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,0.5,mid,0.85,3000000.0,9761.96270867647,0.003,9761.965708676471,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,0.5,mid,0.85,3000000.0,19525.940857352944,0.02666666666666667,19525.967524019612,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,0.5,mid,0.85,3000000.0,150395.5560264706,13.333333333333334,150408.88935980393,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,mid,0.85,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,0.5,high,0.35,3000000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,0.5,high,0.35,3000000.0,16059.140410357142,0.003,16059.143410357143,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,0.5,high,0.35,3000000.0,44791.64783214286,0.02666666666666667,44791.67449880952,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,0.5,high,0.35,3000000.0,163524.37056428572,13.333333333333334,163537.70389761907,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,high,0.35,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,0.5,high,0.6,3000000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,0.5,high,0.6,3000000.0,13816.243705,0.003,13816.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,0.5,high,0.6,3000000.0,29016.980391666664,0.02666666666666667,29017.007058333333,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,0.5,high,0.6,3000000.0,154617.81443333332,13.333333333333334,154631.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,high,0.6,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,0.5,high,0.85,3000000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,0.5,high,0.85,3000000.0,12892.698002794117,0.003,12892.701002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,0.5,high,0.85,3000000.0,22521.52909264706,0.02666666666666667,22521.555759313727,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,0.5,high,0.85,3000000.0,150950.40896764706,13.333333333333334,150963.7423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,0.5,high,0.85,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,low,0.35,3000000.0,65718.40371428571,0.0,65718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,low,0.35,3000000.0,10625.211838928572,0.003,10625.214838928572,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,low,0.35,3000000.0,65820.95266428571,0.02666666666666667,65820.97933095238,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,low,0.35,3000000.0,162704.72770714285,13.333333333333334,162718.0610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,low,0.35,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,low,0.6,3000000.0,38335.7355,0.0,38335.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,low,0.6,3000000.0,9141.243705,0.003,9141.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,low,0.6,3000000.0,38438.28445,0.02666666666666667,38438.311116666664,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,low,0.6,3000000.0,153842.81443333332,13.333333333333334,153856.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,low,0.6,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,low,0.85,3000000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,low,0.85,3000000.0,8530.198002794117,0.003,8530.201002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,low,0.85,3000000.0,27163.06812647059,0.02666666666666667,27163.094793137258,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,low,0.85,3000000.0,150193.79132058824,13.333333333333334,150207.12465392158,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,low,0.85,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,mid,0.35,3000000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,mid,0.35,3000000.0,12159.497553214285,0.003,12159.500553214286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,mid,0.35,3000000.0,68678.09552142856,0.02666666666666667,68678.12218809524,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,mid,0.35,3000000.0,162923.29913571427,13.333333333333334,162936.63246904762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,mid,0.35,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,mid,0.6,3000000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,mid,0.6,3000000.0,10461.243705,0.003,10461.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,mid,0.6,3000000.0,40104.95111666666,0.02666666666666667,40104.97778333333,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,mid,0.6,3000000.0,154049.4811,13.333333333333334,154062.81443333335,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,mid,0.6,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,mid,0.85,3000000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,mid,0.85,3000000.0,9761.96270867647,0.003,9761.965708676471,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,mid,0.85,3000000.0,28339.538714705883,0.02666666666666667,28339.56538137255,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,mid,0.85,3000000.0,150395.5560264706,13.333333333333334,150408.88935980393,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,mid,0.85,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,high,0.35,3000000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,high,0.35,3000000.0,16059.140410357142,0.003,16059.143410357143,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,high,0.35,3000000.0,75820.95266428571,0.02666666666666667,75820.97933095238,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,high,0.35,3000000.0,163524.37056428572,13.333333333333334,163537.70389761907,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,high,0.35,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,high,0.6,3000000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,high,0.6,3000000.0,13816.243705,0.003,13816.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,high,0.6,3000000.0,44271.61778333333,0.02666666666666667,44271.64444999999,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,high,0.6,3000000.0,154617.81443333332,13.333333333333334,154631.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,high,0.6,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.2,1.0,high,0.85,3000000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.2,1.0,high,0.85,3000000.0,12892.698002794117,0.003,12892.701002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.2,1.0,high,0.85,3000000.0,31280.715185294117,0.02666666666666667,31280.741851960785,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.2,1.0,high,0.85,3000000.0,150950.40896764706,13.333333333333334,150963.7423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.2,1.0,high,0.85,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,low,0.35,3000000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,low,0.35,3000000.0,10625.211838928572,0.003,10625.214838928572,False,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,low,0.35,3000000.0,9512.343,0.02666666666666667,9512.369666666667,True,candidate_survives
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,low,0.35,3000000.0,162704.72770714285,13.333333333333334,162718.0610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,low,0.35,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,low,0.6,3000000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,low,0.6,3000000.0,9141.243705,0.003,9141.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,low,0.6,3000000.0,9512.343,0.02666666666666667,9512.369666666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,low,0.6,3000000.0,153842.81443333332,13.333333333333334,153856.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,low,0.6,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,low,0.85,3000000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,low,0.85,3000000.0,8530.198002794117,0.003,8530.201002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,low,0.85,3000000.0,9512.343,0.02666666666666667,9512.369666666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,low,0.85,3000000.0,150193.79132058824,13.333333333333334,150207.12465392158,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,low,0.85,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,mid,0.35,3000000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,mid,0.35,3000000.0,12159.497553214285,0.003,12159.500553214286,False,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,mid,0.35,3000000.0,10712.343,0.02666666666666667,10712.369666666667,True,candidate_survives
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,mid,0.35,3000000.0,162923.29913571427,13.333333333333334,162936.63246904762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,mid,0.35,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,mid,0.6,3000000.0,36102.40216666667,0.0,36102.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,mid,0.6,3000000.0,10461.243705,0.003,10461.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,mid,0.6,3000000.0,10712.343,0.02666666666666667,10712.369666666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,mid,0.6,3000000.0,154049.4811,13.333333333333334,154062.81443333335,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,mid,0.6,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,mid,0.85,3000000.0,25484.048588235295,0.0,25484.048588235295,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,mid,0.85,3000000.0,9761.96270867647,0.003,9761.965708676471,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,mid,0.85,3000000.0,10712.343,0.02666666666666667,10712.369666666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,mid,0.85,3000000.0,150395.5560264706,13.333333333333334,150408.88935980393,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,mid,0.85,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,high,0.35,3000000.0,69032.68942857142,0.0,69032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,high,0.35,3000000.0,16059.140410357142,0.003,16059.143410357143,False,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,high,0.35,3000000.0,13762.343,0.02666666666666667,13762.369666666667,True,candidate_survives
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,high,0.35,3000000.0,163524.37056428572,13.333333333333334,163537.70389761907,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,high,0.35,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,high,0.6,3000000.0,40269.06883333333,0.0,40269.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,high,0.6,3000000.0,13816.243705,0.003,13816.246705000001,False,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,high,0.6,3000000.0,13762.343,0.02666666666666667,13762.369666666667,True,candidate_survives
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,high,0.6,3000000.0,154617.81443333332,13.333333333333334,154631.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,high,0.6,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.0,high,0.85,3000000.0,28425.22505882353,0.0,28425.22505882353,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.0,high,0.85,3000000.0,12892.698002794117,0.003,12892.701002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.0,high,0.85,3000000.0,13762.343,0.02666666666666667,13762.369666666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.0,high,0.85,3000000.0,150950.40896764706,13.333333333333334,150963.7423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.0,high,0.85,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,low,0.35,3000000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,low,0.35,3000000.0,10625.211838928572,0.003,10625.214838928572,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,low,0.35,3000000.0,14474.632537857142,0.02666666666666667,14474.659204523809,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,low,0.35,3000000.0,162704.72770714285,13.333333333333334,162718.0610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,low,0.35,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,low,0.6,3000000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,low,0.6,3000000.0,9141.243705,0.003,9141.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,low,0.6,3000000.0,12014.937145,0.02666666666666667,12014.963811666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,low,0.6,3000000.0,153842.81443333332,13.333333333333334,153856.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,low,0.6,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,low,0.85,3000000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,low,0.85,3000000.0,8530.198002794117,0.003,8530.201002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,low,0.85,3000000.0,11002.121395,0.02666666666666667,11002.148061666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,low,0.85,3000000.0,150193.79132058824,13.333333333333334,150207.12465392158,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,low,0.85,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,mid,0.35,3000000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,mid,0.35,3000000.0,12159.497553214285,0.003,12159.500553214286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,mid,0.35,3000000.0,15840.346823571428,0.02666666666666667,15840.373490238095,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,mid,0.35,3000000.0,162923.29913571427,13.333333333333334,162936.63246904762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,mid,0.35,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,mid,0.6,3000000.0,36102.40216666667,0.0,36102.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,mid,0.6,3000000.0,10461.243705,0.003,10461.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,mid,0.6,3000000.0,13261.603811666668,0.02666666666666667,13261.630478333334,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,mid,0.6,3000000.0,154049.4811,13.333333333333334,154062.81443333335,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,mid,0.6,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,mid,0.85,3000000.0,25484.048588235295,0.0,25484.048588235295,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,mid,0.85,3000000.0,9761.96270867647,0.003,9761.965708676471,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,mid,0.85,3000000.0,12199.76845382353,0.02666666666666667,12199.795120490196,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,mid,0.85,3000000.0,150395.5560264706,13.333333333333334,150408.88935980393,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,mid,0.85,3000000.0,25810.143,2.3333333333333335,25812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,high,0.35,3000000.0,69032.68942857142,0.0,69032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,high,0.35,3000000.0,16059.140410357142,0.003,16059.143410357143,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,high,0.35,3000000.0,19299.632537857142,0.02666666666666667,19299.65920452381,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,high,0.35,3000000.0,163524.37056428572,13.333333333333334,163537.70389761907,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,high,0.35,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,high,0.6,3000000.0,40269.06883333333,0.0,40269.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,high,0.6,3000000.0,13816.243705,0.003,13816.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,high,0.6,3000000.0,16423.270478333332,0.02666666666666667,16423.297145,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,high,0.6,3000000.0,154617.81443333332,13.333333333333334,154631.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,high,0.6,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.1,high,0.85,3000000.0,28425.22505882353,0.0,28425.22505882353,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.1,high,0.85,3000000.0,12892.698002794117,0.003,12892.701002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.1,high,0.85,3000000.0,15238.886100882353,0.02666666666666667,15238.91276754902,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.1,high,0.85,3000000.0,150950.40896764706,13.333333333333334,150963.7423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.1,high,0.85,3000000.0,28310.143,2.3333333333333335,28312.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.25,low,0.35,3000000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.25,low,0.35,3000000.0,10625.211838928572,0.003,10625.214838928572,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.25,low,0.35,3000000.0,21918.066844642854,0.02666666666666667,21918.093511309522,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.25,low,0.35,3000000.0,162704.72770714285,13.333333333333334,162718.0610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.25,low,0.35,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.25,low,0.6,3000000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.25,low,0.6,3000000.0,9141.243705,0.003,9141.246705000001,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.25,low,0.6,3000000.0,15768.8283625,0.02666666666666667,15768.855029166667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.25,low,0.6,3000000.0,153842.81443333332,13.333333333333334,153856.14776666666,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.25,low,0.6,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.25,low,0.85,3000000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,100000.0,30.0,0.35,0.25,low,0.85,3000000.0,8530.198002794117,0.003,8530.201002794118,True,baseline_or_antitarget_preferred
hybrid_safety_filter,100000.0,30.0,0.35,0.25,low,0.85,3000000.0,13236.7889875,0.02666666666666667,13236.815654166667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,100000.0,30.0,0.35,0.25,low,0.85,3000000.0,150193.79132058824,13.333333333333334,150207.12465392158,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,100000.0,30.0,0.35,0.25,low,0.85,3000000.0,24810.143,2.3333333333333335,24812.476333333332,False,baseline_or_antitarget_preferred
software_optimized,100000.0,30.0,0.35,0.25,mid,0.35,3000000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
