scenario_id,workload_class,architecture_option,bytes_moved_proxy,bytes_retained_proxy,recompute_proxy,energy_per_byte_setting,dollar_per_byte_setting,cxl_latency_setting,net_energy_proxy,net_dollar_proxy,decision,evidence_label
single-turn chat control|A|DC001_zero_energy|DC002_pathological_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_equal_tier_low|DC002_local_like_p50,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,0.0,0.2534,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_equal_tier_low|DC002_moderate_p95,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,0.0,0.2534,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_equal_tier_low|DC002_tail_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,0.0,0.2534,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_equal_tier_low|DC002_pathological_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,0.0,0.2534,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_medium|DC002_local_like_p50,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,0.0,0.6758,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_medium|DC002_moderate_p95,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,0.0,0.6758,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_medium|DC002_tail_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,0.0,0.6758,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_medium|DC002_pathological_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,0.0,0.6758,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_high|DC002_local_like_p50,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,0.0,1.5206,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_high|DC002_moderate_p95,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,0.0,1.5206,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_high|DC002_tail_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,0.0,1.5206,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_memory_gap_high|DC002_pathological_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,0.0,1.5206,keep_option_A,synthetic_sensitivity
single-turn chat control|B|DC001_zero_energy|DC002_local_like_p50,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,-1.4,-1.4,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_zero_energy|DC002_moderate_p95,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,-2.9,-2.9,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_zero_energy|DC002_tail_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,-8.9,-8.9,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_zero_energy|DC002_pathological_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-1000.9,-1000.9,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_equal_tier_low|DC002_local_like_p50,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,-1.1775,-1.1715,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_equal_tier_low|DC002_moderate_p95,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,-2.6775,-2.6715,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_equal_tier_low|DC002_tail_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,-8.6775,-8.6715,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_equal_tier_low|DC002_pathological_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-1000.6775,-1000.6715,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_medium|DC002_local_like_p50,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,-0.8068,-0.7906,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_medium|DC002_moderate_p95,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,-2.3068,-2.2906,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_medium|DC002_tail_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,-8.3068,-8.2906,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_medium|DC002_pathological_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-1000.3068,-1000.2906,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_high|DC002_local_like_p50,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,-0.0653,-0.0288,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_high|DC002_moderate_p95,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,-1.5653,-1.5288,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_high|DC002_tail_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,-7.5653,-7.5288,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|B|DC001_memory_gap_high|DC002_pathological_p99,single-turn chat control,B_memory_object_aware_runtime,17.8483,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-999.5653,-999.5288,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_zero_energy|DC002_local_like_p50,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,-2.6,-2.6,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_zero_energy|DC002_moderate_p95,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,-5.0,-5.0,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_zero_energy|DC002_tail_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,-14.6,-14.6,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_zero_energy|DC002_pathological_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-1601.8,-1601.8,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_equal_tier_low|DC002_local_like_p50,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,-2.2472,-2.3839,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_equal_tier_low|DC002_moderate_p95,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,-4.6472,-4.7839,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_equal_tier_low|DC002_tail_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,-14.2472,-14.3839,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_equal_tier_low|DC002_pathological_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-1601.4472,-1601.5839,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_medium|DC002_local_like_p50,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,-1.6592,-2.0238,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_medium|DC002_moderate_p95,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,-4.0592,-4.4238,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_medium|DC002_tail_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,-13.6592,-14.0238,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_medium|DC002_pathological_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-1600.8592,-1601.2238,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_high|DC002_local_like_p50,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,-0.4832,-1.3034,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_high|DC002_moderate_p95,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,-2.8832,-3.7034,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_high|DC002_tail_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,-12.4832,-13.3034,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
single-turn chat control|C|DC001_memory_gap_high|DC002_pathological_p99,single-turn chat control,C_trajectory_dag_memory_fabric,28.0474,1006.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-1599.6832,-1600.5034,collapse_to_A_no_non_kv_retained_value,synthetic_sensitivity
verification-heavy|A|DC001_zero_energy|DC002_local_like_p50,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,0.0,0.0,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_zero_energy|DC002_moderate_p95,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,0.0,0.0,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_zero_energy|DC002_tail_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_zero_energy|DC002_pathological_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_equal_tier_low|DC002_local_like_p50,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,0.0,0.4277,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_equal_tier_low|DC002_moderate_p95,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,0.0,0.4277,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_equal_tier_low|DC002_tail_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,0.0,0.4277,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_equal_tier_low|DC002_pathological_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,0.0,0.4277,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_medium|DC002_local_like_p50,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,0.0,1.1405,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_medium|DC002_moderate_p95,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,0.0,1.1405,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_medium|DC002_tail_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,0.0,1.1405,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_medium|DC002_pathological_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,0.0,1.1405,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_high|DC002_local_like_p50,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,0.0,2.5661,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_high|DC002_moderate_p95,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,0.0,2.5661,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_high|DC002_tail_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,0.0,2.5661,keep_option_A,synthetic_sensitivity
verification-heavy|A|DC001_memory_gap_high|DC002_pathological_p99,verification-heavy,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,0.0,2.5661,keep_option_A,synthetic_sensitivity
verification-heavy|B|DC001_zero_energy|DC002_local_like_p50,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,29.2,29.2,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_zero_energy|DC002_moderate_p95,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,27.7,27.7,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_zero_energy|DC002_tail_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,21.7,21.7,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_zero_energy|DC002_pathological_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-970.3,-970.3,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|B|DC001_equal_tier_low|DC002_local_like_p50,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,30.1318,29.5851,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_equal_tier_low|DC002_moderate_p95,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,28.6318,28.0851,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_equal_tier_low|DC002_tail_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,22.6318,22.0851,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_equal_tier_low|DC002_pathological_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-969.3682,-969.9149,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_medium|DC002_local_like_p50,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,31.6848,30.2269,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_medium|DC002_moderate_p95,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,30.1848,28.7269,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_medium|DC002_tail_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,24.1848,22.7269,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_medium|DC002_pathological_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-967.8152,-969.2731,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_high|DC002_local_like_p50,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,34.7909,31.5105,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_high|DC002_moderate_p95,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,33.2909,30.0105,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_high|DC002_tail_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,27.2909,24.0105,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|B|DC001_memory_gap_high|DC002_pathological_p99,verification-heavy,B_memory_object_aware_runtime,67.284,1721.0,30.6,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-964.7091,-967.9895,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|C|DC001_zero_energy|DC002_local_like_p50,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,31.2,31.2,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_zero_energy|DC002_moderate_p95,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,28.8,28.8,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_zero_energy|DC002_tail_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,19.2,19.2,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_zero_energy|DC002_pathological_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-1568.0,-1568.0,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|C|DC001_equal_tier_low|DC002_local_like_p50,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,32.6698,31.5638,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_equal_tier_low|DC002_moderate_p95,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,30.2698,29.1638,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_equal_tier_low|DC002_tail_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,20.6698,19.5638,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_equal_tier_low|DC002_pathological_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-1566.5302,-1567.6362,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_medium|DC002_local_like_p50,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,35.1195,32.1701,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_medium|DC002_moderate_p95,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,32.7195,29.7701,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_medium|DC002_tail_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,23.1195,20.1701,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_medium|DC002_pathological_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-1564.0805,-1567.0299,collapse_to_A_economics_nonpositive,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_high|DC002_local_like_p50,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,40.0189,33.3827,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_high|DC002_moderate_p95,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,37.6189,30.9827,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_high|DC002_tail_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,28.0189,21.3827,support_under_synthetic_sensitivity,synthetic_sensitivity
verification-heavy|C|DC001_memory_gap_high|DC002_pathological_p99,verification-heavy,C_trajectory_dag_memory_fabric,105.732,1721.0,33.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-1559.1811,-1565.8173,collapse_to_A_economics_nonpositive,synthetic_sensitivity
