workload_class,time_step,event_type,object_id,object_class,size_units,tier,created_at,last_seen_at,lifetime,reuse_count,reuse_distance,correctness_sensitive,provenance_id,source_version,invalidation_signal,trajectory_node_id,branch_id,verifier_id,durability_horizon,merge_state,active,placement_decision,retention_decision,compression_strategy,eviction_decision,runtime_architecture_option,evidence_label
code-agent loop,68,object_access,code-agent_loop:branch_state:2,branch state,76.0,CPU DRAM,22,68,46,3,20.0,true,prov:code-agent_loop:branch:2,synthetic_v2,none,code-agent_loop:node:2,code-agent_loop:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:trajectory_log:2,trajectory log,47.0,CPU DRAM,23,68,45,3,20.0,true,prov:code-agent_loop:branch:2,synthetic_v2,none,code-agent_loop:node:2,code-agent_loop:branch:2,,170,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:tool_output:1,tool output,72.0,CPU DRAM,20,68,48,3,20.0,true,prov:tool:1,synthetic_v2,none,code-agent_loop:tool-node:1,code-agent_loop:branch:1,,170,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:tool_output:2,tool output,77.0,CPU DRAM,33,68,35,2,20.0,true,prov:tool:2,synthetic_v2,none,code-agent_loop:tool-node:2,code-agent_loop:branch:2,,170,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:tool_output:3,tool output,71.0,CPU DRAM,46,68,22,2,20.0,true,prov:tool:3,synthetic_v2,none,code-agent_loop:tool-node:3,code-agent_loop:branch:1,,170,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:verifier_state:1,verifier state,62.0,CPU DRAM,26,68,42,3,20.0,true,prov:code-agent_loop:verifier:1,synthetic_v2,none,code-agent_loop:verify-node:1,code-agent_loop:branch:1,code-agent_loop:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:verifier_state:2,verifier state,58.0,CPU DRAM,37,68,31,2,20.0,true,prov:code-agent_loop:verifier:2,synthetic_v2,none,code-agent_loop:verify-node:2,code-agent_loop:branch:2,code-agent_loop:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:durable_workspace:1,durable workspace,81.0,durable_workspace_store,30,68,38,2,20.0,true,prov:workspace:1,synthetic_v2,none,code-agent_loop:workspace-node:1,,,170,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:durable_workspace:2,durable workspace,90.0,durable_workspace_store,42,68,26,2,20.0,true,prov:workspace:2,synthetic_v2,none,code-agent_loop:workspace-node:2,,,170,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,68,object_access,code-agent_loop:durable_workspace:3,durable workspace,100.0,durable_workspace_store,54,68,14,1,13.0,true,prov:workspace:3,synthetic_v2,none,code-agent_loop:workspace-node:3,,,170,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,73,object_access,code-agent_loop:weights:1,weights,911.0,HBM/GPU memory,1,73,72,14,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,77,object_migrate,code-agent_loop:branch_state:1,branch state,73.0,CPU DRAM,13,77,64,3,20.0,true,prov:code-agent_loop:branch:1,synthetic_v2,none,code-agent_loop:node:1,code-agent_loop:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,77,object_migrate,code-agent_loop:trajectory_log:1,trajectory log,38.0,CPU DRAM,14,77,63,3,20.0,true,prov:code-agent_loop:branch:1,synthetic_v2,none,code-agent_loop:node:1,code-agent_loop:branch:1,,170,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,77,object_migrate,code-agent_loop:branch_state:2,branch state,76.0,CPU DRAM,22,77,55,3,20.0,true,prov:code-agent_loop:branch:2,synthetic_v2,none,code-agent_loop:node:2,code-agent_loop:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,78,object_access,code-agent_loop:weights:1,weights,911.0,HBM/GPU memory,1,78,77,15,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,78,object_access,code-agent_loop:prefix_cache:1,prefix cache,41.0,CPU DRAM,2,78,76,5,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,78,object_access,code-agent_loop:KV_cache:1,KV cache,21.0,HBM/GPU memory,3,78,75,8,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_access,code-agent_loop:weights:1,weights,911.0,HBM/GPU memory,1,83,82,16,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:prefix_cache:1,prefix cache,41.0,CPU DRAM,2,83,81,5,15.0,false,,synthetic_v2,none,,,,0,,false,place:CPU DRAM,retain_reuse_candidate,lossless_compress,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:KV_cache:1,KV cache,21.0,HBM/GPU memory,3,83,80,8,10.0,false,,synthetic_v2,none,,,,0,,false,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:branch_state:1,branch state,73.0,CPU DRAM,13,83,70,3,20.0,true,prov:code-agent_loop:branch:1,synthetic_v2,none,code-agent_loop:node:1,code-agent_loop:branch:1,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:branch_state:2,branch state,76.0,CPU DRAM,22,83,61,3,20.0,true,prov:code-agent_loop:branch:2,synthetic_v2,none,code-agent_loop:node:2,code-agent_loop:branch:2,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:verifier_state:1,verifier state,62.0,CPU DRAM,26,83,57,3,20.0,true,prov:code-agent_loop:verifier:1,synthetic_v2,none,code-agent_loop:verify-node:1,code-agent_loop:branch:1,code-agent_loop:verifier:1,0,accepted,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
code-agent loop,83,object_evict,code-agent_loop:verifier_state:2,verifier state,58.0,CPU DRAM,37,83,46,2,20.0,true,prov:code-agent_loop:verifier:2,synthetic_v2,none,code-agent_loop:verify-node:2,code-agent_loop:branch:2,code-agent_loop:verifier:2,0,rejected,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,1,object_create,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,1,0,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,2,object_place,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,2,1,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,3,object_create,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,3,0,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,4,object_place,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,4,1,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,8,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,8,7,1,6.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,8,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,8,5,1,4.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,13,object_create,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,13,0,0,0.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,13,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,13,12,2,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,14,object_place,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,14,1,0,0.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,14,object_create,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,14,0,0,0.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,15,object_place,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,15,1,0,0.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,18,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,18,17,3,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,18,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,18,15,2,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,20,object_create,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,20,0,0,0.0,true,prov:tool:1,synthetic_v2,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,21,object_place,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,21,1,0,0.0,true,prov:tool:1,synthetic_v2,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,21,tool_call_result,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,21,1,0,0.0,true,prov:tool:1,tool:v1,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,22,object_create,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,22,0,0,0.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,23,object_place,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,23,1,0,0.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,23,object_create,verification-heavy:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,23,0,0,0.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,23,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,23,22,4,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,24,object_place,verification-heavy:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,24,1,0,0.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,26,object_create,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,26,0,0,0.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,27,object_place,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,27,1,0,0.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,28,27,5,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,28,25,3,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,28,15,1,14.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,28,14,1,13.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,28,6,1,5.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,28,5,1,4.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,28,8,1,7.0,true,prov:tool:1,synthetic_v2,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,28,object_access,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,28,2,1,1.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,30,verifier_result,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,30,4,1,1.0,true,prov:verification-heavy:verifier:1,verifier:v1,none,verification-heavy:verify-node:1,verification-heavy:branch:1,verification-heavy:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,30,object_create,verification-heavy:tool_output:3,tool output,79.0,CPU DRAM,30,30,0,0,0.0,true,prov:workspace:1,synthetic_v2,none,verification-heavy:workspace-node:1,,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,31,object_create,verification-heavy:branch_state:3,branch state,71.0,CPU DRAM,31,31,0,0,0.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,31,object_place,verification-heavy:tool_output:3,tool output,79.0,CPU DRAM,30,31,1,0,0.0,true,prov:workspace:1,synthetic_v2,none,verification-heavy:workspace-node:1,,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,31,workspace_write,verification-heavy:tool_output:3,tool output,79.0,CPU DRAM,30,31,1,0,0.0,true,prov:workspace:1,workspace:v1,none,verification-heavy:workspace-node:1,,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,32,object_place,verification-heavy:branch_state:3,branch state,71.0,CPU DRAM,31,32,1,0,0.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,32,object_create,verification-heavy:trajectory_log:3,trajectory log,41.0,CPU DRAM,32,32,0,0,0.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,33,object_place,verification-heavy:trajectory_log:3,trajectory log,41.0,CPU DRAM,32,33,1,0,0.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,33,object_create,verification-heavy:tool_output:2,tool output,76.0,CPU DRAM,33,33,0,0,0.0,true,prov:tool:2,synthetic_v2,none,verification-heavy:tool-node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,33,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,33,32,6,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,34,object_place,verification-heavy:tool_output:2,tool output,76.0,CPU DRAM,33,34,1,0,0.0,true,prov:tool:2,synthetic_v2,none,verification-heavy:tool-node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,34,tool_call_result,verification-heavy:tool_output:2,tool output,76.0,CPU DRAM,33,34,1,0,0.0,true,prov:tool:2,tool:v1,none,verification-heavy:tool-node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,37,object_create,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,37,0,0,0.0,true,prov:verification-heavy:verifier:2,synthetic_v2,none,verification-heavy:verify-node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,38,object_place,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,38,1,0,0.0,true,prov:verification-heavy:verifier:2,synthetic_v2,none,verification-heavy:verify-node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,38,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,38,37,7,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,38,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,38,35,4,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,42,verifier_result,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,42,5,0,0.0,true,prov:verification-heavy:verifier:2,verifier:v1,none,verification-heavy:verify-node:2,verification-heavy:branch:2,verification-heavy:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,43,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,43,42,8,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_create,verification-heavy:verifier_state:3,verifier state,53.0,CPU DRAM,48,48,0,0,0.0,true,prov:verification-heavy:verifier:3,synthetic_v2,none,verification-heavy:verify-node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,48,47,9,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,48,45,5,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,48,35,2,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,48,34,2,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,48,26,2,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,48,25,2,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
