trace_id,run_id,workload_class,time_step,event_type,object_id,object_class,size_units,tier,parent_object_id,trajectory_node_id,branch_id,provenance_id,reuse_distance,reuse_probability_hint,correctness_sensitive,recompute_cost_hint,loss_cost_hint,durability_horizon,verifier_id,merge_state,source_version,invalidation_signal,evidence_label
trace-v2-verification-heavy,verification-heavy,verification-heavy,34,object_place,verification-heavy:tool_output:2,tool output,70,durable workspace,,verification-heavy:tool-node:2,verification-heavy:branch:2,prov:tool:2,,,true,,,160,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,34,tool_call_result,verification-heavy:tool_output:2,tool output,70,durable workspace,,verification-heavy:tool-node:2,verification-heavy:branch:2,prov:tool:2,,,true,,,80,,,tool:v1,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,36,verifier_start,,,,,,verification-heavy:verify-node:2,verification-heavy:branch:2,,,,,,,,verification-heavy:verifier:2,,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,37,object_create,verification-heavy:verifier_state:2,verifier state,59,CPU DRAM,,verification-heavy:verify-node:2,verification-heavy:branch:2,prov:verification-heavy:verifier:2,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,38,object_place,verification-heavy:verifier_state:2,verifier state,50,CPU DRAM,,verification-heavy:verify-node:2,verification-heavy:branch:2,prov:verification-heavy:verifier:2,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,38,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,38,object_access,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,42,verifier_result,verification-heavy:verifier_state:2,verifier state,50,CPU DRAM,,verification-heavy:verify-node:2,verification-heavy:branch:2,prov:verification-heavy:verifier:2,,,true,,130,,verification-heavy:verifier:2,rejected,verifier:v1,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,43,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,47,verifier_start,,,,,,verification-heavy:verify-node:3,verification-heavy:branch:3,,,,,,,,verification-heavy:verifier:3,,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_create,verification-heavy:verifier_state:3,verifier state,53,CPU DRAM,,verification-heavy:verify-node:3,verification-heavy:branch:3,prov:verification-heavy:verifier:3,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:branch_state:3,branch state,65,CPU DRAM,,,,,16,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:trajectory_log:3,trajectory log,35,NVMe,,,,,15,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:tool_output:2,tool output,70,durable workspace,,,,,14,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:verifier_state:2,verifier state,50,CPU DRAM,,,,,10,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,48,object_access,verification-heavy:tool_output:3,tool output,70,durable workspace,,,,,17,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,49,object_place,verification-heavy:verifier_state:3,verifier state,50,CPU DRAM,,verification-heavy:verify-node:3,verification-heavy:branch:3,prov:verification-heavy:verifier:3,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,53,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,54,verifier_result,verification-heavy:verifier_state:3,verifier state,50,CPU DRAM,,verification-heavy:verify-node:3,verification-heavy:branch:3,prov:verification-heavy:verifier:3,,,true,,130,,verification-heavy:verifier:3,accepted,verifier:v1,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,58,verifier_start,,,,,,verification-heavy:verify-node:4,verification-heavy:branch:1,,,,,,,,verification-heavy:verifier:4,,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,58,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,58,object_access,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,59,object_create,verification-heavy:verifier_state:4,verifier state,57,CPU DRAM,,verification-heavy:verify-node:4,verification-heavy:branch:1,prov:verification-heavy:verifier:4,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,60,object_place,verification-heavy:verifier_state:4,verifier state,50,CPU DRAM,,verification-heavy:verify-node:4,verification-heavy:branch:1,prov:verification-heavy:verifier:4,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,63,verifier_result,verification-heavy:verifier_state:4,verifier state,50,CPU DRAM,,verification-heavy:verify-node:4,verification-heavy:branch:1,prov:verification-heavy:verifier:4,,,true,,130,,verification-heavy:verifier:4,rejected,verifier:v1,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,63,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,64,branch_merge,,,,,,verification-heavy:merge-node:1,verification-heavy:branch:1,,,,,,,,,merged,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,67,branch_discard,,,,,,verification-heavy:merge-node:2,verification-heavy:branch:2,,,,,,,,,discarded,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:branch_state:3,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:trajectory_log:3,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:tool_output:2,tool output,70,durable workspace,,,,,20,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:verifier_state:2,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:verifier_state:3,verifier state,50,CPU DRAM,,,,,19,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:verifier_state:4,verifier state,50,CPU DRAM,,,,,8,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,68,object_access,verification-heavy:tool_output:3,tool output,70,durable workspace,,,,,20,0.75,true,23,70,80,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,70,branch_merge,,,,,,verification-heavy:merge-node:3,verification-heavy:branch:3,,,,,,,,,merged,synthetic_v2,,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,72,object_migrate,verification-heavy:branch_state:1,branch state,65,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,72,object_migrate,verification-heavy:trajectory_log:1,trajectory log,35,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,72,object_migrate,verification-heavy:branch_state:2,branch state,65,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,73,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_access,verification-heavy:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_access,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:branch_state:1,branch state,65,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:branch_state:2,branch state,65,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:branch_state:3,branch state,65,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:verifier_state:1,verifier state,50,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:verifier_state:2,verifier state,50,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:verifier_state:3,verifier state,50,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,78,object_evict,verification-heavy:verifier_state:4,verifier state,50,CPU DRAM,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-verification-heavy,verification-heavy,verification-heavy,80,run_end,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,0,run_start,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,1,object_create,multi-agent_branch_merge:weights:1,weights,912,HBM/GPU memory,,,,,,0.72,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,2,object_place,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,2,object_create,multi-agent_branch_merge:prefix_cache:1,prefix cache,46,CPU DRAM,,,,,,0.72,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,3,object_place,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,,,false,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,3,object_create,multi-agent_branch_merge:KV_cache:1,KV cache,27,HBM/GPU memory,,,,,,0.25,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,4,object_place,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,8,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,6,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,8,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,4,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,12,branch_fork,,,,,,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,,,,,,,,forked,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,13,object_create,multi-agent_branch_merge:branch_state:1,branch state,67,CPU DRAM,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:branch:1,,0.72,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,13,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,14,object_place,multi-agent_branch_merge:branch_state:1,branch state,65,CPU DRAM,,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:branch:1,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,14,object_create,multi-agent_branch_merge:trajectory_log:1,trajectory log,47,NVMe,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:branch:1,,0.72,true,11,35,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,15,object_place,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:branch:1,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,18,tool_call_start,,,,,,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,,,,,,,,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,18,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,18,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,18,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,20,object_create,multi-agent_branch_merge:tool_output:1,tool output,79,durable workspace,,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,prov:tool:1,,0.72,true,23,70,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,21,branch_fork,,,,,,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,,,,,,,,forked,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,21,object_place,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,prov:tool:1,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,21,tool_call_result,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,prov:tool:1,,,true,,,95,,,tool:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,22,object_create,multi-agent_branch_merge:branch_state:2,branch state,71,CPU DRAM,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:branch:2,,0.72,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,23,object_place,multi-agent_branch_merge:branch_state:2,branch state,65,CPU DRAM,,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:branch:2,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,23,object_create,multi-agent_branch_merge:trajectory_log:2,trajectory log,36,NVMe,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:branch:2,,0.72,true,11,35,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,23,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,24,object_place,multi-agent_branch_merge:trajectory_log:2,trajectory log,35,NVMe,,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:branch:2,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,25,verifier_start,,,,,,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,,,,,,,,multi-agent_branch_merge:verifier:1,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,26,object_create,multi-agent_branch_merge:verifier_state:1,verifier state,57,CPU DRAM,,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:verifier:1,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,27,object_place,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:verifier:1,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:branch_state:1,branch state,65,CPU DRAM,,,,,14,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,,,,13,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:branch_state:2,branch state,65,CPU DRAM,,,,,5,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,35,NVMe,,,,,4,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,,,,7,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,28,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,,,,1,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,30,branch_fork,,,,,,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,,,,,,,,forked,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,30,verifier_result,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,prov:multi-agent_branch_merge:verifier:1,,,true,,130,,multi-agent_branch_merge:verifier:1,accepted,verifier:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,30,object_create,multi-agent_branch_merge:durable_workspace:1,durable workspace,87,NVMe,,multi-agent_branch_merge:workspace-node:1,,prov:workspace:1,,0.72,true,26,80,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,31,object_create,multi-agent_branch_merge:branch_state:3,branch state,66,CPU DRAM,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:branch:3,,0.72,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,31,tool_call_start,,,,,,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,,,,,,,,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,31,object_place,multi-agent_branch_merge:durable_workspace:1,durable workspace,80,NVMe,,multi-agent_branch_merge:workspace-node:1,,prov:workspace:1,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,31,workspace_write,multi-agent_branch_merge:durable_workspace:1,durable workspace,80,NVMe,,multi-agent_branch_merge:workspace-node:1,,prov:workspace:1,,,true,,,190,,,workspace:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,32,object_place,multi-agent_branch_merge:branch_state:3,branch state,65,CPU DRAM,,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:branch:3,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,32,object_create,multi-agent_branch_merge:trajectory_log:3,trajectory log,38,NVMe,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:branch:3,,0.72,true,11,35,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,33,object_place,multi-agent_branch_merge:trajectory_log:3,trajectory log,35,NVMe,,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:branch:3,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,33,object_create,multi-agent_branch_merge:tool_output:2,tool output,78,durable workspace,,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,prov:tool:2,,0.72,true,23,70,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,33,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,33,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
