grouping,classification,kappa,eta,A,A_offset,sigma,D,Lambda0_power,beta,markov_variance_exponent,grouped_variance_exponent,denominator_safe_regime,saving_survives_denominator,theorem_ready_spc_g,coefficient_variation_equivalent,near_zero_denominator_obstruction
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.0,1.0,20,-0.84,1.48,2.32,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.0,0.0,20,0.24,1.72,1.48,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.0,0.25,20,-0.010000000000000009,1.72,1.73,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.0,0.5,20,-0.26,1.72,1.98,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.0,1.0,20,-0.76,1.72,2.48,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.0,0.0,20,0.36,2.08,1.7200000000000002,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.0,0.25,20,0.10999999999999999,2.08,1.9700000000000002,False,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.0,0.5,20,-0.14,2.08,2.22,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.0,1.0,20,-0.64,2.08,2.72,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.0,0.0,20,0.04,1.2,1.16,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.0,0.25,20,-0.21,1.2,1.41,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.0,0.5,20,-0.46,1.2,1.66,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.0,1.0,20,-0.96,1.2,2.16,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.0,0.25,20,-0.15,1.5,1.65,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.0,0.5,20,-0.4,1.5,1.9,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.0,1.0,20,-0.9,1.5,2.4,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.0,0.25,20,-0.09,1.8,1.8900000000000001,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.0,0.5,20,-0.33999999999999997,1.8,2.14,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.0,1.0,20,-0.84,1.8,2.64,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.0,0.25,20,-0.010000000000000009,2.2,2.21,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.0,0.5,20,-0.26,2.2,2.46,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.0,1.0,20,-0.76,2.2,2.96,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.0,0.25,20,0.10999999999999999,2.8,2.69,False,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.0,0.5,20,-0.14,2.8,2.94,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.0,1.0,20,-0.64,2.8,3.44,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.0,0.25,20,-0.21,1.32,1.53,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.0,0.5,20,-0.46,1.32,1.78,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.0,1.0,20,-0.96,1.32,2.2800000000000002,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.0,0.25,20,-0.15,1.8,1.95,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.0,0.5,20,-0.4,1.8,2.2,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.0,1.0,20,-0.9,1.8,2.7,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.0,0.25,20,-0.09,2.2800000000000002,2.37,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.0,0.5,20,-0.33999999999999997,2.2800000000000002,2.62,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.0,1.0,20,-0.84,2.2800000000000002,3.12,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.0,0.25,20,-0.010000000000000009,2.92,2.9299999999999997,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.0,0.5,20,-0.26,2.92,3.1799999999999997,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.0,1.0,20,-0.76,2.92,3.6799999999999997,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.0,0.25,20,0.10999999999999999,3.88,3.77,False,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.0,0.5,20,-0.14,3.88,4.02,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.0,1.0,20,-0.64,3.88,4.52,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.1,0.0,20,0.14,1.12,0.9800000000000001,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.1,0.25,20,-0.10999999999999999,1.12,1.23,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.1,0.5,20,-0.36,1.12,1.48,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.1,1.0,20,-0.86,1.12,1.98,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.1,0.0,20,0.2,1.3,1.1,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.1,0.25,20,-0.04999999999999999,1.3,1.35,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.1,0.5,20,-0.3,1.3,1.6,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.1,1.0,20,-0.8,1.3,2.1,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.1,0.0,20,0.26,1.48,1.22,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.1,0.25,20,0.010000000000000009,1.48,1.47,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.1,0.5,20,-0.24,1.48,1.72,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.1,1.0,20,-0.74,1.48,2.2199999999999998,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.1,0.0,20,0.33999999999999997,1.72,1.38,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.1,0.25,20,0.08999999999999997,1.72,1.63,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.1,0.5,20,-0.16000000000000003,1.72,1.88,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.12,4.0,2.0,0.1,1.0,20,-0.66,1.72,2.38,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.1,0.0,20,0.45999999999999996,2.08,1.62,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.1,0.25,20,0.20999999999999996,2.08,1.87,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.1,0.5,20,-0.040000000000000036,2.08,2.12,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,3.0,0.18,4.0,2.0,0.1,1.0,20,-0.54,2.08,2.62,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.1,0.0,20,0.14,1.2,1.06,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.1,0.25,20,-0.10999999999999999,1.2,1.31,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.1,0.5,20,-0.36,1.2,1.56,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.02,8.0,2.0,0.1,1.0,20,-0.86,1.2,2.06,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.1,0.0,20,0.2,1.5,1.3,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.1,0.25,20,-0.04999999999999999,1.5,1.55,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.1,0.5,20,-0.3,1.5,1.8,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.05,8.0,2.0,0.1,1.0,20,-0.8,1.5,2.3,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.1,0.0,20,0.26,1.8,1.54,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.1,0.25,20,0.010000000000000009,1.8,1.79,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.1,0.5,20,-0.24,1.8,2.04,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.08,8.0,2.0,0.1,1.0,20,-0.74,1.8,2.54,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.1,0.0,20,0.33999999999999997,2.2,1.8600000000000003,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.1,0.25,20,0.08999999999999997,2.2,2.1100000000000003,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.1,0.5,20,-0.16000000000000003,2.2,2.3600000000000003,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.12,8.0,2.0,0.1,1.0,20,-0.66,2.2,2.8600000000000003,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.1,0.0,20,0.45999999999999996,2.8,2.34,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.1,0.25,20,0.20999999999999996,2.8,2.59,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.1,0.5,20,-0.040000000000000036,2.8,2.84,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,5.0,0.18,8.0,2.0,0.1,1.0,20,-0.54,2.8,3.34,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.1,0.0,20,0.14,1.32,1.1800000000000002,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.1,0.25,20,-0.10999999999999999,1.32,1.4300000000000002,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.1,0.5,20,-0.36,1.32,1.6800000000000002,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.02,14.0,2.0,0.1,1.0,20,-0.86,1.32,2.18,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.1,0.0,20,0.2,1.8,1.6,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.1,0.25,20,-0.04999999999999999,1.8,1.85,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.1,0.5,20,-0.3,1.8,2.1,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.05,14.0,2.0,0.1,1.0,20,-0.8,1.8,2.6,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.1,0.0,20,0.26,2.2800000000000002,2.0200000000000005,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.1,0.25,20,0.010000000000000009,2.2800000000000002,2.2700000000000005,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.1,0.5,20,-0.24,2.2800000000000002,2.5200000000000005,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.08,14.0,2.0,0.1,1.0,20,-0.74,2.2800000000000002,3.0200000000000005,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.1,0.0,20,0.33999999999999997,2.92,2.58,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.1,0.25,20,0.08999999999999997,2.92,2.83,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.1,0.5,20,-0.16000000000000003,2.92,3.08,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.12,14.0,2.0,0.1,1.0,20,-0.66,2.92,3.58,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.1,0.0,20,0.45999999999999996,3.88,3.42,True,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.1,0.25,20,0.20999999999999996,3.88,3.67,False,True,False,True,False
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.1,0.5,20,-0.040000000000000036,3.88,3.92,False,False,False,True,True
length_or_power_absolute_control,coefficient_variation_equivalent,8.0,0.18,14.0,2.0,0.1,1.0,20,-0.54,3.88,4.42,False,False,False,True,True
coefficient_expansion_by_x0,range_blocked,3.0,0.02,4.0,2.0,0.25,0.0,20,0.29,1.12,0.8300000000000001,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.02,4.0,2.0,0.25,0.25,20,0.03999999999999998,1.12,1.08,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.02,4.0,2.0,0.25,0.5,20,-0.21000000000000002,1.12,1.33,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.02,4.0,2.0,0.25,1.0,20,-0.71,1.12,1.83,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.05,4.0,2.0,0.25,0.0,20,0.35,1.3,0.9500000000000001,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.05,4.0,2.0,0.25,0.25,20,0.09999999999999998,1.3,1.2000000000000002,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.05,4.0,2.0,0.25,0.5,20,-0.15000000000000002,1.3,1.4500000000000002,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.05,4.0,2.0,0.25,1.0,20,-0.65,1.3,1.9500000000000002,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.08,4.0,2.0,0.25,0.0,20,0.41000000000000003,1.48,1.0699999999999998,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.08,4.0,2.0,0.25,0.25,20,0.16000000000000003,1.48,1.3199999999999998,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.08,4.0,2.0,0.25,0.5,20,-0.08999999999999997,1.48,1.5699999999999998,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.08,4.0,2.0,0.25,1.0,20,-0.59,1.48,2.07,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.12,4.0,2.0,0.25,0.0,20,0.49,1.72,1.23,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.12,4.0,2.0,0.25,0.25,20,0.24,1.72,1.48,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.12,4.0,2.0,0.25,0.5,20,-0.010000000000000009,1.72,1.73,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.12,4.0,2.0,0.25,1.0,20,-0.51,1.72,2.23,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,3.0,0.18,4.0,2.0,0.25,0.0,20,0.61,2.08,1.4700000000000002,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.18,4.0,2.0,0.25,0.25,20,0.36,2.08,1.7200000000000002,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.18,4.0,2.0,0.25,0.5,20,0.10999999999999999,2.08,1.9700000000000002,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,3.0,0.18,4.0,2.0,0.25,1.0,20,-0.39,2.08,2.47,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.02,8.0,2.0,0.25,0.0,20,0.29,1.2,0.9099999999999999,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.02,8.0,2.0,0.25,0.25,20,0.03999999999999998,1.2,1.16,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.02,8.0,2.0,0.25,0.5,20,-0.21000000000000002,1.2,1.41,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.02,8.0,2.0,0.25,1.0,20,-0.71,1.2,1.91,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.05,8.0,2.0,0.25,0.0,20,0.35,1.5,1.15,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.05,8.0,2.0,0.25,0.25,20,0.09999999999999998,1.5,1.4,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.05,8.0,2.0,0.25,0.5,20,-0.15000000000000002,1.5,1.65,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.05,8.0,2.0,0.25,1.0,20,-0.65,1.5,2.15,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.08,8.0,2.0,0.25,0.0,20,0.41000000000000003,1.8,1.3900000000000001,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.08,8.0,2.0,0.25,0.25,20,0.16000000000000003,1.8,1.6400000000000001,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.08,8.0,2.0,0.25,0.5,20,-0.08999999999999997,1.8,1.8900000000000001,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.08,8.0,2.0,0.25,1.0,20,-0.59,1.8,2.39,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.12,8.0,2.0,0.25,0.0,20,0.49,2.2,1.7100000000000002,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.12,8.0,2.0,0.25,0.25,20,0.24,2.2,1.9600000000000002,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.12,8.0,2.0,0.25,0.5,20,-0.010000000000000009,2.2,2.21,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.12,8.0,2.0,0.25,1.0,20,-0.51,2.2,2.71,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,5.0,0.18,8.0,2.0,0.25,0.0,20,0.61,2.8,2.19,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.18,8.0,2.0,0.25,0.25,20,0.36,2.8,2.44,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.18,8.0,2.0,0.25,0.5,20,0.10999999999999999,2.8,2.69,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,5.0,0.18,8.0,2.0,0.25,1.0,20,-0.39,2.8,3.19,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.02,14.0,2.0,0.25,0.0,20,0.29,1.32,1.03,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.02,14.0,2.0,0.25,0.25,20,0.03999999999999998,1.32,1.28,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.02,14.0,2.0,0.25,0.5,20,-0.21000000000000002,1.32,1.53,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.02,14.0,2.0,0.25,1.0,20,-0.71,1.32,2.0300000000000002,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.05,14.0,2.0,0.25,0.0,20,0.35,1.8,1.4500000000000002,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.05,14.0,2.0,0.25,0.25,20,0.09999999999999998,1.8,1.7000000000000002,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.05,14.0,2.0,0.25,0.5,20,-0.15000000000000002,1.8,1.9500000000000002,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.05,14.0,2.0,0.25,1.0,20,-0.65,1.8,2.45,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.08,14.0,2.0,0.25,0.0,20,0.41000000000000003,2.2800000000000002,1.87,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.08,14.0,2.0,0.25,0.25,20,0.16000000000000003,2.2800000000000002,2.12,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.08,14.0,2.0,0.25,0.5,20,-0.08999999999999997,2.2800000000000002,2.37,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.08,14.0,2.0,0.25,1.0,20,-0.59,2.2800000000000002,2.87,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.12,14.0,2.0,0.25,0.0,20,0.49,2.92,2.4299999999999997,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.12,14.0,2.0,0.25,0.25,20,0.24,2.92,2.6799999999999997,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.12,14.0,2.0,0.25,0.5,20,-0.010000000000000009,2.92,2.9299999999999997,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.12,14.0,2.0,0.25,1.0,20,-0.51,2.92,3.4299999999999997,False,False,False,False,True
coefficient_expansion_by_x0,range_blocked,8.0,0.18,14.0,2.0,0.25,0.0,20,0.61,3.88,3.27,True,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.18,14.0,2.0,0.25,0.25,20,0.36,3.88,3.52,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.18,14.0,2.0,0.25,0.5,20,0.10999999999999999,3.88,3.77,False,True,False,False,False
coefficient_expansion_by_x0,range_blocked,8.0,0.18,14.0,2.0,0.25,1.0,20,-0.39,3.88,4.27,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.02,4.0,2.0,0.25,0.0,20,0.29,1.12,0.8300000000000001,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.02,4.0,2.0,0.25,0.25,20,0.03999999999999998,1.12,1.08,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.02,4.0,2.0,0.25,0.5,20,-0.21000000000000002,1.12,1.33,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.02,4.0,2.0,0.25,1.0,20,-0.71,1.12,1.83,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.05,4.0,2.0,0.25,0.0,20,0.35,1.3,0.9500000000000001,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.05,4.0,2.0,0.25,0.25,20,0.09999999999999998,1.3,1.2000000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.05,4.0,2.0,0.25,0.5,20,-0.15000000000000002,1.3,1.4500000000000002,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.05,4.0,2.0,0.25,1.0,20,-0.65,1.3,1.9500000000000002,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.08,4.0,2.0,0.25,0.0,20,0.41000000000000003,1.48,1.0699999999999998,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.08,4.0,2.0,0.25,0.25,20,0.16000000000000003,1.48,1.3199999999999998,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.08,4.0,2.0,0.25,0.5,20,-0.08999999999999997,1.48,1.5699999999999998,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.08,4.0,2.0,0.25,1.0,20,-0.59,1.48,2.07,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.12,4.0,2.0,0.25,0.0,20,0.49,1.72,1.23,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.12,4.0,2.0,0.25,0.25,20,0.24,1.72,1.48,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.12,4.0,2.0,0.25,0.5,20,-0.010000000000000009,1.72,1.73,False,False,False,False,True
