kappa,alpha_W,Delta_exponent_d,eta,target_type,target_label,effective_A,sigma,omega,support_valid,endpoint_beating,required_beta,candidate_beta,variance_exponent_candidate,variance_exponent_baseline,mean_square_threshold_exponent,local_window_success,failure_reason
5.0,0.006,0.05,0.006,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.84,0.0,1.06,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.84,0.012,1.048,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.84,0.024,1.036,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.84,0.25,0.81,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.84,0.75,0.31000000000000005,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.84,0.262,0.798,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.84,0.018000000000000002,1.042,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.84,0.03,1.03,1.06,1.9,False,support_invalid
5.0,0.006,0.05,0.008,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.8200000000000001,0.0,1.08,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.8200000000000001,0.016,1.064,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.8200000000000001,0.032,1.048,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.8200000000000001,0.25,0.8300000000000001,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.8200000000000001,0.75,0.33000000000000007,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.8200000000000001,0.266,0.8140000000000001,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.8200000000000001,0.024,1.056,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.008,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.8200000000000001,0.04,1.04,1.08,1.9,False,support_invalid
5.0,0.006,0.05,0.01,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.8,0.0,1.1,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.8,0.02,1.08,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.8,0.04,1.06,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.8,0.25,0.8500000000000001,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.8,0.75,0.3500000000000001,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.8,0.27,0.8300000000000001,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.8,0.03,1.07,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.01,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.8,0.05,1.05,1.1,1.9,False,support_invalid
5.0,0.006,0.05,0.02,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.7,0.0,1.2,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.7,0.04,1.16,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.7,0.08,1.12,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.7,0.25,0.95,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.7,0.75,0.44999999999999996,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.7,0.29,0.9099999999999999,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.7,0.06,1.1400000000000001,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.02,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.7,0.1,1.1,1.2,1.9,False,support_invalid
5.0,0.006,0.05,0.05,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,-0.4,0.0,1.5,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,-0.4,0.1,1.4,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,-0.4,0.2,1.3,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,-0.4,0.25,1.25,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,-0.4,0.75,0.75,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,-0.4,0.35,1.15,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,-0.4,0.15000000000000002,1.35,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.05,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,-0.4,0.25,1.25,1.5,1.9,True,conditional_success
5.0,0.006,0.05,0.08,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,-0.09999999999999998,0.0,1.8,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,-0.09999999999999998,0.16,1.6400000000000001,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,-0.09999999999999998,0.32,1.48,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,-0.09999999999999998,0.25,1.55,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,-0.09999999999999998,0.75,1.05,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,-0.09999999999999998,0.41000000000000003,1.3900000000000001,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,-0.09999999999999998,0.24,1.56,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,-0.09999999999999998,0.4,1.4,1.8,1.9,True,conditional_success
5.0,0.006,0.05,0.1,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,0.10000000000000009,0.0,2.0,2.0,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.1,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,0.10000000000000009,0.2,1.8,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,0.10000000000000009,0.4,1.6,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,0.10000000000000009,0.25,1.75,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,0.10000000000000009,0.75,1.25,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,0.10000000000000009,0.45,1.55,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,0.10000000000000009,0.30000000000000004,1.7000000000000002,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,0.10000000000000009,0.5,1.5,2.0,1.9,True,conditional_success
5.0,0.006,0.05,0.15,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,0.6000000000000001,0.0,2.5,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,0.6000000000000001,0.3,2.2,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,0.6000000000000001,0.6,1.9,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,0.6000000000000001,0.25,2.25,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,0.6000000000000001,0.75,1.75,2.5,1.9,True,conditional_success
5.0,0.006,0.05,0.15,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,0.6000000000000001,0.55,1.9500000000000002,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,0.6000000000000001,0.44999999999999996,2.05,2.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.15,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,0.6000000000000001,0.75,1.75,2.5,1.9,True,conditional_success
5.0,0.006,0.05,0.25,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,1.6,0.0,3.5,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,1.6,0.5,3.0,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,1.6,1.0,2.5,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,1.6,0.25,3.25,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,1.6,0.75,2.75,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,1.6,0.75,2.75,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,1.6,0.75,2.75,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.05,0.25,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,1.6,1.25,2.25,3.5,1.9,False,needs_more_numerator_saving
5.0,0.006,0.08,0.0,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.84,0.0,1.0,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.84,0.0,1.0,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.84,0.0,1.0,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.84,0.25,0.75,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.84,0.75,0.25,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.84,0.25,0.75,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.84,0.0,1.0,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.0,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.84,0.0,1.0,1.0,1.84,False,support_invalid
5.0,0.006,0.08,0.002,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.8200000000000001,0.0,1.02,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.8200000000000001,0.004,1.016,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.8200000000000001,0.008,1.012,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.8200000000000001,0.25,0.77,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.8200000000000001,0.75,0.27,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.8200000000000001,0.254,0.766,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.8200000000000001,0.006,1.014,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.002,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.8200000000000001,0.01,1.01,1.02,1.84,False,support_invalid
5.0,0.006,0.08,0.004,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.8,0.0,1.04,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.8,0.008,1.032,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.8,0.016,1.024,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.8,0.25,0.79,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.8,0.75,0.29000000000000004,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.8,0.258,0.782,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.8,0.012,1.028,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.004,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.8,0.02,1.02,1.04,1.84,False,support_invalid
5.0,0.006,0.08,0.006,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.78,0.0,1.06,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.78,0.012,1.048,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.78,0.024,1.036,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.78,0.25,0.81,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.78,0.75,0.31000000000000005,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.78,0.262,0.798,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.78,0.018000000000000002,1.042,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.78,0.03,1.03,1.06,1.84,False,support_invalid
5.0,0.006,0.08,0.008,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.76,0.0,1.08,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.76,0.016,1.064,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.76,0.032,1.048,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.76,0.25,0.8300000000000001,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.76,0.75,0.33000000000000007,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.76,0.266,0.8140000000000001,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.76,0.024,1.056,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.008,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.76,0.04,1.04,1.08,1.84,False,support_invalid
5.0,0.006,0.08,0.01,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.74,0.0,1.1,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.74,0.02,1.08,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.74,0.04,1.06,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.74,0.25,0.8500000000000001,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.74,0.75,0.3500000000000001,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.74,0.27,0.8300000000000001,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.74,0.03,1.07,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.01,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.74,0.05,1.05,1.1,1.84,False,support_invalid
5.0,0.006,0.08,0.02,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.64,0.0,1.2,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.64,0.04,1.16,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.64,0.08,1.12,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.64,0.25,0.95,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.64,0.75,0.44999999999999996,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.64,0.29,0.9099999999999999,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.64,0.06,1.1400000000000001,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.02,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.64,0.1,1.1,1.2,1.84,False,support_invalid
5.0,0.006,0.08,0.05,markov_baseline,baseline A=2k,10.0,0.0,0.0,False,True,-0.33999999999999997,0.0,1.5,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,False,True,-0.33999999999999997,0.1,1.4,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,False,True,-0.33999999999999997,0.2,1.3,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,False,True,-0.33999999999999997,0.25,1.25,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,False,True,-0.33999999999999997,0.75,0.75,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,False,True,-0.33999999999999997,0.35,1.15,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,False,True,-0.33999999999999997,0.15000000000000002,1.35,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.05,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,False,True,-0.33999999999999997,0.25,1.25,1.5,1.84,False,support_invalid
5.0,0.006,0.08,0.08,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,-0.039999999999999925,0.0,1.8,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,-0.039999999999999925,0.16,1.6400000000000001,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,-0.039999999999999925,0.32,1.48,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,-0.039999999999999925,0.25,1.55,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,-0.039999999999999925,0.75,1.05,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,-0.039999999999999925,0.41000000000000003,1.3900000000000001,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,-0.039999999999999925,0.24,1.56,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,-0.039999999999999925,0.4,1.4,1.8,1.84,True,conditional_success
5.0,0.006,0.08,0.1,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,0.15999999999999992,0.0,2.0,2.0,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.1,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,0.15999999999999992,0.2,1.8,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,0.15999999999999992,0.4,1.6,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,0.15999999999999992,0.25,1.75,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,0.15999999999999992,0.75,1.25,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,0.15999999999999992,0.45,1.55,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,0.15999999999999992,0.30000000000000004,1.7000000000000002,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,0.15999999999999992,0.5,1.5,2.0,1.84,True,conditional_success
5.0,0.006,0.08,0.15,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,0.6599999999999999,0.0,2.5,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,0.6599999999999999,0.3,2.2,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,0.6599999999999999,0.6,1.9,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,0.6599999999999999,0.25,2.25,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,direct_small_x,direct sigma=0.75,10.0,0.75,0.0,True,True,0.6599999999999999,0.75,1.75,2.5,1.84,True,conditional_success
5.0,0.006,0.08,0.15,direct_small_x,direct A=2k-2 sigma=0.25,8.0,0.25,0.0,True,True,0.6599999999999999,0.55,1.9500000000000002,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,stratified_weighted,stratified A=2k-4 W=q,7.0,0.0,1.0,True,True,0.6599999999999999,0.44999999999999996,2.05,2.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.15,stratified_weighted,stratified A=2k-4 W=q^-1,5.0,0.0,-1.0,True,True,0.6599999999999999,0.75,1.75,2.5,1.84,True,conditional_success
5.0,0.006,0.08,0.25,markov_baseline,baseline A=2k,10.0,0.0,0.0,True,True,1.6600000000000001,0.0,3.5,3.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.25,coefficient_variation,CV A=2k-2,8.0,0.0,0.0,True,True,1.6600000000000001,0.5,3.0,3.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.25,coefficient_variation,CV A=2k-4,6.0,0.0,0.0,True,True,1.6600000000000001,1.0,2.5,3.5,1.84,False,needs_more_numerator_saving
5.0,0.006,0.08,0.25,direct_small_x,direct sigma=0.25,10.0,0.25,0.0,True,True,1.6600000000000001,0.25,3.25,3.5,1.84,False,needs_more_numerator_saving
