L,variant,weight_scheme,n_power,coefficient_order,num_terms,num_profiles,signed_coefficient_sum,coefficient_absolute_variation,weight_l1,m12_tv_bound_proxy,absolute_variation_bound_proxy,signed_bound_proxy,cancellation_ratio,theorem_bound_ratio,absolute_variation_bound_ratio,zero_av,notes
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,32,16,432,608,128,524288,608,432,0.710526315789,0.000823974609375,0.710526315789,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,32,16,1216,1392,128,8388608,1392,1216,0.873563218391,0.000144958496094,0.873563218391,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,0,1,2,2,0,0,2.94303552937,73.5758882343,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,0,2,2,2,0,0,2.94303552937,1839.39720586,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,0,3,2,2,0,0,2.94303552937,45984.9301464,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,0,4,2,2,0,0,2.94303552937,1149623.25366,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,1,1,50,25,-19.1824613678,19.1824613678,16.0169067036,400.422667589,19.1824613678,19.1824613678,1,0.0479055331291,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,1,2,50,25,0.946974678714,18.6037889516,16.0169067036,10010.5666897,18.6037889516,0.946974678714,0.0509022479872,9.45975096181e-05,0.0509022479872,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,1,3,50,25,30.8860981392,46.9497262242,16.0169067036,250264.167243,46.9497262242,30.8860981392,0.657854701679,0.000123413984828,0.657854701679,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_exp_decay_theta_0_5,1,4,50,25,61.0987849859,84.0620707981,16.0169067036,6256604.18108,84.0620707981,61.0987849859,0.726829406008,9.76548671095e-06,0.726829406008,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,0,1,2,2,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,0,2,2,2,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,0,3,2,2,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,0,4,2,2,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,1,1,50,25,-59.0422222222,59.0422222222,41.7088888889,1042.72222222,59.0422222222,59.0422222222,1,0.0566231552027,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,1,2,50,25,24.3755555556,67.3977777778,41.7088888889,26068.0555556,67.3977777778,24.3755555556,0.361667051337,0.000935073791891,0.361667051337,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,1,3,50,25,138.291111111,177.757777778,41.7088888889,651701.388889,177.757777778,138.291111111,0.77797502219,0.000212200117215,0.77797502219,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_length_inverse,1,4,50,25,215.042222222,295.468888889,41.7088888889,16292534.7222,295.468888889,215.042222222,0.727799881168,1.31988193297e-05,0.727799881168,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,0,1,2,2,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,0,2,2,2,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,0,3,2,2,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,0,4,2,2,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,1,1,50,25,-800,800,200,5000,800,800,1,0.16,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,1,2,50,25,800,1136,200,125000,1136,800,0.704225352113,0.0064,0.704225352113,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,1,3,50,25,2800,3104,200,3125000,3104,2800,0.90206185567,0.000896,0.90206185567,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,all_conflict_free,weight_unweighted,1,4,50,25,3392,4720,200,78125000,4720,3392,0.718644067797,4.34176e-05,0.718644067797,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,1,2,2,0,0,2.94303552937,73.5758882343,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,2,2,2,0,0,2.94303552937,1839.39720586,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,3,2,2,0,0,2.94303552937,45984.9301464,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,4,2,2,0,0,2.94303552937,1149623.25366,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_length_inverse,0,1,2,2,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_length_inverse,0,2,2,2,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_length_inverse,0,3,2,2,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_length_inverse,0,4,2,2,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_unweighted,0,1,2,2,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_unweighted,0,2,2,2,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_unweighted,0,3,2,2,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,diagonal_cyclic_only,weight_unweighted,0,4,2,2,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,1,2,1,0,0,2.94303552937,73.5758882343,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,2,1,0,0,2.94303552937,1839.39720586,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,3,2,1,0,0,2.94303552937,45984.9301464,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,4,2,1,0,0,2.94303552937,1149623.25366,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_length_inverse,1,1,2,1,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_length_inverse,1,2,2,1,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_length_inverse,1,3,2,1,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_length_inverse,1,4,2,1,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_unweighted,1,1,2,1,0,0,8,200,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_unweighted,1,2,2,1,0,0,8,5000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_unweighted,1,3,2,1,0,0,8,125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,primitive_non_diagonal,weight_unweighted,1,4,2,1,0,0,8,3125000,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,50,25,-19.1824613678,19.1824613678,16.0169067036,400.422667589,19.1824613678,19.1824613678,1,0.0479055331291,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,50,25,0.946974678714,18.6037889516,16.0169067036,10010.5666897,18.6037889516,0.946974678714,0.0509022479872,9.45975096181e-05,0.0509022479872,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,50,25,30.8860981392,46.9497262242,16.0169067036,250264.167243,46.9497262242,30.8860981392,0.657854701679,0.000123413984828,0.657854701679,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,50,25,61.0987849859,84.0620707981,16.0169067036,6256604.18108,84.0620707981,61.0987849859,0.726829406008,9.76548671095e-06,0.726829406008,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_length_inverse,1,1,50,25,-59.0422222222,59.0422222222,41.7088888889,1042.72222222,59.0422222222,59.0422222222,1,0.0566231552027,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_length_inverse,1,2,50,25,24.3755555556,67.3977777778,41.7088888889,26068.0555556,67.3977777778,24.3755555556,0.361667051337,0.000935073791891,0.361667051337,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_length_inverse,1,3,50,25,138.291111111,177.757777778,41.7088888889,651701.388889,177.757777778,138.291111111,0.77797502219,0.000212200117215,0.77797502219,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_length_inverse,1,4,50,25,215.042222222,295.468888889,41.7088888889,16292534.7222,295.468888889,215.042222222,0.727799881168,1.31988193297e-05,0.727799881168,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_unweighted,1,1,50,25,-800,800,200,5000,800,800,1,0.16,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_unweighted,1,2,50,25,800,1136,200,125000,1136,800,0.704225352113,0.0064,0.704225352113,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_unweighted,1,3,50,25,2800,3104,200,3125000,3104,2800,0.90206185567,0.000896,0.90206185567,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,rank_two_noncyclic_remainder,weight_unweighted,1,4,50,25,3392,4720,200,78125000,4720,3392,0.718644067797,4.34176e-05,0.718644067797,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,50,25,-19.1824613678,19.1824613678,16.0169067036,400.422667589,19.1824613678,19.1824613678,1,0.0479055331291,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,50,25,0.946974678714,18.6037889516,16.0169067036,10010.5666897,18.6037889516,0.946974678714,0.0509022479872,9.45975096181e-05,0.0509022479872,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,50,25,30.8860981392,46.9497262242,16.0169067036,250264.167243,46.9497262242,30.8860981392,0.657854701679,0.000123413984828,0.657854701679,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,50,25,61.0987849859,84.0620707981,16.0169067036,6256604.18108,84.0620707981,61.0987849859,0.726829406008,9.76548671095e-06,0.726829406008,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,50,25,-59.0422222222,59.0422222222,41.7088888889,1042.72222222,59.0422222222,59.0422222222,1,0.0566231552027,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,50,25,24.3755555556,67.3977777778,41.7088888889,26068.0555556,67.3977777778,24.3755555556,0.361667051337,0.000935073791891,0.361667051337,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,50,25,138.291111111,177.757777778,41.7088888889,651701.388889,177.757777778,138.291111111,0.77797502219,0.000212200117215,0.77797502219,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,50,25,215.042222222,295.468888889,41.7088888889,16292534.7222,295.468888889,215.042222222,0.727799881168,1.31988193297e-05,0.727799881168,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,50,25,-800,800,200,5000,800,800,1,0.16,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,50,25,800,1136,200,125000,1136,800,0.704225352113,0.0064,0.704225352113,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,50,25,2800,3104,200,3125000,3104,2800,0.90206185567,0.000896,0.90206185567,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,50,25,3392,4720,200,78125000,4720,3392,0.718644067797,4.34176e-05,0.718644067797,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
