regime,Lambda,density_F_prime,Delta_exponent,mean_exponent,endpoint_threshold_exponent,variance_model,variance_exponent,chebyshev_pass,beats_endpoint,useful_new_input,parameters
edge,0.25,0,0,1,0.004,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,poisson_window_V_nDelta,0.9,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,mild_gain_beta_0p25_theta_1,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,strong_gain_beta_0p75_theta_1,0.15,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,delta_squared_gain_beta_0p25_theta_2,0.55,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.1,0.9,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,poisson_window_V_nDelta,0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,mild_gain_beta_0p25_theta_1,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,strong_gain_beta_0p75_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,delta_squared_gain_beta_0p25_theta_2,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.25,0.75,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,poisson_window_V_nDelta,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,mild_gain_beta_0p25_theta_1,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,strong_gain_beta_0p75_theta_1,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,delta_squared_gain_beta_0p25_theta_2,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.5,0.5,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,poisson_window_V_nDelta,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,mild_gain_beta_0p25_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,strong_gain_beta_0p75_theta_1,-0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,delta_squared_gain_beta_0p25_theta_2,-0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.75,0.25,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
