regime,kappa,alpha_W,Delta_exponent_d,eta,beta_model,beta_model_parameter,endpoint_beating,support_valid,required_beta,hypothetical_beta,variance_exponent_no_beta,mean_exponent,chebyshev_success,local_window_success,theorem_plausibility_class
fixed_bulk_trace,5,0.01,0.002,0.15,linear,8,false,true,0.504,1.2,2.5,0.998,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.15,linear,12,false,true,0.504,1.8,2.5,0.998,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.15,saturation,0.5,false,true,0.504,0.5,2.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.15,saturation,1,false,true,0.504,1,2.5,0.998,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,no_new_saving,0,false,true,1.504,0,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,constant,0.25,false,true,1.504,0.25,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,constant,0.75,false,true,1.504,0.75,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,constant,1.25,false,true,1.504,1.25,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,linear,4,false,true,1.504,1,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,linear,8,false,true,1.504,2,3.5,0.998,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,linear,12,false,true,1.504,3,3.5,0.998,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,saturation,0.5,false,true,1.504,0.5,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.002,0.25,saturation,1,false,true,1.504,1,3.5,0.998,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0,no_new_saving,0,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,constant,0.25,false,false,-0.992,0.25,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,constant,0.75,false,false,-0.992,0.75,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,constant,1.25,false,false,-0.992,1.25,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,linear,4,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,linear,8,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,linear,12,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,saturation,0.5,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0,saturation,1,false,false,-0.992,0,1,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,no_new_saving,0,false,false,-0.972,0,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,constant,0.25,false,false,-0.972,0.25,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,constant,0.75,false,false,-0.972,0.75,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,constant,1.25,false,false,-0.972,1.25,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,linear,4,false,false,-0.972,0.008,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,linear,8,false,false,-0.972,0.016,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,linear,12,false,false,-0.972,0.024,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,saturation,0.5,false,false,-0.972,0.02,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.002,saturation,1,false,false,-0.972,0.02,1.02,0.996,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.004,0.004,no_new_saving,0,false,true,-0.952,0,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,constant,0.25,false,true,-0.952,0.25,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,constant,0.75,false,true,-0.952,0.75,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,constant,1.25,false,true,-0.952,1.25,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,linear,4,false,true,-0.952,0.016,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,linear,8,false,true,-0.952,0.032,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,linear,12,false,true,-0.952,0.048,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,saturation,0.5,false,true,-0.952,0.04,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.004,saturation,1,false,true,-0.952,0.04,1.04,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,no_new_saving,0,false,true,-0.932,0,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,constant,0.25,false,true,-0.932,0.25,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,constant,0.75,false,true,-0.932,0.75,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,constant,1.25,false,true,-0.932,1.25,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,linear,4,false,true,-0.932,0.024,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,linear,8,false,true,-0.932,0.048,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,linear,12,false,true,-0.932,0.072,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,saturation,0.5,false,true,-0.932,0.06,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.006,saturation,1,false,true,-0.932,0.06,1.06,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,no_new_saving,0,false,true,-0.912,0,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,constant,0.25,false,true,-0.912,0.25,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,constant,0.75,false,true,-0.912,0.75,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,constant,1.25,false,true,-0.912,1.25,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,linear,4,false,true,-0.912,0.032,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,linear,8,false,true,-0.912,0.064,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,linear,12,false,true,-0.912,0.096,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,saturation,0.5,false,true,-0.912,0.08,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.008,saturation,1,false,true,-0.912,0.08,1.08,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,no_new_saving,0,false,true,-0.892,0,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,constant,0.25,false,true,-0.892,0.25,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,constant,0.75,false,true,-0.892,0.75,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,constant,1.25,false,true,-0.892,1.25,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,linear,4,false,true,-0.892,0.04,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,linear,8,false,true,-0.892,0.08,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,linear,12,false,true,-0.892,0.12,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,saturation,0.5,false,true,-0.892,0.1,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.01,saturation,1,false,true,-0.892,0.1,1.1,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,no_new_saving,0,false,true,-0.792,0,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,constant,0.25,false,true,-0.792,0.25,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,constant,0.75,false,true,-0.792,0.75,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,constant,1.25,false,true,-0.792,1.25,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,linear,4,false,true,-0.792,0.08,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,linear,8,false,true,-0.792,0.16,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,linear,12,false,true,-0.792,0.24,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,saturation,0.5,false,true,-0.792,0.2,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.02,saturation,1,false,true,-0.792,0.2,1.2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,no_new_saving,0,false,true,-0.492,0,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,constant,0.25,false,true,-0.492,0.25,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,constant,0.75,false,true,-0.492,0.75,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,constant,1.25,false,true,-0.492,1.25,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,linear,4,false,true,-0.492,0.2,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,linear,8,false,true,-0.492,0.4,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,linear,12,false,true,-0.492,0.6,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,saturation,0.5,false,true,-0.492,0.5,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.05,saturation,1,false,true,-0.492,0.5,1.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,no_new_saving,0,false,true,-0.192,0,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,constant,0.25,false,true,-0.192,0.25,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,constant,0.75,false,true,-0.192,0.75,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,constant,1.25,false,true,-0.192,1.25,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,linear,4,false,true,-0.192,0.32,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,linear,8,false,true,-0.192,0.64,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,linear,12,false,true,-0.192,0.96,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,saturation,0.5,false,true,-0.192,0.5,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.08,saturation,1,false,true,-0.192,0.8,1.8,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,no_new_saving,0,false,true,0.008,0,2,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,constant,0.25,false,true,0.008,0.25,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,constant,0.75,false,true,0.008,0.75,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,constant,1.25,false,true,0.008,1.25,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,linear,4,false,true,0.008,0.4,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,linear,8,false,true,0.008,0.8,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,linear,12,false,true,0.008,1.2,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,saturation,0.5,false,true,0.008,0.5,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.1,saturation,1,false,true,0.008,1,2,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,no_new_saving,0,false,true,0.508,0,2.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,constant,0.25,false,true,0.508,0.25,2.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,constant,0.75,false,true,0.508,0.75,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,constant,1.25,false,true,0.508,1.25,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,linear,4,false,true,0.508,0.6,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,linear,8,false,true,0.508,1.2,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,linear,12,false,true,0.508,1.8,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,saturation,0.5,false,true,0.508,0.5,2.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.15,saturation,1,false,true,0.508,1,2.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,no_new_saving,0,false,true,1.508,0,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,constant,0.25,false,true,1.508,0.25,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,constant,0.75,false,true,1.508,0.75,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,constant,1.25,false,true,1.508,1.25,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,linear,4,false,true,1.508,1,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,linear,8,false,true,1.508,2,3.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,linear,12,false,true,1.508,3,3.5,0.996,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,saturation,0.5,false,true,1.508,0.5,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.004,0.25,saturation,1,false,true,1.508,1,3.5,0.996,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0,no_new_saving,0,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,constant,0.25,false,false,-0.988,0.25,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,constant,0.75,false,false,-0.988,0.75,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,constant,1.25,false,false,-0.988,1.25,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,linear,4,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,linear,8,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,linear,12,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,saturation,0.5,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0,saturation,1,false,false,-0.988,0,1,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,no_new_saving,0,false,false,-0.968,0,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,constant,0.25,false,false,-0.968,0.25,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,constant,0.75,false,false,-0.968,0.75,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,constant,1.25,false,false,-0.968,1.25,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,linear,4,false,false,-0.968,0.008,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,linear,8,false,false,-0.968,0.016,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,linear,12,false,false,-0.968,0.024,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,saturation,0.5,false,false,-0.968,0.02,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.002,saturation,1,false,false,-0.968,0.02,1.02,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,no_new_saving,0,false,false,-0.948,0,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,constant,0.25,false,false,-0.948,0.25,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,constant,0.75,false,false,-0.948,0.75,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,constant,1.25,false,false,-0.948,1.25,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,linear,4,false,false,-0.948,0.016,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,linear,8,false,false,-0.948,0.032,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,linear,12,false,false,-0.948,0.048,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,saturation,0.5,false,false,-0.948,0.04,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.004,saturation,1,false,false,-0.948,0.04,1.04,0.994,true,false,support_invalid
fixed_bulk_trace,5,0.01,0.006,0.006,no_new_saving,0,false,true,-0.928,0,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,constant,0.25,false,true,-0.928,0.25,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,constant,0.75,false,true,-0.928,0.75,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,constant,1.25,false,true,-0.928,1.25,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,linear,4,false,true,-0.928,0.024,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,linear,8,false,true,-0.928,0.048,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,linear,12,false,true,-0.928,0.072,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,saturation,0.5,false,true,-0.928,0.06,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.006,saturation,1,false,true,-0.928,0.06,1.06,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,no_new_saving,0,false,true,-0.908,0,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,constant,0.25,false,true,-0.908,0.25,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,constant,0.75,false,true,-0.908,0.75,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,constant,1.25,false,true,-0.908,1.25,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,linear,4,false,true,-0.908,0.032,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,linear,8,false,true,-0.908,0.064,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,linear,12,false,true,-0.908,0.096,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,saturation,0.5,false,true,-0.908,0.08,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.008,saturation,1,false,true,-0.908,0.08,1.08,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,no_new_saving,0,false,true,-0.888,0,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,constant,0.25,false,true,-0.888,0.25,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,constant,0.75,false,true,-0.888,0.75,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,constant,1.25,false,true,-0.888,1.25,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,linear,4,false,true,-0.888,0.04,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,linear,8,false,true,-0.888,0.08,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,linear,12,false,true,-0.888,0.12,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,saturation,0.5,false,true,-0.888,0.1,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.01,saturation,1,false,true,-0.888,0.1,1.1,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,no_new_saving,0,false,true,-0.788,0,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,constant,0.25,false,true,-0.788,0.25,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,constant,0.75,false,true,-0.788,0.75,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,constant,1.25,false,true,-0.788,1.25,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,linear,4,false,true,-0.788,0.08,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,linear,8,false,true,-0.788,0.16,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,linear,12,false,true,-0.788,0.24,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,saturation,0.5,false,true,-0.788,0.2,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.02,saturation,1,false,true,-0.788,0.2,1.2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,no_new_saving,0,false,true,-0.488,0,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,constant,0.25,false,true,-0.488,0.25,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,constant,0.75,false,true,-0.488,0.75,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,constant,1.25,false,true,-0.488,1.25,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,linear,4,false,true,-0.488,0.2,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,linear,8,false,true,-0.488,0.4,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,linear,12,false,true,-0.488,0.6,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,saturation,0.5,false,true,-0.488,0.5,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.05,saturation,1,false,true,-0.488,0.5,1.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,no_new_saving,0,false,true,-0.188,0,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,constant,0.25,false,true,-0.188,0.25,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,constant,0.75,false,true,-0.188,0.75,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,constant,1.25,false,true,-0.188,1.25,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,linear,4,false,true,-0.188,0.32,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,linear,8,false,true,-0.188,0.64,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,linear,12,false,true,-0.188,0.96,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,saturation,0.5,false,true,-0.188,0.5,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.08,saturation,1,false,true,-0.188,0.8,1.8,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,no_new_saving,0,false,true,0.012,0,2,0.994,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,constant,0.25,false,true,0.012,0.25,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,constant,0.75,false,true,0.012,0.75,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,constant,1.25,false,true,0.012,1.25,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,linear,4,false,true,0.012,0.4,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,linear,8,false,true,0.012,0.8,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,linear,12,false,true,0.012,1.2,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,saturation,0.5,false,true,0.012,0.5,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.1,saturation,1,false,true,0.012,1,2,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.15,no_new_saving,0,false,true,0.512,0,2.5,0.994,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.15,constant,0.25,false,true,0.512,0.25,2.5,0.994,false,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.15,constant,0.75,false,true,0.512,0.75,2.5,0.994,true,false,not_endpoint_beating
fixed_bulk_trace,5,0.01,0.006,0.15,constant,1.25,false,true,0.512,1.25,2.5,0.994,true,false,not_endpoint_beating
