family,L,V,constraint_counts,log_coeff_order,log_coefficient,abs_log_coefficient,nearest_singularity_scale,mechanism_note
rank4_delocalization_toy_s4,25,96,25;25;25;25,2,-135360,135360,1/95,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,25,96,25;25;25;25,3,-6811200,6811200,1/95,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,25,96,25;25;25;25,4,-395380224,395380224,1/95,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,26,26,26,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,26,26,26,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,26,26,26,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,26,26,26,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,26,27,26,1,-26,26,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,26,27,26,2,-338,338,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,26,27,26,3,-17576/3,17576/3,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,26,27,26,4,-114244,114244,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,26,51,26;26,1,-625,625,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,26,51,26;26,2,-31875/2,31875/2,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,26,51,26;26,3,-1414375/3,1414375/3,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,26,51,26;26,4,-61359375/4,61359375/4,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,26,49,26;26,1,-526,526,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,26,49,26;26,2,-13487,13487,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,26,49,26;26,3,-1171726/3,1171726/3,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,26,49,26;26,4,-24672287/2,24672287/2,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,26,100,26;26;26;26,1,-3650,3650,1/99,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,26,100,26;26;26;26,2,-153125,153125,1/99,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,26,100,26;26;26;26,3,-24080000/3,24080000/3,1/99,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,26,100,26;26;26;26,4,-970859375/2,970859375/2,1/99,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,27,27,27,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,27,27,27,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,27,27,27,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,27,27,27,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,27,28,27,1,-27,27,1/27,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,27,28,27,2,-729/2,729/2,1/27,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,27,28,27,3,-6561,6561,1/27,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,27,28,27,4,-531441/4,531441/4,1/27,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,27,53,27;27,1,-676,676,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,27,53,27;27,2,-17914,17914,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,27,53,27;27,3,-1652482/3,1652482/3,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,27,53,27;27,4,-18630560,18630560,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,27,51,27;27,1,-573,573,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,27,51,27;27,2,-30523/2,30523/2,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,27,51,27;27,3,-459741,459741,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,27,51,27;27,4,-60445423/4,60445423/4,1/50,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,27,104,27;27;27;27,1,-3952,3952,1/103,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,27,104,27;27;27;27,2,-172380,172380,1/103,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,27,104,27;27;27;27,3,-28193932/3,28193932/3,1/103,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,27,104,27;27;27;27,4,-591186336,591186336,1/103,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,28,28,28,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,28,28,28,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,28,28,28,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,28,28,28,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,28,29,28,1,-28,28,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,28,29,28,2,-392,392,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,28,29,28,3,-21952/3,21952/3,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,28,29,28,4,-153664,153664,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,28,55,28;28,1,-729,729,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,28,55,28;28,2,-40095/2,40095/2,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,28,55,28;28,3,-639819,639819,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,28,55,28;28,4,-89852895/4,89852895/4,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,28,53,28;28,1,-622,622,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,28,53,28;28,2,-17185,17185,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,28,53,28;28,3,-1613116/3,1613116/3,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,28,53,28;28,4,-36729679/2,36729679/2,1/52,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,28,108,28;28;28;28,1,-4266,4266,1/107,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,28,108,28;28;28;28,2,-193185,193185,1/107,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,28,108,28;28;28;28,3,-10937916,10937916,1/107,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,28,108,28;28;28;28,4,-1429241679/2,1429241679/2,1/107,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,29,29,29,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,29,29,29,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,29,29,29,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,29,29,29,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,29,30,29,1,-29,29,1/29,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,29,30,29,2,-841/2,841/2,1/29,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,29,30,29,3,-24389/3,24389/3,1/29,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,29,30,29,4,-707281/4,707281/4,1/29,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,29,57,29;29,1,-784,784,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,29,57,29;29,2,-22344,22344,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,29,57,29;29,3,-2217544/3,2217544/3,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,29,57,29;29,4,-26902176,26902176,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,29,55,29;29,1,-673,673,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,29,55,29;29,2,-38527/2,38527/2,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,29,55,29;29,3,-1875553/3,1875553/3,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,29,55,29;29,4,-88623583/4,88623583/4,1/54,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,29,112,29;29;29;29,1,-4592,4592,1/111,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,29,112,29;29;29;29,2,-215600,215600,1/111,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,29,112,29;29;29;29,3,-37979312/3,37979312/3,1/111,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,29,112,29;29;29;29,4,-857862208,857862208,1/111,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,30,30,30,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,30,30,30,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,30,30,30,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,30,30,30,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,30,31,30,1,-30,30,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,30,31,30,2,-450,450,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,30,31,30,3,-9000,9000,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,30,31,30,4,-202500,202500,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,30,59,30;30,1,-841,841,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,30,59,30;30,2,-49619/2,49619/2,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,30,59,30;30,3,-2549071/3,2549071/3,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,30,59,30;30,4,-128066639/4,128066639/4,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,30,57,30;30,1,-726,726,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,30,57,30;30,2,-21503,21503,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,30,57,30;30,3,-722922,722922,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,30,57,30;30,4,-53097071/2,53097071/2,1/56,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,30,116,30;30;30;30,1,-4930,4930,1/115,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,30,116,30;30;30;30,2,-239685,239685,1/115,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,30,116,30;30;30;30,3,-43732000/3,43732000/3,1/115,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,30,116,30;30;30;30,4,-2046407823/2,2046407823/2,1/115,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,31,31,31,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,31,31,31,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,31,31,31,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,31,31,31,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,31,32,31,1,-31,31,1/31,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,31,32,31,2,-961/2,961/2,1/31,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,31,32,31,3,-29791/3,29791/3,1/31,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,31,32,31,4,-923521/4,923521/4,1/31,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,31,61,31;31,1,-900,900,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,31,61,31;31,2,-27450,27450,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,31,61,31;31,3,-972150,972150,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,31,61,31;31,4,-37881000,37881000,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,31,59,31;31,1,-781,781,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,31,59,31;31,2,-47819/2,47819/2,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,31,59,31;31,3,-2495071/3,2495071/3,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,31,59,31;31,4,-126446639/4,126446639/4,1/58,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,31,120,31;31;31;31,1,-5280,5280,1/119,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,31,120,31;31;31;31,2,-265500,265500,1/119,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,31,120,31;31;31;31,3,-16704900,16704900,1/119,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,31,120,31;31;31;31,4,-1213110000,1213110000,1/119,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,32,32,32,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,32,32,32,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,32,32,32,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,32,32,32,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,32,33,32,1,-32,32,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,32,33,32,2,-512,512,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,32,33,32,3,-32768/3,32768/3,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,32,33,32,4,-262144,262144,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,32,63,32;32,1,-961,961,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,32,63,32;32,2,-60543/2,60543/2,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,32,63,32;32,3,-3322177/3,3322177/3,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,32,63,32;32,4,-178299135/4,178299135/4,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,32,61,32;32,1,-838,838,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,32,61,32;32,2,-26489,26489,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,32,61,32;32,3,-2856868/3,2856868/3,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,32,61,32;32,4,-74838479/2,74838479/2,1/60,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,32,124,32;32;32;32,1,-5642,5642,1/123,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,32,124,32;32;32;32,2,-293105,293105,1/123,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,32,124,32;32;32;32,3,-57171812/3,57171812/3,1/123,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,32,124,32;32;32;32,4,-2860442447/2,2860442447/2,1/123,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,33,33,33,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,33,33,33,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,33,33,33,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,33,33,33,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,33,34,33,1,-33,33,1/33,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,33,34,33,2,-1089/2,1089/2,1/33,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,33,34,33,3,-11979,11979,1/33,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,33,34,33,4,-1185921/4,1185921/4,1/33,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,33,65,33;33,1,-1024,1024,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,33,65,33;33,2,-33280,33280,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,33,65,33;33,3,-3768832/3,3768832/3,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,33,65,33;33,4,-52183040,52183040,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,33,63,33;33,1,-897,897,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,33,63,33;33,2,-58495/2,58495/2,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,33,63,33;33,3,-1085547,1085547,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,33,63,33;33,4,-176201983/4,176201983/4,1/62,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,33,128,33;33;33;33,1,-6016,6016,1/127,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,33,128,33;33;33;33,2,-322560,322560,1/127,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,33,128,33;33;33;33,3,-64949248/3,64949248/3,1/127,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,33,128,33;33;33;33,4,-1677361152,1677361152,1/127,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,34,34,34,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,34,34,34,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,34,34,34,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,34,34,34,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,34,35,34,1,-34,34,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,34,35,34,2,-578,578,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,34,35,34,3,-39304/3,39304/3,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,34,35,34,4,-334084,334084,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,34,67,34;34,1,-1089,1089,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,34,67,34;34,2,-72963/2,72963/2,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,34,67,34;34,3,-1419693,1419693,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,34,67,34;34,4,-243185679/4,243185679/4,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,34,65,34;34,1,-958,958,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,34,65,34;34,2,-32191,32191,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,34,65,34;34,3,-3696958/3,3696958/3,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,34,65,34;34,4,-103180159/2,103180159/2,1/64,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,34,132,34;34;34;34,1,-6402,6402,1/131,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,34,132,34;34;34;34,2,-353925,353925,1/131,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,34,132,34;34;34;34,3,-24498144,24498144,1/131,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,34,132,34;34;34;34,4,-3915084591/2,3915084591/2,1/131,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,35,35,35,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,35,35,35,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,35,35,35,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,35,35,35,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,35,36,35,1,-35,35,1/35,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,35,36,35,2,-1225/2,1225/2,1/35,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,35,36,35,3,-42875/3,42875/3,1/35,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,35,36,35,4,-1500625/4,1500625/4,1/35,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,35,69,35;35,1,-1156,1156,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,35,69,35;35,2,-39882,39882,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,35,69,35;35,3,-4795666/3,4795666/3,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,35,69,35;35,4,-70511376,70511376,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,35,67,35;35,1,-1021,1021,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,35,67,35;35,2,-70651/2,70651/2,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,35,67,35;35,3,-4180471/3,4180471/3,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,35,67,35;35,4,-240513007/4,240513007/4,1/66,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,35,136,35;35;35;35,1,-6800,6800,1/135,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,35,136,35;35;35;35,2,-387260,387260,1/135,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,35,136,35;35;35;35,3,-82856300/3,82856300/3,1/135,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,35,136,35;35;35;35,4,-2273972224,2273972224,1/135,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,36,36,36,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,36,36,36,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,36,36,36,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,36,36,36,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,36,37,36,1,-36,36,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,36,37,36,2,-648,648,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,36,37,36,3,-15552,15552,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,36,37,36,4,-419904,419904,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,36,71,36;36,1,-1225,1225,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,36,71,36;36,2,-86975/2,86975/2,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,36,71,36;36,3,-5381425/3,5381425/3,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,36,71,36;36,4,-325721375/4,325721375/4,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,36,69,36;36,1,-1086,1086,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,36,69,36;36,2,-38657,38657,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,36,69,36;36,3,-1569972,1569972,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,36,69,36;36,4,-139522127/2,139522127/2,1/68,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,36,140,36;36;36;36,1,-7210,7210,1/139,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,36,140,36;36;36;36,2,-422625,422625,1/139,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,36,140,36;36;36;36,3,-93085300/3,93085300/3,1/139,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,36,140,36;36;36;36,4,-5260119375/2,5260119375/2,1/139,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,37,37,37,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,37,37,37,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,37,37,37,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,37,37,37,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,37,38,37,1,-37,37,1/37,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,37,38,37,2,-1369/2,1369/2,1/37,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,37,38,37,3,-50653/3,50653/3,1/37,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,37,38,37,4,-1874161/4,1874161/4,1/37,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,37,73,37;37,1,-1296,1296,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,37,73,37;37,2,-47304,47304,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,37,73,37;37,3,-2006424,2006424,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,37,73,37;37,4,-93661920,93661920,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,37,71,37;37,1,-1153,1153,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,37,71,37;37,2,-84383/2,84383/2,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,37,71,37;37,3,-5288113/3,5288113/3,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,37,71,37;37,4,-322362143/4,322362143/4,1/70,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,37,144,37;37;37;37,1,-7632,7632,1/143,sum_B j^r - sum_A j^r over indices up to O(L)
