regime,architecture,Delta_exponent_d,eta,kappa,Lambda0,support_requirement_eta_min,support_requirement_met,q_exponent,loss_exponent,mean_exponent,variance_exponent_beta_zero,required_beta,chebyshev_pass_beta_zero,beats_endpoint,feasibility_class,notes
edge,pretrace,0.01,0.02,5,4,0.005,true,0.02,0.4,0.985,1.4,-0.57,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.02,5,25,0.005,true,0.02,0.2,0.985,1.2,-0.77,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.02,5,25,0.005,true,0.02,0.4,0.985,1.4,-0.57,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,3,1,0.005,true,0.05,0.3,0.985,1.3,-0.67,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,3,1,0.005,true,0.05,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,3,4,0.005,true,0.05,0.3,0.985,1.3,-0.67,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,3,4,0.005,true,0.05,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,3,25,0.005,true,0.05,0.3,0.985,1.3,-0.67,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,3,25,0.005,true,0.05,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,5,1,0.005,true,0.05,0.5,0.985,1.5,-0.47,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,5,1,0.005,true,0.05,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,5,4,0.005,true,0.05,0.5,0.985,1.5,-0.47,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,5,4,0.005,true,0.05,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.05,5,25,0.005,true,0.05,0.5,0.985,1.5,-0.47,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.05,5,25,0.005,true,0.05,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,3,1,0.005,true,0.1,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,3,1,0.005,true,0.1,1.2,0.985,2.2,0.23,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,3,4,0.005,true,0.1,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,3,4,0.005,true,0.1,1.2,0.985,2.2,0.23,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,3,25,0.005,true,0.1,0.6,0.985,1.6,-0.37,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,3,25,0.005,true,0.1,1.2,0.985,2.2,0.23,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,5,1,0.005,true,0.1,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,5,1,0.005,true,0.1,2,0.985,3,1.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,5,4,0.005,true,0.1,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,5,4,0.005,true,0.1,2,0.985,3,1.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.1,5,25,0.005,true,0.1,1,0.985,2,0.03,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.1,5,25,0.005,true,0.1,2,0.985,3,1.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,3,1,0.005,true,0.25,1.5,0.985,2.5,0.53,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,3,1,0.005,true,0.25,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,3,4,0.005,true,0.25,1.5,0.985,2.5,0.53,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,3,4,0.005,true,0.25,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,3,25,0.005,true,0.25,1.5,0.985,2.5,0.53,false,true,requires_moderate_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,3,25,0.005,true,0.25,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,5,1,0.005,true,0.25,2.5,0.985,3.5,1.53,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,5,1,0.005,true,0.25,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,5,4,0.005,true,0.25,2.5,0.985,3.5,1.53,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,5,4,0.005,true,0.25,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.25,5,25,0.005,true,0.25,2.5,0.985,3.5,1.53,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.25,5,25,0.005,true,0.25,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,3,1,0.005,true,0.5,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,3,1,0.005,true,0.5,6,0.985,7,5.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,3,4,0.005,true,0.5,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,3,4,0.005,true,0.5,6,0.985,7,5.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,3,25,0.005,true,0.5,3,0.985,4,2.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,3,25,0.005,true,0.5,6,0.985,7,5.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,5,1,0.005,true,0.5,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,5,1,0.005,true,0.5,10,0.985,11,9.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,5,4,0.005,true,0.5,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,5,4,0.005,true,0.5,10,0.985,11,9.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.01,0.5,5,25,0.005,true,0.5,5,0.985,6,4.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.01,0.5,5,25,0.005,true,0.5,10,0.985,11,9.03,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,3,1,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,3,1,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,3,4,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,3,4,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,3,25,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,3,25,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,5,1,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,5,1,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,5,4,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,5,4,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0,5,25,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0,5,25,0.01,false,0,0,0.97,1,-0.94,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,3,1,0.01,false,0.002,0.012,0.97,1.012,-0.928,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,3,1,0.01,false,0.002,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,3,4,0.01,false,0.002,0.012,0.97,1.012,-0.928,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,3,4,0.01,false,0.002,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,3,25,0.01,false,0.002,0.012,0.97,1.012,-0.928,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,3,25,0.01,false,0.002,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,5,1,0.01,false,0.002,0.02,0.97,1.02,-0.92,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,5,1,0.01,false,0.002,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,5,4,0.01,false,0.002,0.02,0.97,1.02,-0.92,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,5,4,0.01,false,0.002,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.002,5,25,0.01,false,0.002,0.02,0.97,1.02,-0.92,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.002,5,25,0.01,false,0.002,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,3,1,0.01,false,0.004,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,3,1,0.01,false,0.004,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,3,4,0.01,false,0.004,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,3,4,0.01,false,0.004,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,3,25,0.01,false,0.004,0.024,0.97,1.024,-0.916,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,3,25,0.01,false,0.004,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,5,1,0.01,false,0.004,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,5,1,0.01,false,0.004,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,5,4,0.01,false,0.004,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,5,4,0.01,false,0.004,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.004,5,25,0.01,false,0.004,0.04,0.97,1.04,-0.9,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.004,5,25,0.01,false,0.004,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,3,1,0.01,false,0.006,0.036,0.97,1.036,-0.904,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,3,1,0.01,false,0.006,0.072,0.97,1.072,-0.868,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,3,4,0.01,false,0.006,0.036,0.97,1.036,-0.904,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,3,4,0.01,false,0.006,0.072,0.97,1.072,-0.868,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,3,25,0.01,false,0.006,0.036,0.97,1.036,-0.904,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,3,25,0.01,false,0.006,0.072,0.97,1.072,-0.868,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,5,1,0.01,false,0.006,0.06,0.97,1.06,-0.88,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,5,1,0.01,false,0.006,0.12,0.97,1.12,-0.82,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,5,4,0.01,false,0.006,0.06,0.97,1.06,-0.88,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,5,4,0.01,false,0.006,0.12,0.97,1.12,-0.82,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.006,5,25,0.01,false,0.006,0.06,0.97,1.06,-0.88,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.006,5,25,0.01,false,0.006,0.12,0.97,1.12,-0.82,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,3,1,0.01,false,0.008,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,3,1,0.01,false,0.008,0.096,0.97,1.096,-0.844,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,3,4,0.01,false,0.008,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,3,4,0.01,false,0.008,0.096,0.97,1.096,-0.844,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,3,25,0.01,false,0.008,0.048,0.97,1.048,-0.892,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,3,25,0.01,false,0.008,0.096,0.97,1.096,-0.844,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,5,1,0.01,false,0.008,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,5,1,0.01,false,0.008,0.16,0.97,1.16,-0.78,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,5,4,0.01,false,0.008,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,5,4,0.01,false,0.008,0.16,0.97,1.16,-0.78,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.008,5,25,0.01,false,0.008,0.08,0.97,1.08,-0.86,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.008,5,25,0.01,false,0.008,0.16,0.97,1.16,-0.78,true,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,3,1,0.01,true,0.01,0.06,0.97,1.06,-0.88,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,3,1,0.01,true,0.01,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,3,4,0.01,true,0.01,0.06,0.97,1.06,-0.88,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,3,4,0.01,true,0.01,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,3,25,0.01,true,0.01,0.06,0.97,1.06,-0.88,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,3,25,0.01,true,0.01,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,5,1,0.01,true,0.01,0.1,0.97,1.1,-0.84,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,5,1,0.01,true,0.01,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,5,4,0.01,true,0.01,0.1,0.97,1.1,-0.84,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,5,4,0.01,true,0.01,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.01,5,25,0.01,true,0.01,0.1,0.97,1.1,-0.84,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.01,5,25,0.01,true,0.01,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,3,1,0.01,true,0.02,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,3,1,0.01,true,0.02,0.24,0.97,1.24,-0.7,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,3,4,0.01,true,0.02,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,3,4,0.01,true,0.02,0.24,0.97,1.24,-0.7,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,3,25,0.01,true,0.02,0.12,0.97,1.12,-0.82,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,3,25,0.01,true,0.02,0.24,0.97,1.24,-0.7,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,5,1,0.01,true,0.02,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,5,1,0.01,true,0.02,0.4,0.97,1.4,-0.54,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,5,4,0.01,true,0.02,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,5,4,0.01,true,0.02,0.4,0.97,1.4,-0.54,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.02,5,25,0.01,true,0.02,0.2,0.97,1.2,-0.74,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.02,5,25,0.01,true,0.02,0.4,0.97,1.4,-0.54,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.05,3,1,0.01,true,0.05,0.3,0.97,1.3,-0.64,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0.02,0.05,3,1,0.01,true,0.05,0.6,0.97,1.6,-0.34,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0.02,0.05,3,4,0.01,true,0.05,0.3,0.97,1.3,-0.64,true,true,requires_no_extra_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
