kappa,eta,mechanism,classification,stratum_type,A,A_offset_from_markov,sigma,denominator_loss_D,Lambda0_power,candidate_beta,markov_variance_exponent,signed_variance_exponent,survives_absolute_values,coefficient_variation_equivalent,independent_signed_target,paper_proved_success
8.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,14.5,1.5,0.35,0.0,20,0.47,2.2800000000000002,1.8100000000000003,True,False,True,False
8.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,14.5,1.5,0.35,0.0,20,0.47,2.2800000000000002,1.8100000000000003,True,False,True,False
8.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,14.5,1.5,0.35,0.0,20,0.47,2.2800000000000002,1.8100000000000003,True,False,True,False
8.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,False,True,False
8.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,False,True,False
8.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,False,True,False
8.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,False,True,False
8.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,False,True,False
8.0,0.08,oscillatory_transform_phase,surface_theorem_target,all_terms,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,False,True,False
8.0,0.08,oscillatory_transform_phase,surface_theorem_target,fixed_d,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,False,True,False
8.0,0.08,oscillatory_transform_phase,surface_theorem_target,fixed_length,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,False,True,False
8.0,0.08,oscillatory_transform_phase,surface_theorem_target,primitive_power,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,False,True,False
8.0,0.08,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,False,True,False
8.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,False,True,False,False
8.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,False,True,False,False
8.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,False,True,False,False
8.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,False,True,False,False
8.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.0,0.0,20,0.16,2.2800000000000002,2.12,False,True,False,False
8.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.15,0.0,20,0.31,2.2800000000000002,1.9700000000000002,False,True,False,False
8.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.15,0.0,20,0.31,2.2800000000000002,1.9700000000000002,False,True,False,False
8.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.15,0.0,20,0.31,2.2800000000000002,1.9700000000000002,False,True,False,False
8.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.15,0.0,20,0.31,2.2800000000000002,1.9700000000000002,False,True,False,False
8.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.15,0.0,20,0.31,2.2800000000000002,1.9700000000000002,False,True,False,False
8.0,0.08,x_zero_only_cancellation,range_blocked,special_point,14.0,2.0,0.35,0.0,20,0.51,2.2800000000000002,1.7700000000000002,False,False,False,False
8.0,0.08,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,14.0,2.0,0.35,0.0,20,0.51,2.2800000000000002,1.7700000000000002,False,False,False,False
8.0,0.08,near_zero_denominator_signed_saving,denominator_blocked,denominator,14.0,2.0,0.6,1.0,20,-0.24,2.2800000000000002,2.5200000000000005,False,False,False,False
8.0,0.08,schreier_pairing_transfer,toy_only,toy,14.0,2.0,0.35,0.0,20,0.51,2.2800000000000002,1.7700000000000002,False,False,False,False
8.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,14.5,1.5,0.35,0.0,20,0.53,2.92,2.3899999999999997,True,False,True,False
8.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,14.5,1.5,0.35,0.0,20,0.53,2.92,2.3899999999999997,True,False,True,False
8.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,14.5,1.5,0.35,0.0,20,0.53,2.92,2.3899999999999997,True,False,True,False
8.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,14.5,1.5,0.35,0.0,20,0.53,2.92,2.3899999999999997,True,False,True,False
8.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,14.5,1.5,0.35,0.0,20,0.53,2.92,2.3899999999999997,True,False,True,False
8.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,False,True,False
8.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,False,True,False
8.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,False,True,False
8.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,False,True,False
8.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,False,True,False
8.0,0.12,oscillatory_transform_phase,surface_theorem_target,all_terms,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,False,True,False
8.0,0.12,oscillatory_transform_phase,surface_theorem_target,fixed_d,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,False,True,False
8.0,0.12,oscillatory_transform_phase,surface_theorem_target,fixed_length,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,False,True,False
8.0,0.12,oscillatory_transform_phase,surface_theorem_target,primitive_power,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,False,True,False
8.0,0.12,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,False,True,False
8.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,False,True,False,False
8.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,False,True,False,False
8.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,False,True,False,False
8.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,False,True,False,False
8.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.0,0.0,20,0.24,2.92,2.6799999999999997,False,True,False,False
8.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.15,0.0,20,0.39,2.92,2.53,False,True,False,False
8.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.15,0.0,20,0.39,2.92,2.53,False,True,False,False
8.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.15,0.0,20,0.39,2.92,2.53,False,True,False,False
8.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.15,0.0,20,0.39,2.92,2.53,False,True,False,False
8.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.15,0.0,20,0.39,2.92,2.53,False,True,False,False
8.0,0.12,x_zero_only_cancellation,range_blocked,special_point,14.0,2.0,0.35,0.0,20,0.59,2.92,2.33,False,False,False,False
8.0,0.12,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,14.0,2.0,0.35,0.0,20,0.59,2.92,2.33,False,False,False,False
8.0,0.12,near_zero_denominator_signed_saving,denominator_blocked,denominator,14.0,2.0,0.6,1.0,20,-0.16000000000000003,2.92,3.08,False,False,False,False
8.0,0.12,schreier_pairing_transfer,toy_only,toy,14.0,2.0,0.35,0.0,20,0.59,2.92,2.33,False,False,False,False
8.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,14.5,1.5,0.35,0.0,20,0.62,3.88,3.26,True,False,True,False
8.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,14.5,1.5,0.35,0.0,20,0.62,3.88,3.26,True,False,True,False
8.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,14.5,1.5,0.35,0.0,20,0.62,3.88,3.26,True,False,True,False
8.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,14.5,1.5,0.35,0.0,20,0.62,3.88,3.26,True,False,True,False
8.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,14.5,1.5,0.35,0.0,20,0.62,3.88,3.26,True,False,True,False
8.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,False,True,False
8.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,False,True,False
8.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,False,True,False
8.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,False,True,False
8.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,False,True,False
8.0,0.18,oscillatory_transform_phase,surface_theorem_target,all_terms,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,False,True,False
8.0,0.18,oscillatory_transform_phase,surface_theorem_target,fixed_d,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,False,True,False
8.0,0.18,oscillatory_transform_phase,surface_theorem_target,fixed_length,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,False,True,False
8.0,0.18,oscillatory_transform_phase,surface_theorem_target,primitive_power,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,False,True,False
8.0,0.18,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,False,True,False
8.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,False,True,False,False
8.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,False,True,False,False
8.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,False,True,False,False
8.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,False,True,False,False
8.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.0,0.0,20,0.36,3.88,3.52,False,True,False,False
8.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.15,0.0,20,0.51,3.88,3.37,False,True,False,False
8.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.15,0.0,20,0.51,3.88,3.37,False,True,False,False
8.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.15,0.0,20,0.51,3.88,3.37,False,True,False,False
8.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.15,0.0,20,0.51,3.88,3.37,False,True,False,False
8.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.15,0.0,20,0.51,3.88,3.37,False,True,False,False
8.0,0.18,x_zero_only_cancellation,range_blocked,special_point,14.0,2.0,0.35,0.0,20,0.71,3.88,3.17,False,False,False,False
8.0,0.18,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,14.0,2.0,0.35,0.0,20,0.71,3.88,3.17,False,False,False,False
8.0,0.18,near_zero_denominator_signed_saving,denominator_blocked,denominator,14.0,2.0,0.6,1.0,20,-0.040000000000000036,3.88,3.92,False,False,False,False
8.0,0.18,schreier_pairing_transfer,toy_only,toy,14.0,2.0,0.35,0.0,20,0.71,3.88,3.17,False,False,False,False
