n,Lambda,regime,Delta_exponent_d,Delta_lambda,delta_r_exact,delta_r_exponent,support_model,support_type,eta,support_R,support_exponent,R_delta_r,R_delta_exponent,asymptotic_R_delta,kernel,leakage_proxy,resolved_flag,small_leakage_flag,classification
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0,1,0,0.0891880859772,-0.008,goes_to_zero,exponential_tail_proxy,0.914673520132,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0,1,0,0.0891880859772,-0.008,goes_to_zero,compact_fejer_transition_proxy,0.910811914023,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.002,1.02801629813,0.002,0.0916868059833,-0.006,goes_to_zero,gaussian_fourier_tail,0.926946880533,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.002,1.02801629813,0.002,0.0916868059833,-0.006,goes_to_zero,exponential_tail_proxy,0.91239086016,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.002,1.02801629813,0.002,0.0916868059833,-0.006,goes_to_zero,compact_fejer_transition_proxy,0.908313194017,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.004,1.05681750921,0.004,0.094255530874,-0.004,goes_to_zero,gaussian_fourier_tail,0.924906173812,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.004,1.05681750921,0.004,0.094255530874,-0.004,goes_to_zero,exponential_tail_proxy,0.910050186607,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.004,1.05681750921,0.004,0.094255530874,-0.004,goes_to_zero,compact_fejer_transition_proxy,0.905744469126,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.006,1.08642562362,0.006,0.096896221927,-0.002,goes_to_zero,gaussian_fourier_tail,0.922808809156,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.006,1.08642562362,0.006,0.096896221927,-0.002,goes_to_zero,exponential_tail_proxy,0.907650195434,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.006,1.08642562362,0.006,0.096896221927,-0.002,goes_to_zero,compact_fejer_transition_proxy,0.903103778073,false,false,negative obstruction
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.008,1.11686324778,0.008,0.0996108953679,0,stays_bounded,gaussian_fourier_tail,0.920653243598,true,false,fixed-quality only
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.008,1.11686324778,0.008,0.0996108953679,0,stays_bounded,exponential_tail_proxy,0.905189562973,true,false,fixed-quality only
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.008,1.11686324778,0.008,0.0996108953679,0,stays_bounded,compact_fejer_transition_proxy,0.900389104632,true,false,fixed-quality only
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.01,1.1481536215,0.01,0.102401623909,0.002,goes_to_infinity,gaussian_fourier_tail,0.918437894757,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.01,1.1481536215,0.01,0.102401623909,0.002,goes_to_infinity,exponential_tail_proxy,0.902666946231,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.01,1.1481536215,0.01,0.102401623909,0.002,goes_to_infinity,compact_fejer_transition_proxy,0.897598376091,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.02,1.31825673856,0.02,0.117572795338,0.012,goes_to_infinity,gaussian_fourier_tail,0.906406161583,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.02,1.31825673856,0.02,0.117572795338,0.012,goes_to_infinity,exponential_tail_proxy,0.889075788818,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.02,1.31825673856,0.02,0.117572795338,0.012,goes_to_infinity,compact_fejer_transition_proxy,0.882427204662,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.05,1.99526231497,0.05,0.177953626895,0.042,goes_to_infinity,gaussian_fourier_tail,0.858759394734,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.05,1.99526231497,0.05,0.177953626895,0.042,goes_to_infinity,exponential_tail_proxy,0.836981236008,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.05,1.99526231497,0.05,0.177953626895,0.042,goes_to_infinity,compact_fejer_transition_proxy,0.822046373105,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.1,3.98107170553,0.1,0.355064165555,0.092,goes_to_infinity,gaussian_fourier_tail,0.722541521569,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.1,3.98107170553,0.1,0.355064165555,0.092,goes_to_infinity,exponential_tail_proxy,0.701128453469,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.1,3.98107170553,0.1,0.355064165555,0.092,goes_to_infinity,compact_fejer_transition_proxy,0.644935834445,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.25,31.6227766017,0.25,2.82037491839,0.242,goes_to_infinity,gaussian_fourier_tail,0.00479675698056,true,true,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.25,31.6227766017,0.25,2.82037491839,0.242,goes_to_infinity,exponential_tail_proxy,0.0595835995336,true,false,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.25,31.6227766017,0.25,2.82037491839,0.242,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.5,1000,0.5,89.1880859772,0.492,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.5,1000,0.5,89.1880859772,0.492,goes_to_infinity,exponential_tail_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.008,0.89536476555,0.0891880859772,0.008,n_eta,polynomial,0.5,1000,0.5,89.1880859772,0.492,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,log_n,sub_polynomial,0,13.815510558,0,1.19888642906,-0.01,goes_to_zero,gaussian_fourier_tail,0.230572109337,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,log_n,sub_polynomial,0,13.815510558,0,1.19888642906,-0.01,goes_to_zero,exponential_tail_proxy,0.30152979985,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,log_n,sub_polynomial,0,13.815510558,0,1.19888642906,-0.01,goes_to_zero,compact_fejer_transition_proxy,0,false,true,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0,1,0,0.0867782934282,-0.01,goes_to_zero,gaussian_fourier_tail,0.930847741859,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0,1,0,0.0867782934282,-0.01,goes_to_zero,exponential_tail_proxy,0.9168803515,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0,1,0,0.0867782934282,-0.01,goes_to_zero,compact_fejer_transition_proxy,0.913221706572,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.002,1.02801629813,0.002,0.0892094999678,-0.008,goes_to_zero,gaussian_fourier_tail,0.9289154156,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.002,1.02801629813,0.002,0.0892094999678,-0.008,goes_to_zero,exponential_tail_proxy,0.914653933531,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.002,1.02801629813,0.002,0.0892094999678,-0.008,goes_to_zero,compact_fejer_transition_proxy,0.910790500032,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.004,1.05681750921,0.004,0.0917088199146,-0.006,goes_to_zero,gaussian_fourier_tail,0.926929389648,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.004,1.05681750921,0.004,0.0917088199146,-0.006,goes_to_zero,exponential_tail_proxy,0.912370775071,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.004,1.05681750921,0.004,0.0917088199146,-0.006,goes_to_zero,compact_fejer_transition_proxy,0.908291180085,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.006,1.08642562362,0.006,0.0942781615541,-0.004,goes_to_zero,gaussian_fourier_tail,0.924888197191,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.006,1.08642562362,0.006,0.0942781615541,-0.004,goes_to_zero,exponential_tail_proxy,0.910029591786,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.006,1.08642562362,0.006,0.0942781615541,-0.004,goes_to_zero,compact_fejer_transition_proxy,0.905721838446,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.008,1.11686324778,0.008,0.096919486635,-0.002,goes_to_zero,gaussian_fourier_tail,0.922790333562,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.008,1.11686324778,0.008,0.096919486635,-0.002,goes_to_zero,exponential_tail_proxy,0.907629079463,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.008,1.11686324778,0.008,0.096919486635,-0.002,goes_to_zero,compact_fejer_transition_proxy,0.903080513365,false,false,negative obstruction
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.01,1.1481536215,0.01,0.0996348118669,0,stays_bounded,gaussian_fourier_tail,0.920634255453,true,false,fixed-quality only
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.01,1.1481536215,0.01,0.0996348118669,0,stays_bounded,exponential_tail_proxy,0.905167914266,true,false,fixed-quality only
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.01,1.1481536215,0.01,0.0996348118669,0,stays_bounded,compact_fejer_transition_proxy,0.900365188133,true,false,fixed-quality only
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.02,1.31825673856,0.02,0.114396070072,0.01,goes_to_infinity,gaussian_fourier_tail,0.908923829174,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.02,1.31825673856,0.02,0.114396070072,0.01,goes_to_infinity,exponential_tail_proxy,0.891904629185,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.02,1.31825673856,0.02,0.114396070072,0.01,goes_to_infinity,compact_fejer_transition_proxy,0.885603929928,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.05,1.99526231497,0.05,0.173145458635,0.04,goes_to_infinity,gaussian_fourier_tail,0.8625370937,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.05,1.99526231497,0.05,0.173145458635,0.04,goes_to_infinity,exponential_tail_proxy,0.841015273014,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.05,1.99526231497,0.05,0.173145458635,0.04,goes_to_infinity,compact_fejer_transition_proxy,0.826854541365,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.1,3.98107170553,0.1,0.345470608621,0.09,goes_to_infinity,gaussian_fourier_tail,0.729740602591,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.1,3.98107170553,0.1,0.345470608621,0.09,goes_to_infinity,exponential_tail_proxy,0.707887137277,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.1,3.98107170553,0.1,0.345470608621,0.09,goes_to_infinity,compact_fejer_transition_proxy,0.654529391379,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.25,31.6227766017,0.25,2.74417058695,0.24,goes_to_infinity,gaussian_fourier_tail,0.00606640048478,true,true,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.25,31.6227766017,0.25,2.74417058695,0.24,goes_to_infinity,exponential_tail_proxy,0.0643016114286,true,false,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.25,31.6227766017,0.25,2.74417058695,0.24,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.5,1000,0.5,86.7782934282,0.49,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.5,1000,0.5,86.7782934282,0.49,goes_to_infinity,exponential_tail_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.01,0.870963589956,0.0867782934282,0.01,n_eta,polynomial,0.5,1000,0.5,86.7782934282,0.49,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,log_n,sub_polynomial,0,13.815510558,0,1.04534395727,-0.02,goes_to_zero,gaussian_fourier_tail,0.295864028396,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,log_n,sub_polynomial,0,13.815510558,0,1.04534395727,-0.02,goes_to_zero,exponential_tail_proxy,0.35157087322,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,log_n,sub_polynomial,0,13.815510558,0,1.04534395727,-0.02,goes_to_zero,compact_fejer_transition_proxy,0,false,true,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0,1,0,0.0756645187225,-0.02,goes_to_zero,gaussian_fourier_tail,0.939686004998,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0,1,0,0.0756645187225,-0.02,goes_to_zero,exponential_tail_proxy,0.927127188206,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0,1,0,0.0756645187225,-0.02,goes_to_zero,compact_fejer_transition_proxy,0.924335481278,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.002,1.02801629813,0.002,0.0777843584366,-0.018,goes_to_zero,gaussian_fourier_tail,0.937999588907,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.002,1.02801629813,0.002,0.0777843584366,-0.018,goes_to_zero,exponential_tail_proxy,0.925163908826,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.002,1.02801629813,0.002,0.0777843584366,-0.018,goes_to_zero,compact_fejer_transition_proxy,0.922215641563,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.004,1.05681750921,0.004,0.0799635882121,-0.016,goes_to_zero,gaussian_fourier_tail,0.936266215598,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.004,1.05681750921,0.004,0.0799635882121,-0.016,goes_to_zero,exponential_tail_proxy,0.923149959315,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.004,1.05681750921,0.004,0.0799635882121,-0.016,goes_to_zero,compact_fejer_transition_proxy,0.920036411788,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.006,1.08642562362,0.006,0.0822038719387,-0.014,goes_to_zero,gaussian_fourier_tail,0.934484594507,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.006,1.08642562362,0.006,0.0822038719387,-0.014,goes_to_zero,exponential_tail_proxy,0.92108415634,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.006,1.08642562362,0.006,0.0822038719387,-0.014,goes_to_zero,compact_fejer_transition_proxy,0.917796128061,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.008,1.11686324778,0.008,0.0845069201221,-0.012,goes_to_zero,gaussian_fourier_tail,0.932653401063,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.008,1.11686324778,0.008,0.0845069201221,-0.012,goes_to_zero,exponential_tail_proxy,0.918965296003,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.008,1.11686324778,0.008,0.0845069201221,-0.012,goes_to_zero,compact_fejer_transition_proxy,0.915493079878,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.01,1.1481536215,0.01,0.08687449119,-0.01,goes_to_zero,gaussian_fourier_tail,0.930771275925,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.01,1.1481536215,0.01,0.08687449119,-0.01,goes_to_zero,exponential_tail_proxy,0.916792153905,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.01,1.1481536215,0.01,0.08687449119,-0.01,goes_to_zero,compact_fejer_transition_proxy,0.91312550881,false,false,negative obstruction
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.02,1.31825673856,0.02,0.0997452616755,0,stays_bounded,gaussian_fourier_tail,0.920546566073,true,false,fixed-quality only
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.02,1.31825673856,0.02,0.0997452616755,0,stays_bounded,exponential_tail_proxy,0.905067944164,true,false,fixed-quality only
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.02,1.31825673856,0.02,0.0997452616755,0,stays_bounded,compact_fejer_transition_proxy,0.900254738324,true,false,fixed-quality only
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.05,1.99526231497,0.05,0.150970562787,0.03,goes_to_infinity,gaussian_fourier_tail,0.879998937199,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.05,1.99526231497,0.05,0.150970562787,0.03,goes_to_infinity,exponential_tail_proxy,0.859873010551,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.05,1.99526231497,0.05,0.150970562787,0.03,goes_to_infinity,compact_fejer_transition_proxy,0.849029437213,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.1,3.98107170553,0.1,0.301225874599,0.08,goes_to_infinity,gaussian_fourier_tail,0.763242260506,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.1,3.98107170553,0.1,0.301225874599,0.08,goes_to_infinity,exponential_tail_proxy,0.739910626854,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.1,3.98107170553,0.1,0.301225874599,0.08,goes_to_infinity,compact_fejer_transition_proxy,0.698774125401,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.25,31.6227766017,0.25,2.39272217223,0.23,goes_to_infinity,gaussian_fourier_tail,0.0167238994485,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.25,31.6227766017,0.25,2.39272217223,0.23,goes_to_infinity,exponential_tail_proxy,0.0913805912865,true,false,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.25,31.6227766017,0.25,2.39272217223,0.23,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.5,1000,0.5,75.6645187225,0.48,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.5,1000,0.5,75.6645187225,0.48,goes_to_infinity,exponential_tail_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.02,0.758577575029,0.0756645187225,0.02,n_eta,polynomial,0.5,1000,0.5,75.6645187225,0.48,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,log_n,sub_polynomial,0,13.815510558,0,0.692416227538,-0.05,goes_to_zero,gaussian_fourier_tail,0.488675977898,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,log_n,sub_polynomial,0,13.815510558,0,0.692416227538,-0.05,goes_to_zero,exponential_tail_proxy,0.500365610117,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,log_n,sub_polynomial,0,13.815510558,0,0.692416227538,-0.05,goes_to_zero,compact_fejer_transition_proxy,0.307583772462,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0,1,0,0.0501187578,-0.05,goes_to_zero,gaussian_fourier_tail,0.960027751959,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0,1,0,0.0501187578,-0.05,goes_to_zero,exponential_tail_proxy,0.951116465294,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0,1,0,0.0501187578,-0.05,goes_to_zero,compact_fejer_transition_proxy,0.9498812422,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.002,1.02801629813,0.002,0.0515228998602,-0.048,goes_to_zero,gaussian_fourier_tail,0.958908854633,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.002,1.02801629813,0.002,0.0515228998602,-0.048,goes_to_zero,exponential_tail_proxy,0.94978189984,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.002,1.02801629813,0.002,0.0515228998602,-0.048,goes_to_zero,compact_fejer_transition_proxy,0.94847710014,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.004,1.05681750921,0.004,0.0529663807831,-0.046,goes_to_zero,gaussian_fourier_tail,0.957758694345,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.004,1.05681750921,0.004,0.0529663807831,-0.046,goes_to_zero,exponential_tail_proxy,0.948411896812,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.004,1.05681750921,0.004,0.0529663807831,-0.046,goes_to_zero,compact_fejer_transition_proxy,0.947033619217,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.006,1.08642562362,0.006,0.0544503026978,-0.044,goes_to_zero,gaussian_fourier_tail,0.95657640251,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.006,1.08642562362,0.006,0.0544503026978,-0.044,goes_to_zero,exponential_tail_proxy,0.94700557131,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.006,1.08642562362,0.006,0.0544503026978,-0.044,goes_to_zero,compact_fejer_transition_proxy,0.945549697302,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.0559757986112,-0.042,goes_to_zero,gaussian_fourier_tail,0.955361086836,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.0559757986112,-0.042,goes_to_zero,exponential_tail_proxy,0.945562019528,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.0559757986112,-0.042,goes_to_zero,compact_fejer_transition_proxy,0.944024201389,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.057544033273,-0.04,goes_to_zero,gaussian_fourier_tail,0.954111830718,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.057544033273,-0.04,goes_to_zero,exponential_tail_proxy,0.944080318525,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.057544033273,-0.04,goes_to_zero,compact_fejer_transition_proxy,0.942455966727,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.02,1.31825673856,0.02,0.0660693901979,-0.03,goes_to_zero,gaussian_fourier_tail,0.94732258067,false,false,negative obstruction
1000000,25,high_energy,0.05,0.501187233627,0.0501187578,0.05,n_eta,polynomial,0.02,1.31825673856,0.02,0.0660693901979,-0.03,goes_to_zero,exponential_tail_proxy,0.936065908239,false,false,negative obstruction
