L,canonical_key,multiplicity,V,count_a,count_b,conflict,rank_proxy,cyclic_proxy,profile_expression,notes
4,0a3;0b4;1a0;2a5;2b0;3a6;4b6;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3a6;5a1;6a4,8,7,6,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3a6;5b1;6a4,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b1;4b5,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b1;5a4,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b5;4a1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b5;4b1,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b6;4a6;5a1,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b6;4a6;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b6;5a1;6a4,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;3b6;5b1;6a4,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4a1;5b3,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4a6;5a1;6b3,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4a6;5b1;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4b1;5b3,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4b3;5a1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4b3;5b1,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4b6;5a1;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;4b6;5b1;6b3,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;5a1;6a4;6b3,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a5;2b0;5b1;6a4;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3a5;4b6;5a1,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3a5;4b6;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3a5;5a1;6a4,8,7,6,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3a5;5b1;6a4,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b5;4b6;5a1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b5;4b6;5b1,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b5;5a1;6a4,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b5;5b1;6a4,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b6;4a5;5a1,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b6;4a5;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b6;4b5;5a1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b6;4b5;5b1,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;3b6;5a4;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;4a5;5a1;6b3,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;4a5;5b1;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;4b5;5a1;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;4b5;5b1;6b3,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;4b6;5a1;5b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;5a1;5b3;6a4,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2a6;2b0;5a4;5b1;6b3,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4a2,8,5,4,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4a5;5a2,8,6,5,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4a5;5b2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4b2,8,5,3,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4b5;5a2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;4b5;5b2,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a1;5a4;5b2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4a1,8,5,4,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4a5;5a1,8,6,5,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4a5;5b1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4b1,8,5,3,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4b5;5a1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;4b5;5b1,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a2;5a4;5b1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a4;5a1;5b2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a4;5a2;5b1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a1;5a2,8,6,5,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a1;5b2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a2;5a1,8,6,5,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a2;5b1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a6;5a1;6a2,8,7,6,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a6;5a1;6b2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a6;5b1;6a2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4a6;5b1;6b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b1;5a2,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b1;5b2,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b2;5a1,8,6,4,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b2;5b1,8,6,3,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b6;5a1;6a2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b6;5a1;6b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b6;5b1;6a2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;4b6;5b1;6b2,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;5a1;6a4;6b2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a5;5b1;6a4;6b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4a5;5a1;6a2,8,7,6,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4a5;5a1;6b2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4a5;5b1;6a2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4a5;5b1;6b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b5;5a1;6a2,8,7,5,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b5;5a1;6b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b5;5b1;6a2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b5;5b1;6b2,8,7,3,5,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1)*(n-2)*(n-3)*(n-4),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b6;5a1;5b2,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a3;0b4;1a0;2b0;3a6;4b6;5a2;5b1,8,7,4,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)*(n-4)*(n-5)*(n-6)/(n-0)*(n-1)*(n-2)*(n-3)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
