accepted_taxon_key	n_assertions	n_sources	n_compounds	n_papers	dominant_source	dominant_source_share
wfo:wfo-0000523244-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523338-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523353-2025-12	226	1	154	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523397-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523617-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523775-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000523801-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524041-2025-12	4	1	4	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524045-2025-12	1	1	1	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524162-2025-12	2	1	2	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524172-2025-12	22	1	11	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524243-2025-12	17	1	9	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524244-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524315-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524321-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524337-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524339-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524354-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524403-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524466-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524512-2025-12	23	1	13	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524599-2025-12	89	1	46	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524888-2025-12	40	1	25	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000524892-2025-12	8	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525101-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525115-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525183-2025-12	34	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525419-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525503-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000525956-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526081-2025-12	64	1	43	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526171-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526239-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526543-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526557-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526617-2025-12	10	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526730-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526834-2025-12	12	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000526918-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527157-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527309-2025-12	7	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527310-2025-12	4	1	2	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527317-2025-12	6	1	2	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527318-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527319-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527330-2025-12	6	1	2	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527332-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000527471-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528319-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528320-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528466-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528780-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528787-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528795-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528825-2025-12	32	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000528921-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000529011-2025-12	245	1	144	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000529101-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530085-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530168-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530192-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530251-2025-12	8	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530285-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530370-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530390-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530447-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530495-2025-12	60	1	29	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530523-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530552-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000530936-2025-12	10	1	1	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531090-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531157-2025-12	90	1	74	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531187-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531449-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531459-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531468-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531485-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531516-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531526-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531533-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531560-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531568-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531592-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531596-2025-12	20	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531708-2025-12	28	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531791-2025-12	5	1	2	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000531841-2025-12	14	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000532096-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000532598-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000532633-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000532749-2025-12	38	1	38	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000532865-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533054-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533072-2025-12	266	1	129	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533338-2025-12	33	1	20	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533427-2025-12	26	1	25	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533553-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533562-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533707-2025-12	9	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000533780-2025-12	10	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000534069-2025-12	55	1	11	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535021-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535069-2025-12	12	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535196-2025-12	4	1	3	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535467-2025-12	18	1	11	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535472-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535500-2025-12	1	1	1	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535637-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535705-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000535900-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536007-2025-12	16	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536020-2025-12	4	1	1	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536042-2025-12	464	1	264	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536076-2025-12	10	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536091-2025-12	32	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536100-2025-12	527	1	355	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536116-2025-12	10	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536126-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536154-2025-12	50	1	37	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536162-2025-12	59	1	20	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536202-2025-12	12	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536270-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536339-2025-12	17	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536351-2025-12	14	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536403-2025-12	172	1	127	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536413-2025-12	14	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536474-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536545-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536594-2025-12	35	1	21	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536820-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536881-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000536890-2025-12	28	1	28	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537295-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537325-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537493-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537650-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537656-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537666-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537707-2025-12	75	1	53	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537738-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537770-2025-12	39	1	25	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537829-2025-12	14	1	14	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537842-2025-12	18	1	12	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537847-2025-12	15	1	14	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537848-2025-12	155	1	82	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537852-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537901-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537905-2025-12	78	1	47	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537928-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537944-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537946-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537947-2025-12	145	1	102	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000537958-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538001-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538501-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538627-2025-12	44	1	25	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538692-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538857-2025-12	9	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000538920-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000539365-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000539697-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000539840-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000539906-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000539924-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000540302-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000540626-2025-12	752	1	453	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000540804-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000540915-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541095-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541210-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541251-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541311-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541324-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541560-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541607-2025-12	37	1	19	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000541830-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543088-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543147-2025-12	7	1	1	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543204-2025-12	34	1	24	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543220-2025-12	14	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543425-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543536-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543605-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543665-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543716-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000543738-2025-12	180	1	111	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544078-2025-12	9	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544112-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544123-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544135-2025-12	8	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544145-2025-12	8	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544255-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544329-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544471-2025-12	25	1	12	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544513-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544798-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000544833-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000545017-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000545028-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000545075-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000545193-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000545370-2025-12	7	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000546651-2025-12	7	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000546980-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547015-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547018-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547034-2025-12	110	1	29	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547065-2025-12	18	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547104-2025-12	7	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547453-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547477-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547501-2025-12	9	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547505-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547515-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547532-2025-12	8	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547536-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547555-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547595-2025-12	18	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547604-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547647-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547655-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547670-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547689-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547693-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547695-2025-12	3	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547706-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547718-2025-12	10	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547723-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547728-2025-12	46	1	23	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547798-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547799-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547851-2025-12	28	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547908-2025-12	17	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547928-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000547955-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548038-2025-12	6	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548049-2025-12	5	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548053-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548087-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548100-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548127-2025-12	13	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548153-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548189-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548208-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548250-2025-12	1	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548261-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548271-2025-12	2	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548277-2025-12	4	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
wfo:wfo-0000548284-2025-12	15	1	0	1	Dr. Duke Phytochemical and Ethnobotanical Databases	1.0
