taxon_canonical_name	n_occurrences	occurrence_source	envelope_source	envelope_version	extraction_date	bio1_median	bio1_iqr_25	bio1_iqr_75	bio2_median	bio2_iqr_25	bio2_iqr_75	bio3_median	bio3_iqr_25	bio3_iqr_75	bio4_median	bio4_iqr_25	bio4_iqr_75	bio5_median	bio5_iqr_25	bio5_iqr_75	bio6_median	bio6_iqr_25	bio6_iqr_75	bio7_median	bio7_iqr_25	bio7_iqr_75	bio8_median	bio8_iqr_25	bio8_iqr_75	bio9_median	bio9_iqr_25	bio9_iqr_75	bio10_median	bio10_iqr_25	bio10_iqr_75	bio11_median	bio11_iqr_25	bio11_iqr_75	bio12_median	bio12_iqr_25	bio12_iqr_75	bio13_median	bio13_iqr_25	bio13_iqr_75	bio14_median	bio14_iqr_25	bio14_iqr_75	bio15_median	bio15_iqr_25	bio15_iqr_75	bio16_median	bio16_iqr_25	bio16_iqr_75	bio17_median	bio17_iqr_25	bio17_iqr_75	bio18_median	bio18_iqr_25	bio18_iqr_75	bio19_median	bio19_iqr_25	bio19_iqr_75	license	attribution
Citrus latipes	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus maxima	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus medica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus reticulata	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus x aurantium	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus x limon	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus x limon (lemon)	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus x sinensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Citrus x sinensis (sweet orange)	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Cocos nucifera	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea arabica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea canephora	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea congensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea eugenioides	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea liberica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea racemosa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea stenophylla	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Coffea zanguebariae	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Colocasia esculenta	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Corchorus olitorius	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Corylus avellana	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Crocus sativus	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Cucurbita maxima	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Cucurbita moschata	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Cucurbita pepo	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Curcuma longa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Cynara cardunculus	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Daucus carota	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Digitaria exilis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Digitaria exilis (fonio)	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Digitaria longiflora	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dimocarpus longan	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea abyssinica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea alata	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea cayenensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea nummularia	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea pentaphylla	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea praehensilis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Dioscorea rotundata	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Diplotaxis erucoides	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Echinochloa frumentacea	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Elaeis guineensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
