check,alpha,N,d,N_mod_5,d_mod_5,lhs,rhs,residual,comment
diagonal_five_step,0,10,4,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,5,0,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,6,0,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,7,0,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,8,0,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,9,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,10,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,11,0,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,10,12,0,2,2,2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,0,1,0,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,1,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,2,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,3,1,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,4,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,5,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,6,1,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,7,1,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,8,1,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,9,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,10,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,11,1,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,11,12,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,0,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,1,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,2,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,3,2,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,4,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,5,2,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,6,2,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,7,2,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,8,2,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,9,2,4,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,10,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,11,2,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,12,12,2,2,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,0,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,1,3,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,2,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,3,3,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,4,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,5,3,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,6,3,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,7,3,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,8,3,3,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,9,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,10,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,11,3,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,13,12,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,0,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,1,4,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,2,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,3,4,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,4,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,5,4,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,6,4,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,7,4,2,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,8,4,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,9,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,10,4,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,11,4,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,14,12,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,0,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,1,0,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,2,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,3,0,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,4,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,5,0,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,6,0,1,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,7,0,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,8,0,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,9,0,4,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,10,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,11,0,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,15,12,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,0,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,1,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,2,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,3,1,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,4,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,5,1,0,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,6,1,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,7,1,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,8,1,3,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,9,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,10,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,11,1,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,16,12,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,0,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,1,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,2,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,3,2,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,4,2,4,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,5,2,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,6,2,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,7,2,2,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,8,2,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,9,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,10,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,11,2,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,17,12,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,0,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,1,3,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,2,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,3,3,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,4,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,5,3,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,6,3,1,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,7,3,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,8,3,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,9,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,10,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,11,3,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,18,12,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,0,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,1,4,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,2,4,2,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,3,4,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,4,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,5,4,0,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,6,4,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,7,4,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,8,4,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,9,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,10,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,11,4,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,19,12,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,0,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,1,0,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,2,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,3,0,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,4,0,4,-2,-2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,5,0,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,6,0,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,7,0,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,8,0,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,9,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,10,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,11,0,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,20,12,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,0,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,1,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,2,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,3,1,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,4,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,5,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,6,1,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,7,1,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,8,1,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,9,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,10,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,11,1,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,21,12,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,0,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,1,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,2,2,2,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,3,2,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,4,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,5,2,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,6,2,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,7,2,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,8,2,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,9,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,10,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,11,2,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,22,12,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,0,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,1,3,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,2,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,3,3,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,4,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,5,3,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,6,3,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,7,3,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,8,3,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,9,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,10,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,11,3,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,23,12,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,0,4,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,1,4,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,2,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,3,4,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,4,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,5,4,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,6,4,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,7,4,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,8,4,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,9,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,10,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,11,4,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,24,12,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,0,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,1,0,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,2,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,3,0,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,4,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,5,0,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,6,0,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,7,0,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,8,0,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,9,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,10,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,11,0,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,25,12,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,0,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,1,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,2,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,3,1,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,4,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,5,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,6,1,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,7,1,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,8,1,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,9,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,10,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,11,1,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,26,12,1,2,2,2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,0,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,1,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,2,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,3,2,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,4,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,5,2,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,6,2,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,7,2,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,8,2,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,9,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,10,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,11,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,27,12,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,0,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,1,3,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,2,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,3,3,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,4,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,5,3,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,6,3,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,7,3,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,8,3,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,9,3,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,10,3,0,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,11,3,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,28,12,3,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,0,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,1,4,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,2,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,3,4,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,4,4,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,5,4,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,6,4,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,7,4,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,8,4,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,9,4,4,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,10,4,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,11,4,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,29,12,4,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,0,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,1,0,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,2,0,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,3,0,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,4,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,5,0,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,6,0,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,7,0,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,8,0,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,9,0,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,10,0,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,11,0,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,30,12,0,2,2,2,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,0,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,1,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,2,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,3,1,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,4,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,5,1,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,6,1,1,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,7,1,2,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,8,1,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,9,1,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,10,1,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,11,1,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,31,12,1,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,0,2,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,1,2,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,2,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,3,2,3,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,4,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,5,2,0,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,6,2,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,7,2,2,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,8,2,3,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,9,2,4,-1,-1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,10,2,0,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,11,2,1,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,32,12,2,2,1,1,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,33,0,3,0,0,0,0,five-step expansion shifts terminal offset from d to d+5
diagonal_five_step,0,33,1,3,1,1,1,0,five-step expansion shifts terminal offset from d to d+5
