alpha,weight,partition,length,allowed_residues,multiplicity_vector,runner_counts,allowed_count_difference,quotient_sum,max_part
0,26,4 4 4 4 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:10;4:0:4,0 10 0 0 4,6,0,4
0,26,4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1,17,1 4,1:0:14;4:0:3,0 14 0 0 3,11,0,4
0,26,4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,20,1 4,1:0:18;4:0:2,0 18 0 0 2,16,0,4
0,26,4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,23,1 4,1:0:22;4:0:1,0 22 0 0 1,21,0,4
0,26,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,26,1 4,1:0:26,0 26 0 0 0,26,0,1
0,27,26 1,2,1 4,1:0:1;1:5:1,0 2 0 0 0,2,5,26
0,27,24 1 1 1,4,1 4,1:0:3;4:4:1,0 3 0 0 1,2,4,24
0,27,21 6,2,1 4,1:1:1;1:4:1,0 2 0 0 0,2,5,21
0,27,21 4 1 1,4,1 4,1:0:2;1:4:1;4:0:1,0 3 0 0 1,2,4,21
0,27,21 1 1 1 1 1 1,7,1 4,1:0:6;1:4:1,0 7 0 0 0,7,4,21
0,27,19 6 1 1,4,1 4,1:0:2;1:1:1;4:3:1,0 3 0 0 1,2,4,19
0,27,19 4 4,3,1 4,4:0:2;4:3:1,0 0 0 0 3,-3,3,19
0,27,19 4 1 1 1 1,6,1 4,1:0:4;4:0:1;4:3:1,0 4 0 0 2,2,3,19
0,27,19 1 1 1 1 1 1 1 1,9,1 4,1:0:8;4:3:1,0 8 0 0 1,7,3,19
0,27,16 11,2,1 4,1:2:1;1:3:1,0 2 0 0 0,2,5,16
0,27,16 9 1 1,4,1 4,1:0:2;1:3:1;4:1:1,0 3 0 0 1,2,4,16
0,27,16 6 4 1,4,1 4,1:0:1;1:1:1;1:3:1;4:0:1,0 3 0 0 1,2,4,16
0,27,16 6 1 1 1 1 1,7,1 4,1:0:5;1:1:1;1:3:1,0 7 0 0 0,7,4,16
0,27,16 4 4 1 1 1,6,1 4,1:0:3;1:3:1;4:0:2,0 4 0 0 2,2,3,16
0,27,16 4 1 1 1 1 1 1 1,9,1 4,1:0:7;1:3:1;4:0:1,0 8 0 0 1,7,3,16
0,27,16 1 1 1 1 1 1 1 1 1 1 1,12,1 4,1:0:11;1:3:1,0 12 0 0 0,12,3,16
0,27,14 11 1 1,4,1 4,1:0:2;1:2:1;4:2:1,0 3 0 0 1,2,4,14
0,27,14 9 4,3,1 4,4:0:1;4:1:1;4:2:1,0 0 0 0 3,-3,3,14
0,27,14 9 1 1 1 1,6,1 4,1:0:4;4:1:1;4:2:1,0 4 0 0 2,2,3,14
0,27,14 6 6 1,4,1 4,1:0:1;1:1:2;4:2:1,0 3 0 0 1,2,4,14
0,27,14 6 4 1 1 1,6,1 4,1:0:3;1:1:1;4:0:1;4:2:1,0 4 0 0 2,2,3,14
0,27,14 6 1 1 1 1 1 1 1,9,1 4,1:0:7;1:1:1;4:2:1,0 8 0 0 1,7,3,14
0,27,14 4 4 4 1,5,1 4,1:0:1;4:0:3;4:2:1,0 1 0 0 4,-3,2,14
0,27,14 4 4 1 1 1 1 1,8,1 4,1:0:5;4:0:2;4:2:1,0 5 0 0 3,2,2,14
0,27,14 4 1 1 1 1 1 1 1 1 1,11,1 4,1:0:9;4:0:1;4:2:1,0 9 0 0 2,7,2,14
0,27,14 1 1 1 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:13;4:2:1,0 13 0 0 1,12,2,14
0,27,11 11 4 1,4,1 4,1:0:1;1:2:2;4:0:1,0 3 0 0 1,2,4,11
0,27,11 11 1 1 1 1 1,7,1 4,1:0:5;1:2:2,0 7 0 0 0,7,4,11
0,27,11 9 6 1,4,1 4,1:0:1;1:1:1;1:2:1;4:1:1,0 3 0 0 1,2,4,11
0,27,11 9 4 1 1 1,6,1 4,1:0:3;1:2:1;4:0:1;4:1:1,0 4 0 0 2,2,3,11
0,27,11 9 1 1 1 1 1 1 1,9,1 4,1:0:7;1:2:1;4:1:1,0 8 0 0 1,7,3,11
0,27,11 6 6 4,4,1 4,1:1:2;1:2:1;4:0:1,0 3 0 0 1,2,4,11
0,27,11 6 6 1 1 1 1,7,1 4,1:0:4;1:1:2;1:2:1,0 7 0 0 0,7,4,11
0,27,11 6 4 4 1 1,6,1 4,1:0:2;1:1:1;1:2:1;4:0:2,0 4 0 0 2,2,3,11
0,27,11 6 4 1 1 1 1 1 1,9,1 4,1:0:6;1:1:1;1:2:1;4:0:1,0 8 0 0 1,7,3,11
0,27,11 6 1 1 1 1 1 1 1 1 1 1,12,1 4,1:0:10;1:1:1;1:2:1,0 12 0 0 0,12,3,11
0,27,11 4 4 4 4,5,1 4,1:2:1;4:0:4,0 1 0 0 4,-3,2,11
0,27,11 4 4 4 1 1 1 1,8,1 4,1:0:4;1:2:1;4:0:3,0 5 0 0 3,2,2,11
0,27,11 4 4 1 1 1 1 1 1 1 1,11,1 4,1:0:8;1:2:1;4:0:2,0 9 0 0 2,7,2,11
0,27,11 4 1 1 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:12;1:2:1;4:0:1,0 13 0 0 1,12,2,11
0,27,11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,17,1 4,1:0:16;1:2:1,0 17 0 0 0,17,2,11
0,27,9 9 9,3,1 4,4:1:3,0 0 0 0 3,-3,3,9
0,27,9 9 6 1 1 1,6,1 4,1:0:3;1:1:1;4:1:2,0 4 0 0 2,2,3,9
0,27,9 9 4 4 1,5,1 4,1:0:1;4:0:2;4:1:2,0 1 0 0 4,-3,2,9
0,27,9 9 4 1 1 1 1 1,8,1 4,1:0:5;4:0:1;4:1:2,0 5 0 0 3,2,2,9
0,27,9 9 1 1 1 1 1 1 1 1 1,11,1 4,1:0:9;4:1:2,0 9 0 0 2,7,2,9
0,27,9 6 6 6,4,1 4,1:1:3;4:1:1,0 3 0 0 1,2,4,9
0,27,9 6 6 4 1 1,6,1 4,1:0:2;1:1:2;4:0:1;4:1:1,0 4 0 0 2,2,3,9
0,27,9 6 6 1 1 1 1 1 1,9,1 4,1:0:6;1:1:2;4:1:1,0 8 0 0 1,7,3,9
0,27,9 6 4 4 4,5,1 4,1:1:1;4:0:3;4:1:1,0 1 0 0 4,-3,2,9
0,27,9 6 4 4 1 1 1 1,8,1 4,1:0:4;1:1:1;4:0:2;4:1:1,0 5 0 0 3,2,2,9
0,27,9 6 4 1 1 1 1 1 1 1 1,11,1 4,1:0:8;1:1:1;4:0:1;4:1:1,0 9 0 0 2,7,2,9
0,27,9 6 1 1 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:12;1:1:1;4:1:1,0 13 0 0 1,12,2,9
0,27,9 4 4 4 4 1 1,7,1 4,1:0:2;4:0:4;4:1:1,0 2 0 0 5,-3,1,9
0,27,9 4 4 4 1 1 1 1 1 1,10,1 4,1:0:6;4:0:3;4:1:1,0 6 0 0 4,2,1,9
0,27,9 4 4 1 1 1 1 1 1 1 1 1 1,13,1 4,1:0:10;4:0:2;4:1:1,0 10 0 0 3,7,1,9
0,27,9 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1,16,1 4,1:0:14;4:0:1;4:1:1,0 14 0 0 2,12,1,9
0,27,9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,19,1 4,1:0:18;4:1:1,0 18 0 0 1,17,1,9
0,27,6 6 6 6 1 1 1,7,1 4,1:0:3;1:1:4,0 7 0 0 0,7,4,6
0,27,6 6 6 4 4 1,6,1 4,1:0:1;1:1:3;4:0:2,0 4 0 0 2,2,3,6
0,27,6 6 6 4 1 1 1 1 1,9,1 4,1:0:5;1:1:3;4:0:1,0 8 0 0 1,7,3,6
0,27,6 6 6 1 1 1 1 1 1 1 1 1,12,1 4,1:0:9;1:1:3,0 12 0 0 0,12,3,6
0,27,6 6 4 4 4 1 1 1,8,1 4,1:0:3;1:1:2;4:0:3,0 5 0 0 3,2,2,6
0,27,6 6 4 4 1 1 1 1 1 1 1,11,1 4,1:0:7;1:1:2;4:0:2,0 9 0 0 2,7,2,6
0,27,6 6 4 1 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:11;1:1:2;4:0:1,0 13 0 0 1,12,2,6
0,27,6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,17,1 4,1:0:15;1:1:2,0 17 0 0 0,17,2,6
0,27,6 4 4 4 4 4 1,7,1 4,1:0:1;1:1:1;4:0:5,0 2 0 0 5,-3,1,6
0,27,6 4 4 4 4 1 1 1 1 1,10,1 4,1:0:5;1:1:1;4:0:4,0 6 0 0 4,2,1,6
0,27,6 4 4 4 1 1 1 1 1 1 1 1 1,13,1 4,1:0:9;1:1:1;4:0:3,0 10 0 0 3,7,1,6
0,27,6 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1,16,1 4,1:0:13;1:1:1;4:0:2,0 14 0 0 2,12,1,6
0,27,6 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,19,1 4,1:0:17;1:1:1;4:0:1,0 18 0 0 1,17,1,6
0,27,6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,22,1 4,1:0:21;1:1:1,0 22 0 0 0,22,1,6
0,27,4 4 4 4 4 4 1 1 1,9,1 4,1:0:3;4:0:6,0 3 0 0 6,-3,0,4
0,27,4 4 4 4 4 1 1 1 1 1 1 1,12,1 4,1:0:7;4:0:5,0 7 0 0 5,2,0,4
0,27,4 4 4 4 1 1 1 1 1 1 1 1 1 1 1,15,1 4,1:0:11;4:0:4,0 11 0 0 4,7,0,4
0,27,4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,18,1 4,1:0:15;4:0:3,0 15 0 0 3,12,0,4
0,27,4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,21,1 4,1:0:19;4:0:2,0 19 0 0 2,17,0,4
0,27,4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,24,1 4,1:0:23;4:0:1,0 23 0 0 1,22,0,4
0,27,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,27,1 4,1:0:27,0 27 0 0 0,27,0,1
0,28,26 1 1,3,1 4,1:0:2;1:5:1,0 3 0 0 0,3,5,26
0,28,24 4,2,1 4,4:0:1;4:4:1,0 0 0 0 2,-2,4,24
0,28,24 1 1 1 1,5,1 4,1:0:4;4:4:1,0 4 0 0 1,3,4,24
0,28,21 6 1,3,1 4,1:0:1;1:1:1;1:4:1,0 3 0 0 0,3,5,21
0,28,21 4 1 1 1,5,1 4,1:0:3;1:4:1;4:0:1,0 4 0 0 1,3,4,21
0,28,21 1 1 1 1 1 1 1,8,1 4,1:0:7;1:4:1,0 8 0 0 0,8,4,21
0,28,19 9,2,1 4,4:1:1;4:3:1,0 0 0 0 2,-2,4,19
0,28,19 6 1 1 1,5,1 4,1:0:3;1:1:1;4:3:1,0 4 0 0 1,3,4,19
0,28,19 4 4 1,4,1 4,1:0:1;4:0:2;4:3:1,0 1 0 0 3,-2,3,19
0,28,19 4 1 1 1 1 1,7,1 4,1:0:5;4:0:1;4:3:1,0 5 0 0 2,3,3,19
0,28,19 1 1 1 1 1 1 1 1 1,10,1 4,1:0:9;4:3:1,0 9 0 0 1,8,3,19
0,28,16 11 1,3,1 4,1:0:1;1:2:1;1:3:1,0 3 0 0 0,3,5,16
0,28,16 9 1 1 1,5,1 4,1:0:3;1:3:1;4:1:1,0 4 0 0 1,3,4,16
0,28,16 6 6,3,1 4,1:1:2;1:3:1,0 3 0 0 0,3,5,16
0,28,16 6 4 1 1,5,1 4,1:0:2;1:1:1;1:3:1;4:0:1,0 4 0 0 1,3,4,16
0,28,16 6 1 1 1 1 1 1,8,1 4,1:0:6;1:1:1;1:3:1,0 8 0 0 0,8,4,16
0,28,16 4 4 4,4,1 4,1:3:1;4:0:3,0 1 0 0 3,-2,3,16
0,28,16 4 4 1 1 1 1,7,1 4,1:0:4;1:3:1;4:0:2,0 5 0 0 2,3,3,16
0,28,16 4 1 1 1 1 1 1 1 1,10,1 4,1:0:8;1:3:1;4:0:1,0 9 0 0 1,8,3,16
0,28,16 1 1 1 1 1 1 1 1 1 1 1 1,13,1 4,1:0:12;1:3:1,0 13 0 0 0,13,3,16
0,28,14 14,2,1 4,4:2:2,0 0 0 0 2,-2,4,14
0,28,14 11 1 1 1,5,1 4,1:0:3;1:2:1;4:2:1,0 4 0 0 1,3,4,14
0,28,14 9 4 1,4,1 4,1:0:1;4:0:1;4:1:1;4:2:1,0 1 0 0 3,-2,3,14
0,28,14 9 1 1 1 1 1,7,1 4,1:0:5;4:1:1;4:2:1,0 5 0 0 2,3,3,14
0,28,14 6 6 1 1,5,1 4,1:0:2;1:1:2;4:2:1,0 4 0 0 1,3,4,14
0,28,14 6 4 4,4,1 4,1:1:1;4:0:2;4:2:1,0 1 0 0 3,-2,3,14
0,28,14 6 4 1 1 1 1,7,1 4,1:0:4;1:1:1;4:0:1;4:2:1,0 5 0 0 2,3,3,14
0,28,14 6 1 1 1 1 1 1 1 1,10,1 4,1:0:8;1:1:1;4:2:1,0 9 0 0 1,8,3,14
0,28,14 4 4 4 1 1,6,1 4,1:0:2;4:0:3;4:2:1,0 2 0 0 4,-2,2,14
0,28,14 4 4 1 1 1 1 1 1,9,1 4,1:0:6;4:0:2;4:2:1,0 6 0 0 3,3,2,14
0,28,14 4 1 1 1 1 1 1 1 1 1 1,12,1 4,1:0:10;4:0:1;4:2:1,0 10 0 0 2,8,2,14
0,28,14 1 1 1 1 1 1 1 1 1 1 1 1 1 1,15,1 4,1:0:14;4:2:1,0 14 0 0 1,13,2,14
0,28,11 11 6,3,1 4,1:1:1;1:2:2,0 3 0 0 0,3,5,11
0,28,11 11 4 1 1,5,1 4,1:0:2;1:2:2;4:0:1,0 4 0 0 1,3,4,11
0,28,11 11 1 1 1 1 1 1,8,1 4,1:0:6;1:2:2,0 8 0 0 0,8,4,11
0,28,11 9 6 1 1,5,1 4,1:0:2;1:1:1;1:2:1;4:1:1,0 4 0 0 1,3,4,11
0,28,11 9 4 4,4,1 4,1:2:1;4:0:2;4:1:1,0 1 0 0 3,-2,3,11
0,28,11 9 4 1 1 1 1,7,1 4,1:0:4;1:2:1;4:0:1;4:1:1,0 5 0 0 2,3,3,11
0,28,11 9 1 1 1 1 1 1 1 1,10,1 4,1:0:8;1:2:1;4:1:1,0 9 0 0 1,8,3,11
0,28,11 6 6 4 1,5,1 4,1:0:1;1:1:2;1:2:1;4:0:1,0 4 0 0 1,3,4,11
0,28,11 6 6 1 1 1 1 1,8,1 4,1:0:5;1:1:2;1:2:1,0 8 0 0 0,8,4,11
0,28,11 6 4 4 1 1 1,7,1 4,1:0:3;1:1:1;1:2:1;4:0:2,0 5 0 0 2,3,3,11
0,28,11 6 4 1 1 1 1 1 1 1,10,1 4,1:0:7;1:1:1;1:2:1;4:0:1,0 9 0 0 1,8,3,11
0,28,11 6 1 1 1 1 1 1 1 1 1 1 1,13,1 4,1:0:11;1:1:1;1:2:1,0 13 0 0 0,13,3,11
0,28,11 4 4 4 4 1,6,1 4,1:0:1;1:2:1;4:0:4,0 2 0 0 4,-2,2,11
0,28,11 4 4 4 1 1 1 1 1,9,1 4,1:0:5;1:2:1;4:0:3,0 6 0 0 3,3,2,11
0,28,11 4 4 1 1 1 1 1 1 1 1 1,12,1 4,1:0:9;1:2:1;4:0:2,0 10 0 0 2,8,2,11
0,28,11 4 1 1 1 1 1 1 1 1 1 1 1 1 1,15,1 4,1:0:13;1:2:1;4:0:1,0 14 0 0 1,13,2,11
0,28,11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,18,1 4,1:0:17;1:2:1,0 18 0 0 0,18,2,11
0,28,9 9 9 1,4,1 4,1:0:1;4:1:3,0 1 0 0 3,-2,3,9
0,28,9 9 6 4,4,1 4,1:1:1;4:0:1;4:1:2,0 1 0 0 3,-2,3,9
0,28,9 9 6 1 1 1 1,7,1 4,1:0:4;1:1:1;4:1:2,0 5 0 0 2,3,3,9
0,28,9 9 4 4 1 1,6,1 4,1:0:2;4:0:2;4:1:2,0 2 0 0 4,-2,2,9
0,28,9 9 4 1 1 1 1 1 1,9,1 4,1:0:6;4:0:1;4:1:2,0 6 0 0 3,3,2,9
0,28,9 9 1 1 1 1 1 1 1 1 1 1,12,1 4,1:0:10;4:1:2,0 10 0 0 2,8,2,9
0,28,9 6 6 6 1,5,1 4,1:0:1;1:1:3;4:1:1,0 4 0 0 1,3,4,9
0,28,9 6 6 4 1 1 1,7,1 4,1:0:3;1:1:2;4:0:1;4:1:1,0 5 0 0 2,3,3,9
0,28,9 6 6 1 1 1 1 1 1 1,10,1 4,1:0:7;1:1:2;4:1:1,0 9 0 0 1,8,3,9
0,28,9 6 4 4 4 1,6,1 4,1:0:1;1:1:1;4:0:3;4:1:1,0 2 0 0 4,-2,2,9
0,28,9 6 4 4 1 1 1 1 1,9,1 4,1:0:5;1:1:1;4:0:2;4:1:1,0 6 0 0 3,3,2,9
0,28,9 6 4 1 1 1 1 1 1 1 1 1,12,1 4,1:0:9;1:1:1;4:0:1;4:1:1,0 10 0 0 2,8,2,9
0,28,9 6 1 1 1 1 1 1 1 1 1 1 1 1 1,15,1 4,1:0:13;1:1:1;4:1:1,0 14 0 0 1,13,2,9
0,28,9 4 4 4 4 1 1 1,8,1 4,1:0:3;4:0:4;4:1:1,0 3 0 0 5,-2,1,9
0,28,9 4 4 4 1 1 1 1 1 1 1,11,1 4,1:0:7;4:0:3;4:1:1,0 7 0 0 4,3,1,9
0,28,9 4 4 1 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:11;4:0:2;4:1:1,0 11 0 0 3,8,1,9
0,28,9 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,17,1 4,1:0:15;4:0:1;4:1:1,0 15 0 0 2,13,1,9
0,28,9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,20,1 4,1:0:19;4:1:1,0 19 0 0 1,18,1,9
0,28,6 6 6 6 4,5,1 4,1:1:4;4:0:1,0 4 0 0 1,3,4,6
0,28,6 6 6 6 1 1 1 1,8,1 4,1:0:4;1:1:4,0 8 0 0 0,8,4,6
0,28,6 6 6 4 4 1 1,7,1 4,1:0:2;1:1:3;4:0:2,0 5 0 0 2,3,3,6
0,28,6 6 6 4 1 1 1 1 1 1,10,1 4,1:0:6;1:1:3;4:0:1,0 9 0 0 1,8,3,6
0,28,6 6 6 1 1 1 1 1 1 1 1 1 1,13,1 4,1:0:10;1:1:3,0 13 0 0 0,13,3,6
0,28,6 6 4 4 4 4,6,1 4,1:1:2;4:0:4,0 2 0 0 4,-2,2,6
0,28,6 6 4 4 4 1 1 1 1,9,1 4,1:0:4;1:1:2;4:0:3,0 6 0 0 3,3,2,6
0,28,6 6 4 4 1 1 1 1 1 1 1 1,12,1 4,1:0:8;1:1:2;4:0:2,0 10 0 0 2,8,2,6
0,28,6 6 4 1 1 1 1 1 1 1 1 1 1 1 1,15,1 4,1:0:12;1:1:2;4:0:1,0 14 0 0 1,13,2,6
0,28,6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,18,1 4,1:0:16;1:1:2,0 18 0 0 0,18,2,6
0,28,6 4 4 4 4 4 1 1,8,1 4,1:0:2;1:1:1;4:0:5,0 3 0 0 5,-2,1,6
0,28,6 4 4 4 4 1 1 1 1 1 1,11,1 4,1:0:6;1:1:1;4:0:4,0 7 0 0 4,3,1,6
0,28,6 4 4 4 1 1 1 1 1 1 1 1 1 1,14,1 4,1:0:10;1:1:1;4:0:3,0 11 0 0 3,8,1,6
0,28,6 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1,17,1 4,1:0:14;1:1:1;4:0:2,0 15 0 0 2,13,1,6
0,28,6 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,20,1 4,1:0:18;1:1:1;4:0:1,0 19 0 0 1,18,1,6
0,28,6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,23,1 4,1:0:22;1:1:1,0 23 0 0 0,23,1,6
0,28,4 4 4 4 4 4 4,7,1 4,4:0:7,0 0 0 0 7,-7,0,4
0,28,4 4 4 4 4 4 1 1 1 1,10,1 4,1:0:4;4:0:6,0 4 0 0 6,-2,0,4
0,28,4 4 4 4 4 1 1 1 1 1 1 1 1,13,1 4,1:0:8;4:0:5,0 8 0 0 5,3,0,4
0,28,4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1,16,1 4,1:0:12;4:0:4,0 12 0 0 4,8,0,4
0,28,4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,19,1 4,1:0:16;4:0:3,0 16 0 0 3,13,0,4
0,28,4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,22,1 4,1:0:20;4:0:2,0 20 0 0 2,18,0,4
0,28,4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,25,1 4,1:0:24;4:0:1,0 24 0 0 1,23,0,4
0,28,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,28,1 4,1:0:28,0 28 0 0 0,28,0,1
1,0,,0,2 3,,0 0 0 0 0,0,0,0
1,2,2,1,2 3,2:0:1,0 0 1 0 0,1,0,2
1,3,3,1,2 3,3:0:1,0 0 0 1 0,-1,0,3
1,4,2 2,2,2 3,2:0:2,0 0 2 0 0,2,0,2
1,5,3 2,2,2 3,2:0:1;3:0:1,0 0 1 1 0,0,0,3
1,6,3 3,2,2 3,3:0:2,0 0 0 2 0,-2,0,3
1,6,2 2 2,3,2 3,2:0:3,0 0 3 0 0,3,0,2
1,7,7,1,2 3,2:1:1,0 0 1 0 0,1,1,7
1,7,3 2 2,3,2 3,2:0:2;3:0:1,0 0 2 1 0,1,0,3
1,8,8,1,2 3,3:1:1,0 0 0 1 0,-1,1,8
1,8,3 3 2,3,2 3,2:0:1;3:0:2,0 0 1 2 0,-1,0,3
1,8,2 2 2 2,4,2 3,2:0:4,0 0 4 0 0,4,0,2
1,9,7 2,2,2 3,2:0:1;2:1:1,0 0 2 0 0,2,1,7
1,9,3 3 3,3,2 3,3:0:3,0 0 0 3 0,-3,0,3
1,9,3 2 2 2,4,2 3,2:0:3;3:0:1,0 0 3 1 0,2,0,3
1,10,8 2,2,2 3,2:0:1;3:1:1,0 0 1 1 0,0,1,8
1,10,7 3,2,2 3,2:1:1;3:0:1,0 0 1 1 0,0,1,7
1,10,3 3 2 2,4,2 3,2:0:2;3:0:2,0 0 2 2 0,0,0,3
1,10,2 2 2 2 2,5,2 3,2:0:5,0 0 5 0 0,5,0,2
1,11,8 3,2,2 3,3:0:1;3:1:1,0 0 0 2 0,-2,1,8
1,11,7 2 2,3,2 3,2:0:2;2:1:1,0 0 3 0 0,3,1,7
1,11,3 3 3 2,4,2 3,2:0:1;3:0:3,0 0 1 3 0,-2,0,3
1,11,3 2 2 2 2,5,2 3,2:0:4;3:0:1,0 0 4 1 0,3,0,3
1,12,12,1,2 3,2:2:1,0 0 1 0 0,1,2,12
1,12,8 2 2,3,2 3,2:0:2;3:1:1,0 0 2 1 0,1,1,8
1,12,7 3 2,3,2 3,2:0:1;2:1:1;3:0:1,0 0 2 1 0,1,1,7
1,12,3 3 3 3,4,2 3,3:0:4,0 0 0 4 0,-4,0,3
1,12,3 3 2 2 2,5,2 3,2:0:3;3:0:2,0 0 3 2 0,1,0,3
1,12,2 2 2 2 2 2,6,2 3,2:0:6,0 0 6 0 0,6,0,2
1,13,13,1,2 3,3:2:1,0 0 0 1 0,-1,2,13
1,13,8 3 2,3,2 3,2:0:1;3:0:1;3:1:1,0 0 1 2 0,-1,1,8
1,13,7 3 3,3,2 3,2:1:1;3:0:2,0 0 1 2 0,-1,1,7
1,13,7 2 2 2,4,2 3,2:0:3;2:1:1,0 0 4 0 0,4,1,7
1,13,3 3 3 2 2,5,2 3,2:0:2;3:0:3,0 0 2 3 0,-1,0,3
1,13,3 2 2 2 2 2,6,2 3,2:0:5;3:0:1,0 0 5 1 0,4,0,3
1,14,12 2,2,2 3,2:0:1;2:2:1,0 0 2 0 0,2,2,12
1,14,8 3 3,3,2 3,3:0:2;3:1:1,0 0 0 3 0,-3,1,8
1,14,8 2 2 2,4,2 3,2:0:3;3:1:1,0 0 3 1 0,2,1,8
1,14,7 7,2,2 3,2:1:2,0 0 2 0 0,2,2,7
1,14,7 3 2 2,4,2 3,2:0:2;2:1:1;3:0:1,0 0 3 1 0,2,1,7
1,14,3 3 3 3 2,5,2 3,2:0:1;3:0:4,0 0 1 4 0,-3,0,3
1,14,3 3 2 2 2 2,6,2 3,2:0:4;3:0:2,0 0 4 2 0,2,0,3
1,14,2 2 2 2 2 2 2,7,2 3,2:0:7,0 0 7 0 0,7,0,2
1,15,13 2,2,2 3,2:0:1;3:2:1,0 0 1 1 0,0,2,13
1,15,12 3,2,2 3,2:2:1;3:0:1,0 0 1 1 0,0,2,12
1,15,8 7,2,2 3,2:1:1;3:1:1,0 0 1 1 0,0,2,8
1,15,8 3 2 2,4,2 3,2:0:2;3:0:1;3:1:1,0 0 2 2 0,0,1,8
1,15,7 3 3 2,4,2 3,2:0:1;2:1:1;3:0:2,0 0 2 2 0,0,1,7
1,15,7 2 2 2 2,5,2 3,2:0:4;2:1:1,0 0 5 0 0,5,1,7
1,15,3 3 3 3 3,5,2 3,3:0:5,0 0 0 5 0,-5,0,3
1,15,3 3 3 2 2 2,6,2 3,2:0:3;3:0:3,0 0 3 3 0,0,0,3
1,15,3 2 2 2 2 2 2,7,2 3,2:0:6;3:0:1,0 0 6 1 0,5,0,3
1,16,13 3,2,2 3,3:0:1;3:2:1,0 0 0 2 0,-2,2,13
1,16,12 2 2,3,2 3,2:0:2;2:2:1,0 0 3 0 0,3,2,12
1,16,8 8,2,2 3,3:1:2,0 0 0 2 0,-2,2,8
1,16,8 3 3 2,4,2 3,2:0:1;3:0:2;3:1:1,0 0 1 3 0,-2,1,8
1,16,8 2 2 2 2,5,2 3,2:0:4;3:1:1,0 0 4 1 0,3,1,8
1,16,7 7 2,3,2 3,2:0:1;2:1:2,0 0 3 0 0,3,2,7
1,16,7 3 3 3,4,2 3,2:1:1;3:0:3,0 0 1 3 0,-2,1,7
1,16,7 3 2 2 2,5,2 3,2:0:3;2:1:1;3:0:1,0 0 4 1 0,3,1,7
1,16,3 3 3 3 2 2,6,2 3,2:0:2;3:0:4,0 0 2 4 0,-2,0,3
1,16,3 3 2 2 2 2 2,7,2 3,2:0:5;3:0:2,0 0 5 2 0,3,0,3
1,16,2 2 2 2 2 2 2 2,8,2 3,2:0:8,0 0 8 0 0,8,0,2
1,17,17,1,2 3,2:3:1,0 0 1 0 0,1,3,17
1,17,13 2 2,3,2 3,2:0:2;3:2:1,0 0 2 1 0,1,2,13
1,17,12 3 2,3,2 3,2:0:1;2:2:1;3:0:1,0 0 2 1 0,1,2,12
1,17,8 7 2,3,2 3,2:0:1;2:1:1;3:1:1,0 0 2 1 0,1,2,8
1,17,8 3 3 3,4,2 3,3:0:3;3:1:1,0 0 0 4 0,-4,1,8
1,17,8 3 2 2 2,5,2 3,2:0:3;3:0:1;3:1:1,0 0 3 2 0,1,1,8
1,17,7 7 3,3,2 3,2:1:2;3:0:1,0 0 2 1 0,1,2,7
