genus_key	genus_label	family_key	family_label	n_taxa_scored	evidence_supported_taxa	structural_only_taxa	data_limited_unknown_taxa	evidence_supported_fraction	ploidy_entropy_norm	hotspot_score	mean_tci	min_tci	n_chrom_records_in_genus	data_sufficiency
wfo:wfo-4000025368-2025-12	Nasturtium			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025370-2025-12	Nastus	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025373-2025-12	Nathaliella	wfo:wfo-7000000561-2025-12	Scrophulariaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025377-2025-12	Natsiatopsis	wfo:wfo-7000000298-2025-12	Icacinaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025378-2025-12	Natsiatum	wfo:wfo-7000000298-2025-12	Icacinaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025381-2025-12	Nauclea	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025382-2025-12	Naucleopsis	wfo:wfo-7000000395-2025-12	Moraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025385-2025-12	Naudinia	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025389-2025-12	Naufraga	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025393-2025-12	Nautilocalyx			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025395-2025-12	Nautonia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025399-2025-12	Navarretia	wfo:wfo-7000000486-2025-12	Polemoniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025401-2025-12	Navia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025408-2025-12	Nayariophyton	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025413-2025-12	Nealchornea	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025415-2025-12	Neanotis	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025418-2025-12	Neatostema			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025420-2025-12	Neblinaea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025421-2025-12	Neblinantha	wfo:wfo-7000000243-2025-12	Gentianaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025422-2025-12	Neblinanthera	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025424-2025-12	Neblinathamnus	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025429-2025-12	Necepsia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025430-2025-12	Nechamandra	wfo:wfo-7000000286-2025-12	Hydrocharitaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025465-2025-12	Nectandra	wfo:wfo-7000000321-2025-12	Lauraceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025468-2025-12	Nectaropetalum	wfo:wfo-7000000221-2025-12	Erythroxylaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025469-2025-12	Nectaroscilla			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025473-2025-12	Nectouxia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025477-2025-12	Neea	wfo:wfo-7000000416-2025-12	Nyctaginaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025481-2025-12	Needhamiella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025482-2025-12	Neeopsis	wfo:wfo-7000000416-2025-12	Nyctaginaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025485-2025-12	Neesenbeckia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025487-2025-12	Neesia	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025492-2025-12	Neesiochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025496-2025-12	Negria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025502-2025-12	Neillia	wfo:wfo-7000000532-2025-12	Rosaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025508-2025-12	Neja			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025509-2025-12	Nekemias	wfo:wfo-7000000639-2025-12	Vitaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025513-2025-12	Nelia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025518-2025-12	Nelmesia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025519-2025-12	Nelsia	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025520-2025-12	Nelsonia	wfo:wfo-7000000001-2025-12	Acanthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025522-2025-12	Neltuma			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025524-2025-12	Nelumbo	wfo:wfo-7000000408-2025-12	Nelumbonaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025526-2025-12	Nemacaulis	wfo:wfo-7000000488-2025-12	Polygonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025528-2025-12	Nemacladus	wfo:wfo-7000000106-2025-12	Campanulaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025529-2025-12	Nemaconia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025530-2025-12	Nemaluma	wfo:wfo-7000000545-2025-12	Sapotaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025534-2025-12	Nemastylis	wfo:wfo-7000000299-2025-12	Iridaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025536-2025-12	Nematanthus			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025540-2025-12	Nematolepis	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025542-2025-12	Nematopoa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025551-2025-12	Nematostylis	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025560-2025-12	Nemesia	wfo:wfo-7000000561-2025-12	Scrophulariaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025571-2025-12	Nemophila	wfo:wfo-7000001199-2025-12	Hydrophyllaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025576-2025-12	Nemosenecio			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025581-2025-12	Nemuaron	wfo:wfo-7000000054-2025-12	Atherospermataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025584-2025-12	Nenax	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025585-2025-12	Nenga	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025884-2025-12	Neo-uvaria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025592-2025-12	Neoalsomitra	wfo:wfo-7000000160-2025-12	Cucurbitaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025594-2025-12	Neoapaloxylon			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025595-2025-12	Neoastelia	wfo:wfo-7000000052-2025-12	Asteliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025598-2025-12	Neobaclea	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025600-2025-12	Neobalanocarpus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303335-2025-12	Neobartsia	wfo:wfo-7000000430-2025-12	Orobanchaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025608-2025-12	Neobassia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025609-2025-12	Neobathiea			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025612-2025-12	Neobeguea	wfo:wfo-7000000373-2025-12	Meliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025615-2025-12	Neobertiera	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025619-2025-12	Neoblakea	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025621-2025-12	Neobolusia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025623-2025-12	Neobouteloua	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025624-2025-12	Neoboutonia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025626-2025-12	Neobracea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303336-2025-12	Neobrachyactis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025628-2025-12	Neobrittonia	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100000846-2025-12	Neobrochoneura	wfo:wfo-7000000402-2025-12	Myristicaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025630-2025-12	Neobuchia	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025633-2025-12	Neobyrnesia	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025634-2025-12	Neocabreria			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025637-2025-12	Neocalyptrocalyx	wfo:wfo-7000000111-2025-12	Capparaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025640-2025-12	Neocarya	wfo:wfo-7000000132-2025-12	Chrysobalanaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025644-2025-12	Neocentema	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025648-2025-12	Neochevalierodendron			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025650-2025-12	Neocinnamomum	wfo:wfo-7000000321-2025-12	Lauraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025654-2025-12	Neocogniauxia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025655-2025-12	Neocollettia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025656-2025-12	Neoconopodium	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025657-2025-12	Neocouma			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025661-2025-12	Neocuatrecasia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025664-2025-12	Neocussonia	wfo:wfo-7000000043-2025-12	Araliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025669-2025-12	Neodillenia	wfo:wfo-7000000190-2025-12	Dilleniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025672-2025-12	Neodistemon	wfo:wfo-7000000631-2025-12	Urticaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025676-2025-12	Neodriessenia	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025683-2025-12	Neofabricia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025686-2025-12	Neogaerrhinum	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025688-2025-12	Neogardneria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025689-2025-12	Neogaya	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025690-2025-12	Neoglaziovia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025694-2025-12	Neogoezia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025696-2025-12	Neogontscharovia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4001303338-2025-12	Neoguarea	wfo:wfo-7000000373-2025-12	Meliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025700-2025-12	Neoguillauminia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025703-2025-12	Neogyna			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025705-2025-12	Neoharmsia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025708-2025-12	Neohemsleya	wfo:wfo-7000000545-2025-12	Sapotaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025709-2025-12	Neohenricia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025711-2025-12	Neohintonia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025713-2025-12	Neoholmgrenia	wfo:wfo-7000000424-2025-12	Onagraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4100002542-2025-12	Neohopea			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025720-2025-12	Neohymenopogon	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025725-2025-12	Neojeffreya			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025729-2025-12	Neokochia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025733-2025-12	Neolamarckia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100000847-2025-12	Neolaria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025738-2025-12	Neolemonniera	wfo:wfo-7000000545-2025-12	Sapotaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025750-2025-12	Neolitsea	wfo:wfo-7000000321-2025-12	Lauraceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025753-2025-12	Neololeba	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025756-2025-12	Neoluederitzia	wfo:wfo-7000000653-2025-12	Zygophyllaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025769-2025-12	Neomezia	wfo:wfo-7000000497-2025-12	Primulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025770-2025-12	Neomicrocalamus	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025771-2025-12	Neomillspaughia	wfo:wfo-7000000488-2025-12	Polygonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025773-2025-12	Neomirandea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025774-2025-12	Neomitranthes			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100006241-2025-12	Neomonolepis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025777-2025-12	Neomoorea			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025778-2025-12	Neomortonia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303339-2025-12	Neomuretia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025781-2025-12	Neomussaenda	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025782-2025-12	Neomyrtus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025783-2025-12	Neonauclea	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025785-2025-12	Neonelsonia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025787-2025-12	Neonicholsonia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025790-2025-12	Neonotonia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025794-2025-12	Neopallasia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025795-2025-12	Neopanax	wfo:wfo-7000000043-2025-12	Araliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025796-2025-12	Neoparrya	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025797-2025-12	Neopatersonia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025799-2025-12	Neopaxia	wfo:wfo-7000000493-2025-12	Portulacaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025807-2025-12	Neopicrorhiza	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025816-2025-12	Neopringlea	wfo:wfo-7000000540-2025-12	Salicaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025817-2025-12	Neoptychocarpus	wfo:wfo-7000000540-2025-12	Salicaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025819-2025-12	Neoraimondia	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025821-2025-12	Neoraputia	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025822-2025-12	Neorautanenia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025823-2025-12	Neoregelia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025824-2025-12	Neoregnellia	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025826-2025-12	Neorites	wfo:wfo-7000000499-2025-12	Proteaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025827-2025-12	Neoroepera	wfo:wfo-7000000468-2025-12	Picrodendraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025837-2025-12	Neoschmidia	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025839-2025-12	Neoschumannia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025842-2025-12	Neoscortechinia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025843-2025-12	Neosepicaea	wfo:wfo-7000000073-2025-12	Bignoniaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025845-2025-12	Neoshirakia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025848-2025-12	Neosparton	wfo:wfo-7000000635-2025-12	Verbenaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025849-2025-12	Neosprucea	wfo:wfo-7000000540-2025-12	Salicaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025851-2025-12	Neostapfia	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025852-2025-12	Neostapfiella	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025853-2025-12	Neostenanthera			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025854-2025-12	Neostrearia	wfo:wfo-7000000269-2025-12	Hamamelidaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025861-2025-12	Neotatea	wfo:wfo-7000000101-2025-12	Calophyllaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025863-2025-12	Neotessmannia	wfo:wfo-7000000397-2025-12	Muntingiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025864-2025-12	Neothorelia	wfo:wfo-7000000111-2025-12	Capparaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025868-2025-12	Neotinea			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025869-2025-12	Neotorularia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4100001044-2025-12	Neotrinia	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025876-2025-12	Neottia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025881-2025-12	Neotysonia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025885-2025-12	Neoveitchia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025890-2025-12	Neowerdermannia	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025900-2025-12	Nepenthes	wfo:wfo-7000000410-2025-12	Nepenthaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025901-2025-12	Nepeta	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000025902-2025-12	Nephelaphyllum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000025904-2025-12	Nephelium			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025905-2025-12	Nephelochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025908-2025-12	Nephradenia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025911-2025-12	Nephrangis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025916-2025-12	Nephrodesmus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000025932-2025-12	Nephroia	wfo:wfo-7000000375-2025-12	Menispermaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
