accepted_key	label	genus_key	genus_label	family_key	family_label	tci	tci_observed	tci_structural	n_evidence_edges	n_ploidy_states	n_chrom_counts	chrom_count_cv	synonym_cluster_size	n_taxonomic_conflicts	confidence	tci_provenance
wfo:wfo-0000851480-2025-12	Aulonemia viscosa	wfo:wfo-4000003681-2025-12	Aulonemia	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851482-2025-12	Australopyrum calcis	wfo:wfo-4000003707-2025-12	Australopyrum	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851484-2025-12	Australopyrum pectinatum	wfo:wfo-4000003707-2025-12	Australopyrum	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000851486-2025-12	Australopyrum retrofractum	wfo:wfo-4000003707-2025-12	Australopyrum	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851488-2025-12	Australopyrum uncinatum	wfo:wfo-4000003707-2025-12	Australopyrum	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851489-2025-12	Australopyrum velutinum	wfo:wfo-4000003707-2025-12	Australopyrum	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851491-2025-12	Austrochloris dichanthioides	wfo:wfo-4000003718-2025-12	Austrochloris	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851529-2025-12	Aeranthes orophila	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851531-2025-12	Austrostipa acrociliata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851532-2025-12	Austrostipa aphylla	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851533-2025-12	Austrostipa aquarii	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851534-2025-12	Austrostipa aristiglumis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851535-2025-12	Austrostipa bigeniculata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851536-2025-12	Austrostipa blackii	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851537-2025-12	Austrostipa blakei	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851538-2025-12	Austrostipa breviglumis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851539-2025-12	Austrostipa campylachne	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851540-2025-12	Austrostipa centralis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851542-2025-12	Austrostipa compressa	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851543-2025-12	Austrostipa crinita	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000851544-2025-12	Austrostipa curticoma	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851545-2025-12	Austrostipa densiflora	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851546-2025-12	Austrostipa dongicola	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851547-2025-12	Austrostipa drummondii	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851548-2025-12	Austrostipa echinata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851549-2025-12	Austrostipa elegantissima	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851550-2025-12	Austrostipa eremophila	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851551-2025-12	Austrostipa exilis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851552-2025-12	Austrostipa feresetacea	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851553-2025-12	Austrostipa flavescens	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851554-2025-12	Austrostipa geoffreyi	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851555-2025-12	Austrostipa gibbosa	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851556-2025-12	Austrostipa hemipogon	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851557-2025-12	Austrostipa juncifolia	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851558-2025-12	Austrostipa lanata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851559-2025-12	Austrostipa macalpinei	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851560-2025-12	Austrostipa metatoris	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851561-2025-12	Austrostipa mollis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851563-2025-12	Austrostipa muelleri	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851564-2025-12	Austrostipa multispiculis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851565-2025-12	Austrostipa mundula	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851566-2025-12	Austrostipa nitida	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851567-2025-12	Austrostipa nivicola	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851568-2025-12	Austrostipa nodosa	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000851570-2025-12	Austrostipa nullarborensis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851571-2025-12	Austrostipa oligostachya	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851572-2025-12	Austrostipa petraea	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851574-2025-12	Austrostipa pilata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851575-2025-12	Austrostipa platychaeta	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851576-2025-12	Austrostipa plumigera	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851577-2025-12	Austrostipa puberula	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851578-2025-12	Austrostipa pubescens	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851579-2025-12	Austrostipa pubinodis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851580-2025-12	Austrostipa pycnostachya	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851581-2025-12	Austrostipa ramosissima	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851582-2025-12	Austrostipa rudis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851586-2025-12	Austrostipa scabra	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851588-2025-12	Austrostipa semibarbata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851589-2025-12	Austrostipa setacea	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851590-2025-12	Austrostipa stipoides	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851591-2025-12	Austrostipa stuposa	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851592-2025-12	Austrostipa tenuifolia	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851593-2025-12	Austrostipa trichophylla	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851594-2025-12	Austrostipa tuckeri	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851596-2025-12	Austrostipa variabilis	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851597-2025-12	Austrostipa velutina	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851598-2025-12	Austrostipa verticillata	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851599-2025-12	Austrostipa vickeryana	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851600-2025-12	Austrostipa wakoolica	wfo:wfo-4000003747-2025-12	Austrostipa	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851611-2025-12	Avena abyssinica	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851620-2025-12	Avena aemulans	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851623-2025-12	Avena agadiriana	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851638-2025-12	Aeranthes orthopoda	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851687-2025-12	Avena atlantica	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851697-2025-12	Avena barbata	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851727-2025-12	Avena brevis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851748-2025-12	Avena byzantina	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851757-2025-12	Avena canariensis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000851778-2025-12	Avena chinensis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851783-2025-12	Avena clauda	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000851834-2025-12	Avena eriantha	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000851838-2025-12	Avena fatua	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000851954-2025-12	Aeranthes parkesii	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852012-2025-12	Avena longiglumis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852031-2025-12	Avena magna	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852059-2025-12	Aeranthes parvula	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852066-2025-12	Avena murphyi	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852084-2025-12	Avena nuda	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000852183-2025-12	Avena prostrata	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852231-2025-12	Avena sativa	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.5	0.5	0.916667	1	0	0		3	0	medium	evidence_supported
wfo:wfo-0000852282-2025-12	Avena saxatilis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852332-2025-12	Avena sterilis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000852368-2025-12	Avena strigosa	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000852369-2025-12	Acalypha comonduana	wfo:wfo-4000000080-2025-12	Acalypha	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852370-2025-12	Aeranthes peyrotii	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852436-2025-12	Avena vaviloviana	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852441-2025-12	Avena ventricosa	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852448-2025-12	Avena vilis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852453-2025-12	Avena volgensis	wfo:wfo-4000003762-2025-12	Avena	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852552-2025-12	Avenella flexuosa	wfo:wfo-4000003764-2025-12	Avenella	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852555-2025-12	Avenella foliosa	wfo:wfo-4000003764-2025-12	Avenella	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852581-2025-12	Aeranthes polyanthema	wfo:wfo-4000000788-2025-12	Aeranthes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852708-2025-12	Avenula pubescens	wfo:wfo-4000003766-2025-12	Avenula	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852730-2025-12	Axonopus amapaensis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852732-2025-12	Axonopus anceps	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852734-2025-12	Axonopus andinus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852741-2025-12	Axonopus argentinus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852753-2025-12	Axonopus aureus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852761-2025-12	Axonopus boliviensis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852762-2025-12	Axonopus brasiliensis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852771-2025-12	Axonopus capillaris	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852776-2025-12	Axonopus casiquiarensis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852777-2025-12	Axonopus caulescens	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852778-2025-12	Axonopus centralis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852779-2025-12	Axonopus chaseae	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852781-2025-12	Axonopus chimantensis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852784-2025-12	Axonopus chrysoblepharis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852788-2025-12	Axonopus ciliatifolius	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852791-2025-12	Axonopus comans	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852792-2025-12	Axonopus comatus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852793-2025-12	Axonopus complanatus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852795-2025-12	Axonopus compressus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000852805-2025-12	Axonopus conduplicatus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852808-2025-12	Axonopus cuatrecasasii	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852809-2025-12	Axonopus debilis	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000852816-2025-12	Axonopus elegantulus	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852819-2025-12	Axonopus eminens	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000852821-2025-12	Axonopus equitans	wfo:wfo-4000003794-2025-12	Axonopus	wfo:wfo-7000000483-2025-12	Poaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
