n,trial,observable,value,seed
200,29,centered_trace_moment_2,0.019999999999999574,20260515
200,29,trace_moment_4_per_vertex,28.74,20260515
200,29,centered_trace_moment_4,0.7399999999999984,20260515
200,29,trace_moment_6_per_vertex,247.62,20260515
200,29,centered_trace_moment_6,15.620000000000005,20260515
200,29,trace_moment_8_per_vertex,2373.46,20260515
200,29,centered_trace_moment_8,281.46000000000004,20260515
200,29,spectral_radius_nontrivial,3.384721213295796,20260515
400,0,top_nontrivial_1,3.4375114319701576,20260515
400,0,top_nontrivial_2,3.4073803900806863,20260515
400,0,top_nontrivial_3,3.3846850262481043,20260515
400,0,top_nontrivial_4,3.3515130560837507,20260515
400,0,top_nontrivial_5,3.3207903999270636,20260515
400,0,window_neg_edge,0.215,20260515
400,0,window_neg_mid,0.285,20260515
400,0,window_pos_mid,0.2825,20260515
400,0,window_pos_edge,0.2175,20260515
400,0,trace_moment_2_per_vertex,4.039999999999999,20260515
400,0,centered_trace_moment_2,0.03999999999999915,20260515
400,0,trace_moment_4_per_vertex,28.78,20260515
400,0,centered_trace_moment_4,0.7800000000000011,20260515
400,0,trace_moment_6_per_vertex,244.895,20260515
400,0,centered_trace_moment_6,12.89500000000001,20260515
400,0,trace_moment_8_per_vertex,2293.9800000000005,20260515
400,0,centered_trace_moment_8,201.98000000000047,20260515
400,0,spectral_radius_nontrivial,3.4375114319701576,20260515
400,1,top_nontrivial_1,3.448510689192169,20260515
400,1,top_nontrivial_2,3.432840619280373,20260515
400,1,top_nontrivial_3,3.405206951061341,20260515
400,1,top_nontrivial_4,3.3698591960435147,20260515
400,1,top_nontrivial_5,3.3424137990040315,20260515
400,1,window_neg_edge,0.2175,20260515
400,1,window_neg_mid,0.28,20260515
400,1,window_pos_mid,0.2775,20260515
400,1,window_pos_edge,0.225,20260515
400,1,trace_moment_2_per_vertex,4.05,20260515
400,1,centered_trace_moment_2,0.04999999999999982,20260515
400,1,trace_moment_4_per_vertex,28.789999999999992,20260515
400,1,centered_trace_moment_4,0.789999999999992,20260515
400,1,trace_moment_6_per_vertex,244.18499999999986,20260515
400,1,centered_trace_moment_6,12.18499999999986,20260515
400,1,trace_moment_8_per_vertex,2281.8699999999985,20260515
400,1,centered_trace_moment_8,189.86999999999853,20260515
400,1,spectral_radius_nontrivial,3.448510689192169,20260515
400,2,top_nontrivial_1,3.4907496387757186,20260515
400,2,top_nontrivial_2,3.4345580335732016,20260515
400,2,top_nontrivial_3,3.4228629347351682,20260515
400,2,top_nontrivial_4,3.3984420798097537,20260515
400,2,top_nontrivial_5,3.372809460071731,20260515
400,2,window_neg_edge,0.2125,20260515
400,2,window_neg_mid,0.285,20260515
400,2,window_pos_mid,0.28,20260515
400,2,window_pos_edge,0.2225,20260515
400,2,trace_moment_2_per_vertex,4.075,20260515
400,2,centered_trace_moment_2,0.07500000000000018,20260515
400,2,trace_moment_4_per_vertex,29.234999999999992,20260515
400,2,centered_trace_moment_4,1.2349999999999923,20260515
400,2,trace_moment_6_per_vertex,250.31499999999986,20260515
400,2,centered_trace_moment_6,18.314999999999856,20260515
400,2,trace_moment_8_per_vertex,2358.634999999997,20260515
400,2,centered_trace_moment_8,266.63499999999704,20260515
400,2,spectral_radius_nontrivial,3.4907496387757186,20260515
400,3,top_nontrivial_1,3.4791020302272133,20260515
400,3,top_nontrivial_2,3.4411463400929025,20260515
400,3,top_nontrivial_3,3.4231335698306977,20260515
400,3,top_nontrivial_4,3.3828741109041554,20260515
400,3,top_nontrivial_5,3.3643128364538746,20260515
400,3,window_neg_edge,0.2175,20260515
400,3,window_neg_mid,0.28,20260515
400,3,window_pos_mid,0.285,20260515
400,3,window_pos_edge,0.2175,20260515
400,3,trace_moment_2_per_vertex,4.03,20260515
400,3,centered_trace_moment_2,0.03000000000000025,20260515
400,3,trace_moment_4_per_vertex,28.51,20260515
400,3,centered_trace_moment_4,0.5100000000000016,20260515
400,3,trace_moment_6_per_vertex,240.835,20260515
400,3,centered_trace_moment_6,8.835000000000008,20260515
400,3,trace_moment_8_per_vertex,2242.99,20260515
400,3,centered_trace_moment_8,150.98999999999978,20260515
400,3,spectral_radius_nontrivial,3.4791020302272133,20260515
400,4,top_nontrivial_1,3.412888488511721,20260515
400,4,top_nontrivial_2,3.3940190248830806,20260515
400,4,top_nontrivial_3,3.379696824488618,20260515
400,4,top_nontrivial_4,3.373297037762715,20260515
400,4,top_nontrivial_5,3.36632104797869,20260515
400,4,window_neg_edge,0.215,20260515
400,4,window_neg_mid,0.285,20260515
400,4,window_pos_mid,0.28,20260515
400,4,window_pos_edge,0.22,20260515
400,4,trace_moment_2_per_vertex,4.03,20260515
400,4,centered_trace_moment_2,0.03000000000000025,20260515
400,4,trace_moment_4_per_vertex,28.50999999999999,20260515
400,4,centered_trace_moment_4,0.5099999999999909,20260515
400,4,trace_moment_6_per_vertex,240.6249999999999,20260515
400,4,centered_trace_moment_6,8.624999999999886,20260515
400,4,trace_moment_8_per_vertex,2236.2299999999977,20260515
400,4,centered_trace_moment_8,144.22999999999774,20260515
400,4,spectral_radius_nontrivial,3.412888488511721,20260515
400,5,top_nontrivial_1,3.450061723629535,20260515
400,5,top_nontrivial_2,3.410815363289813,20260515
400,5,top_nontrivial_3,3.395938031524961,20260515
400,5,top_nontrivial_4,3.3781798602488418,20260515
400,5,top_nontrivial_5,3.349770874919876,20260515
400,5,window_neg_edge,0.22,20260515
400,5,window_neg_mid,0.2775,20260515
400,5,window_pos_mid,0.285,20260515
400,5,window_pos_edge,0.2175,20260515
400,5,trace_moment_2_per_vertex,4.09,20260515
400,5,centered_trace_moment_2,0.08999999999999986,20260515
400,5,trace_moment_4_per_vertex,29.429999999999993,20260515
400,5,centered_trace_moment_4,1.4299999999999926,20260515
400,5,trace_moment_6_per_vertex,253.05999999999983,20260515
400,5,centered_trace_moment_6,21.05999999999983,20260515
400,5,trace_moment_8_per_vertex,2396.349999999997,20260515
400,5,centered_trace_moment_8,304.3499999999972,20260515
400,5,spectral_radius_nontrivial,3.450061723629535,20260515
400,6,top_nontrivial_1,3.4274074067276583,20260515
400,6,top_nontrivial_2,3.4222179338586387,20260515
400,6,top_nontrivial_3,3.4137539277178943,20260515
400,6,top_nontrivial_4,3.3742002529734725,20260515
400,6,top_nontrivial_5,3.352139705466034,20260515
400,6,window_neg_edge,0.2125,20260515
400,6,window_neg_mid,0.2875,20260515
400,6,window_pos_mid,0.2825,20260515
400,6,window_pos_edge,0.2175,20260515
400,6,trace_moment_2_per_vertex,4.0200000000000005,20260515
400,6,centered_trace_moment_2,0.020000000000000462,20260515
400,6,trace_moment_4_per_vertex,28.48,20260515
400,6,centered_trace_moment_4,0.4800000000000004,20260515
400,6,trace_moment_6_per_vertex,241.11,20260515
400,6,centered_trace_moment_6,9.110000000000014,20260515
400,6,trace_moment_8_per_vertex,2248.3199999999993,20260515
400,6,centered_trace_moment_8,156.31999999999925,20260515
400,6,spectral_radius_nontrivial,3.4274074067276583,20260515
400,7,top_nontrivial_1,3.4700000226389793,20260515
400,7,top_nontrivial_2,3.4393174990561852,20260515
400,7,top_nontrivial_3,3.378140315682876,20260515
400,7,top_nontrivial_4,3.356246461840218,20260515
400,7,top_nontrivial_5,3.342926973939858,20260515
400,7,window_neg_edge,0.215,20260515
400,7,window_neg_mid,0.2825,20260515
400,7,window_pos_mid,0.28,20260515
400,7,window_pos_edge,0.2225,20260515
400,7,trace_moment_2_per_vertex,4.06,20260515
400,7,centered_trace_moment_2,0.05999999999999961,20260515
400,7,trace_moment_4_per_vertex,28.919999999999995,20260515
400,7,centered_trace_moment_4,0.9199999999999946,20260515
400,7,trace_moment_6_per_vertex,245.45499999999984,20260515
400,7,centered_trace_moment_6,13.454999999999842,20260515
400,7,trace_moment_8_per_vertex,2292.559999999997,20260515
400,7,centered_trace_moment_8,200.55999999999722,20260515
400,7,spectral_radius_nontrivial,3.4700000226389793,20260515
400,8,top_nontrivial_1,3.4594660104235073,20260515
400,8,top_nontrivial_2,3.443294104228778,20260515
400,8,top_nontrivial_3,3.383145035937316,20260515
400,8,top_nontrivial_4,3.353690927116438,20260515
400,8,top_nontrivial_5,3.3256076655792923,20260515
400,8,window_neg_edge,0.22,20260515
400,8,window_neg_mid,0.2775,20260515
400,8,window_pos_mid,0.2825,20260515
400,8,window_pos_edge,0.22,20260515
400,8,trace_moment_2_per_vertex,4.06,20260515
400,8,centered_trace_moment_2,0.05999999999999961,20260515
400,8,trace_moment_4_per_vertex,28.960000000000004,20260515
400,8,centered_trace_moment_4,0.9600000000000044,20260515
400,8,trace_moment_6_per_vertex,246.19000000000008,20260515
400,8,centered_trace_moment_6,14.190000000000083,20260515
400,8,trace_moment_8_per_vertex,2303.3200000000015,20260515
400,8,centered_trace_moment_8,211.32000000000153,20260515
400,8,spectral_radius_nontrivial,3.4594660104235073,20260515
400,9,top_nontrivial_1,3.4687823726453906,20260515
400,9,top_nontrivial_2,3.428785700849951,20260515
400,9,top_nontrivial_3,3.40264709213079,20260515
400,9,top_nontrivial_4,3.377237232220077,20260515
400,9,top_nontrivial_5,3.3363481351819315,20260515
400,9,window_neg_edge,0.2125,20260515
400,9,window_neg_mid,0.2875,20260515
400,9,window_pos_mid,0.28,20260515
400,9,window_pos_edge,0.22,20260515
400,9,trace_moment_2_per_vertex,4.04,20260515
400,9,centered_trace_moment_2,0.040000000000000036,20260515
400,9,trace_moment_4_per_vertex,28.74,20260515
400,9,centered_trace_moment_4,0.7399999999999984,20260515
400,9,trace_moment_6_per_vertex,244.415,20260515
400,9,centered_trace_moment_6,12.414999999999992,20260515
400,9,trace_moment_8_per_vertex,2291.3800000000006,20260515
400,9,centered_trace_moment_8,199.38000000000056,20260515
400,9,spectral_radius_nontrivial,3.4687823726453906,20260515
400,10,top_nontrivial_1,3.456220669719524,20260515
400,10,top_nontrivial_2,3.41754902265304,20260515
400,10,top_nontrivial_3,3.3920917604530536,20260515
400,10,top_nontrivial_4,3.3801749838724953,20260515
400,10,top_nontrivial_5,3.3620032593544242,20260515
400,10,window_neg_edge,0.2175,20260515
400,10,window_neg_mid,0.2875,20260515
400,10,window_pos_mid,0.2775,20260515
400,10,window_pos_edge,0.2175,20260515
400,10,trace_moment_2_per_vertex,4.025,20260515
400,10,centered_trace_moment_2,0.025000000000000355,20260515
400,10,trace_moment_4_per_vertex,28.56500000000001,20260515
400,10,centered_trace_moment_4,0.5650000000000084,20260515
400,10,trace_moment_6_per_vertex,242.33000000000015,20260515
400,10,centered_trace_moment_6,10.330000000000155,20260515
400,10,trace_moment_8_per_vertex,2266.1650000000022,20260515
400,10,centered_trace_moment_8,174.16500000000224,20260515
400,10,spectral_radius_nontrivial,3.456220669719524,20260515
400,11,top_nontrivial_1,3.4777253070124106,20260515
400,11,top_nontrivial_2,3.4542116784500037,20260515
400,11,top_nontrivial_3,3.4058343355055785,20260515
400,11,top_nontrivial_4,3.385572153498118,20260515
400,11,top_nontrivial_5,3.362430697732411,20260515
400,11,window_neg_edge,0.2175,20260515
400,11,window_neg_mid,0.2775,20260515
400,11,window_pos_mid,0.2775,20260515
400,11,window_pos_edge,0.2275,20260515
400,11,trace_moment_2_per_vertex,4.079999999999999,20260515
400,11,centered_trace_moment_2,0.07999999999999918,20260515
400,11,trace_moment_4_per_vertex,29.19999999999998,20260515
400,11,centered_trace_moment_4,1.1999999999999815,20260515
400,11,trace_moment_6_per_vertex,249.1649999999998,20260515
400,11,centered_trace_moment_6,17.164999999999793,20260515
400,11,trace_moment_8_per_vertex,2339.239999999997,20260515
400,11,centered_trace_moment_8,247.23999999999705,20260515
400,11,spectral_radius_nontrivial,3.4777253070124106,20260515
400,12,top_nontrivial_1,3.442387405846815,20260515
400,12,top_nontrivial_2,3.4054003018078705,20260515
400,12,top_nontrivial_3,3.394183968429775,20260515
400,12,top_nontrivial_4,3.3797255137781943,20260515
400,12,top_nontrivial_5,3.359810818084939,20260515
400,12,window_neg_edge,0.22,20260515
400,12,window_neg_mid,0.28,20260515
400,12,window_pos_mid,0.285,20260515
400,12,window_pos_edge,0.215,20260515
400,12,trace_moment_2_per_vertex,4.055,20260515
400,12,centered_trace_moment_2,0.054999999999999716,20260515
400,12,trace_moment_4_per_vertex,28.915,20260515
400,12,centered_trace_moment_4,0.9149999999999991,20260515
400,12,trace_moment_6_per_vertex,246.51500000000004,20260515
400,12,centered_trace_moment_6,14.515000000000043,20260515
400,12,trace_moment_8_per_vertex,2315.3550000000005,20260515
400,12,centered_trace_moment_8,223.35500000000047,20260515
400,12,spectral_radius_nontrivial,3.442387405846815,20260515
400,13,top_nontrivial_1,3.4886622167366754,20260515
400,13,top_nontrivial_2,3.4536782155035137,20260515
400,13,top_nontrivial_3,3.4328263346151457,20260515
400,13,top_nontrivial_4,3.395563377569104,20260515
400,13,top_nontrivial_5,3.340837315846719,20260515
400,13,window_neg_edge,0.22,20260515
400,13,window_neg_mid,0.2775,20260515
400,13,window_pos_mid,0.285,20260515
400,13,window_pos_edge,0.2175,20260515
400,13,trace_moment_2_per_vertex,4.07,20260515
400,13,centered_trace_moment_2,0.07000000000000028,20260515
400,13,trace_moment_4_per_vertex,29.13,20260515
400,13,centered_trace_moment_4,1.129999999999999,20260515
400,13,trace_moment_6_per_vertex,249.215,20260515
400,13,centered_trace_moment_6,17.215000000000003,20260515
400,13,trace_moment_8_per_vertex,2350.77,20260515
400,13,centered_trace_moment_8,258.77,20260515
400,13,spectral_radius_nontrivial,3.4886622167366754,20260515
400,14,top_nontrivial_1,3.433901796732414,20260515
400,14,top_nontrivial_2,3.4240611386335322,20260515
400,14,top_nontrivial_3,3.3748206792087263,20260515
400,14,top_nontrivial_4,3.368365241704603,20260515
400,14,top_nontrivial_5,3.333722423978213,20260515
400,14,window_neg_edge,0.2175,20260515
400,14,window_neg_mid,0.275,20260515
400,14,window_pos_mid,0.2925,20260515
400,14,window_pos_edge,0.215,20260515
400,14,trace_moment_2_per_vertex,4.0299999999999985,20260515
400,14,centered_trace_moment_2,0.029999999999998472,20260515
400,14,trace_moment_4_per_vertex,28.50999999999999,20260515
400,14,centered_trace_moment_4,0.5099999999999909,20260515
400,14,trace_moment_6_per_vertex,240.75999999999982,20260515
400,14,centered_trace_moment_6,8.75999999999982,20260515
400,14,trace_moment_8_per_vertex,2239.9499999999975,20260515
400,14,centered_trace_moment_8,147.94999999999754,20260515
400,14,spectral_radius_nontrivial,3.433901796732414,20260515
400,15,top_nontrivial_1,3.401327974873641,20260515
400,15,top_nontrivial_2,3.3703560484634965,20260515
400,15,top_nontrivial_3,3.3629758489336825,20260515
400,15,top_nontrivial_4,3.3396216639705827,20260515
400,15,top_nontrivial_5,3.3360095482291596,20260515
400,15,window_neg_edge,0.2225,20260515
400,15,window_neg_mid,0.2775,20260515
400,15,window_pos_mid,0.2825,20260515
400,15,window_pos_edge,0.2175,20260515
400,15,trace_moment_2_per_vertex,4.02,20260515
400,15,centered_trace_moment_2,0.019999999999999574,20260515
400,15,trace_moment_4_per_vertex,28.36,20260515
400,15,centered_trace_moment_4,0.35999999999999943,20260515
400,15,trace_moment_6_per_vertex,238.245,20260515
400,15,centered_trace_moment_6,6.2450000000000045,20260515
400,15,trace_moment_8_per_vertex,2202.5600000000004,20260515
400,15,centered_trace_moment_8,110.5600000000004,20260515
400,15,spectral_radius_nontrivial,3.401327974873641,20260515
400,16,top_nontrivial_1,3.491540019903641,20260515
400,16,top_nontrivial_2,3.4438033898742777,20260515
400,16,top_nontrivial_3,3.4080375703617185,20260515
400,16,top_nontrivial_4,3.378530270703016,20260515
400,16,top_nontrivial_5,3.3608869526382743,20260515
400,16,window_neg_edge,0.215,20260515
400,16,window_neg_mid,0.285,20260515
400,16,window_pos_mid,0.28,20260515
400,16,window_pos_edge,0.22,20260515
400,16,trace_moment_2_per_vertex,4.055,20260515
400,16,centered_trace_moment_2,0.054999999999999716,20260515
400,16,trace_moment_4_per_vertex,28.994999999999987,20260515
400,16,centered_trace_moment_4,0.9949999999999868,20260515
400,16,trace_moment_6_per_vertex,247.7899999999998,20260515
400,16,centered_trace_moment_6,15.789999999999793,20260515
400,16,trace_moment_8_per_vertex,2332.754999999997,20260515
400,16,centered_trace_moment_8,240.75499999999693,20260515
400,16,spectral_radius_nontrivial,3.491540019903641,20260515
400,17,top_nontrivial_1,3.471595914997802,20260515
400,17,top_nontrivial_2,3.4577354059711434,20260515
400,17,top_nontrivial_3,3.414822145938495,20260515
400,17,top_nontrivial_4,3.401902090324973,20260515
400,17,top_nontrivial_5,3.3630200312178826,20260515
400,17,window_neg_edge,0.2175,20260515
400,17,window_neg_mid,0.2825,20260515
400,17,window_pos_mid,0.2775,20260515
400,17,window_pos_edge,0.2225,20260515
400,17,trace_moment_2_per_vertex,4.08,20260515
400,17,centered_trace_moment_2,0.08000000000000007,20260515
400,17,trace_moment_4_per_vertex,29.26000000000001,20260515
400,17,centered_trace_moment_4,1.2600000000000087,20260515
400,17,trace_moment_6_per_vertex,250.86000000000016,20260515
400,17,centered_trace_moment_6,18.860000000000156,20260515
400,17,trace_moment_8_per_vertex,2370.4200000000023,20260515
400,17,centered_trace_moment_8,278.42000000000235,20260515
400,17,spectral_radius_nontrivial,3.471595914997802,20260515
400,18,top_nontrivial_1,3.426136464212644,20260515
400,18,top_nontrivial_2,3.395970568595666,20260515
400,18,top_nontrivial_3,3.3942238757567478,20260515
400,18,top_nontrivial_4,3.3555998779780736,20260515
400,18,top_nontrivial_5,3.341529881888409,20260515
400,18,window_neg_edge,0.22,20260515
400,18,window_neg_mid,0.2775,20260515
400,18,window_pos_mid,0.285,20260515
400,18,window_pos_edge,0.2175,20260515
400,18,trace_moment_2_per_vertex,4.05,20260515
400,18,centered_trace_moment_2,0.04999999999999982,20260515
400,18,trace_moment_4_per_vertex,28.71,20260515
400,18,centered_trace_moment_4,0.7100000000000009,20260515
400,18,trace_moment_6_per_vertex,242.55,20260515
400,18,centered_trace_moment_6,10.550000000000011,20260515
400,18,trace_moment_8_per_vertex,2254.3899999999994,20260515
400,18,centered_trace_moment_8,162.38999999999942,20260515
400,18,spectral_radius_nontrivial,3.426136464212644,20260515
400,19,top_nontrivial_1,3.443361728328933,20260515
400,19,top_nontrivial_2,3.3949578144386283,20260515
400,19,top_nontrivial_3,3.363790784913614,20260515
400,19,top_nontrivial_4,3.3588086990843284,20260515
400,19,top_nontrivial_5,3.3485793077601733,20260515
400,19,window_neg_edge,0.215,20260515
400,19,window_neg_mid,0.285,20260515
400,19,window_pos_mid,0.2825,20260515
400,19,window_pos_edge,0.2175,20260515
400,19,trace_moment_2_per_vertex,4.01,20260515
400,19,centered_trace_moment_2,0.009999999999999787,20260515
400,19,trace_moment_4_per_vertex,28.29,20260515
400,19,centered_trace_moment_4,0.28999999999999915,20260515
400,19,trace_moment_6_per_vertex,238.415,20260515
400,19,centered_trace_moment_6,6.414999999999992,20260515
400,19,trace_moment_8_per_vertex,2214.3300000000004,20260515
400,19,centered_trace_moment_8,122.33000000000038,20260515
400,19,spectral_radius_nontrivial,3.443361728328933,20260515
400,20,top_nontrivial_1,3.450629901615472,20260515
400,20,top_nontrivial_2,3.376250951365111,20260515
400,20,top_nontrivial_3,3.360705296175153,20260515
400,20,top_nontrivial_4,3.339197640168048,20260515
400,20,top_nontrivial_5,3.3098812379357927,20260515
400,20,window_neg_edge,0.2175,20260515
400,20,window_neg_mid,0.285,20260515
400,20,window_pos_mid,0.28,20260515
400,20,window_pos_edge,0.2175,20260515
400,20,trace_moment_2_per_vertex,4.0200000000000005,20260515
400,20,centered_trace_moment_2,0.020000000000000462,20260515
400,20,trace_moment_4_per_vertex,28.38000000000001,20260515
400,20,centered_trace_moment_4,0.38000000000000966,20260515
400,20,trace_moment_6_per_vertex,238.90500000000014,20260515
400,20,centered_trace_moment_6,6.905000000000143,20260515
400,20,trace_moment_8_per_vertex,2215.6200000000017,20260515
400,20,centered_trace_moment_8,123.62000000000171,20260515
400,20,spectral_radius_nontrivial,3.450629901615472,20260515
400,21,top_nontrivial_1,3.449137174963091,20260515
400,21,top_nontrivial_2,3.417064260408169,20260515
400,21,top_nontrivial_3,3.4006836170733785,20260515
400,21,top_nontrivial_4,3.377210001985649,20260515
400,21,top_nontrivial_5,3.3352181564547156,20260515
400,21,window_neg_edge,0.22,20260515
400,21,window_neg_mid,0.2775,20260515
400,21,window_pos_mid,0.285,20260515
400,21,window_pos_edge,0.2175,20260515
400,21,trace_moment_2_per_vertex,4.02,20260515
400,21,centered_trace_moment_2,0.019999999999999574,20260515
400,21,trace_moment_4_per_vertex,28.400000000000013,20260515
400,21,centered_trace_moment_4,0.4000000000000128,20260515
400,21,trace_moment_6_per_vertex,239.8950000000002,20260515
400,21,centered_trace_moment_6,7.895000000000209,20260515
400,21,trace_moment_8_per_vertex,2236.4000000000033,20260515
400,21,centered_trace_moment_8,144.40000000000327,20260515
400,21,spectral_radius_nontrivial,3.449137174963091,20260515
400,22,top_nontrivial_1,3.44440812876848,20260515
400,22,top_nontrivial_2,3.426482344167335,20260515
400,22,top_nontrivial_3,3.411435614093825,20260515
400,22,top_nontrivial_4,3.4004371640530797,20260515
400,22,top_nontrivial_5,3.339518202057367,20260515
400,22,window_neg_edge,0.2125,20260515
400,22,window_neg_mid,0.285,20260515
400,22,window_pos_mid,0.2825,20260515
400,22,window_pos_edge,0.22,20260515
400,22,trace_moment_2_per_vertex,4.035,20260515
400,22,centered_trace_moment_2,0.03500000000000014,20260515
400,22,trace_moment_4_per_vertex,28.614999999999995,20260515
400,22,centered_trace_moment_4,0.6149999999999949,20260515
400,22,trace_moment_6_per_vertex,242.36999999999992,20260515
400,22,centered_trace_moment_6,10.36999999999992,20260515
400,22,trace_moment_8_per_vertex,2261.494999999999,20260515
400,22,centered_trace_moment_8,169.49499999999898,20260515
400,22,spectral_radius_nontrivial,3.44440812876848,20260515
400,23,top_nontrivial_1,3.412434416974051,20260515
400,23,top_nontrivial_2,3.3956667349896765,20260515
400,23,top_nontrivial_3,3.3769655805760705,20260515
400,23,top_nontrivial_4,3.3641182420412714,20260515
400,23,top_nontrivial_5,3.34558400525076,20260515
400,23,window_neg_edge,0.22,20260515
400,23,window_neg_mid,0.2775,20260515
400,23,window_pos_mid,0.285,20260515
400,23,window_pos_edge,0.2175,20260515
400,23,trace_moment_2_per_vertex,4.050000000000001,20260515
400,23,centered_trace_moment_2,0.05000000000000071,20260515
400,23,trace_moment_4_per_vertex,28.85000000000001,20260515
400,23,centered_trace_moment_4,0.8500000000000085,20260515
400,23,trace_moment_6_per_vertex,244.95000000000016,20260515
400,23,centered_trace_moment_6,12.95000000000016,20260515
400,23,trace_moment_8_per_vertex,2286.690000000001,20260515
400,23,centered_trace_moment_8,194.69000000000096,20260515
400,23,spectral_radius_nontrivial,3.412434416974051,20260515
400,24,top_nontrivial_1,3.45372255396925,20260515
400,24,top_nontrivial_2,3.4163325967024014,20260515
400,24,top_nontrivial_3,3.386446012767146,20260515
400,24,top_nontrivial_4,3.3751929061134325,20260515
400,24,top_nontrivial_5,3.346752851642275,20260515
400,24,window_neg_edge,0.2125,20260515
400,24,window_neg_mid,0.2825,20260515
400,24,window_pos_mid,0.285,20260515
400,24,window_pos_edge,0.22,20260515
400,24,trace_moment_2_per_vertex,4.045000000000001,20260515
400,24,centered_trace_moment_2,0.04500000000000082,20260515
400,24,trace_moment_4_per_vertex,28.72500000000001,20260515
400,24,centered_trace_moment_4,0.7250000000000085,20260515
400,24,trace_moment_6_per_vertex,243.53500000000014,20260515
400,24,centered_trace_moment_6,11.535000000000139,20260515
400,24,trace_moment_8_per_vertex,2272.405000000002,20260515
400,24,centered_trace_moment_8,180.40500000000202,20260515
400,24,spectral_radius_nontrivial,3.45372255396925,20260515
400,25,top_nontrivial_1,3.419466208232925,20260515
400,25,top_nontrivial_2,3.391219949126641,20260515
400,25,top_nontrivial_3,3.375756659799278,20260515
400,25,top_nontrivial_4,3.3660079766414817,20260515
400,25,top_nontrivial_5,3.318939523164266,20260515
400,25,window_neg_edge,0.215,20260515
400,25,window_neg_mid,0.2825,20260515
400,25,window_pos_mid,0.285,20260515
400,25,window_pos_edge,0.2175,20260515
400,25,trace_moment_2_per_vertex,4.03,20260515
400,25,centered_trace_moment_2,0.03000000000000025,20260515
400,25,trace_moment_4_per_vertex,28.59000000000001,20260515
400,25,centered_trace_moment_4,0.5900000000000105,20260515
400,25,trace_moment_6_per_vertex,241.58500000000015,20260515
400,25,centered_trace_moment_6,9.58500000000015,20260515
400,25,trace_moment_8_per_vertex,2245.510000000002,20260515
400,25,centered_trace_moment_8,153.51000000000204,20260515
400,25,spectral_radius_nontrivial,3.419466208232925,20260515
400,26,top_nontrivial_1,3.4357789251992736,20260515
400,26,top_nontrivial_2,3.4176723164739644,20260515
400,26,top_nontrivial_3,3.397182403693055,20260515
400,26,top_nontrivial_4,3.3818148192006983,20260515
400,26,top_nontrivial_5,3.3440841080012644,20260515
400,26,window_neg_edge,0.2175,20260515
400,26,window_neg_mid,0.2825,20260515
400,26,window_pos_mid,0.28,20260515
400,26,window_pos_edge,0.22,20260515
400,26,trace_moment_2_per_vertex,4.035,20260515
400,26,centered_trace_moment_2,0.03500000000000014,20260515
400,26,trace_moment_4_per_vertex,28.61500000000001,20260515
400,26,centered_trace_moment_4,0.6150000000000091,20260515
400,26,trace_moment_6_per_vertex,242.16000000000014,20260515
400,26,centered_trace_moment_6,10.160000000000139,20260515
400,26,trace_moment_8_per_vertex,2256.335000000003,20260515
400,26,centered_trace_moment_8,164.33500000000322,20260515
400,26,spectral_radius_nontrivial,3.4357789251992736,20260515
400,27,top_nontrivial_1,3.4285486534950134,20260515
400,27,top_nontrivial_2,3.4044646555537157,20260515
400,27,top_nontrivial_3,3.3839021290984808,20260515
400,27,top_nontrivial_4,3.356881255833647,20260515
400,27,top_nontrivial_5,3.3527587319740797,20260515
400,27,window_neg_edge,0.2125,20260515
400,27,window_neg_mid,0.2825,20260515
400,27,window_pos_mid,0.2825,20260515
400,27,window_pos_edge,0.2225,20260515
400,27,trace_moment_2_per_vertex,4.02,20260515
400,27,centered_trace_moment_2,0.019999999999999574,20260515
400,27,trace_moment_4_per_vertex,28.340000000000003,20260515
400,27,centered_trace_moment_4,0.3400000000000034,20260515
400,27,trace_moment_6_per_vertex,238.1550000000001,20260515
400,27,centered_trace_moment_6,6.155000000000086,20260515
400,27,trace_moment_8_per_vertex,2202.980000000002,20260515
400,27,centered_trace_moment_8,110.98000000000184,20260515
400,27,spectral_radius_nontrivial,3.4285486534950134,20260515
400,28,top_nontrivial_1,3.45391543280591,20260515
400,28,top_nontrivial_2,3.4234256655015103,20260515
400,28,top_nontrivial_3,3.3797921914545985,20260515
400,28,top_nontrivial_4,3.371673756056427,20260515
400,28,top_nontrivial_5,3.3374968116819033,20260515
400,28,window_neg_edge,0.2175,20260515
400,28,window_neg_mid,0.2825,20260515
400,28,window_pos_mid,0.285,20260515
400,28,window_pos_edge,0.215,20260515
400,28,trace_moment_2_per_vertex,4.025,20260515
400,28,centered_trace_moment_2,0.025000000000000355,20260515
400,28,trace_moment_4_per_vertex,28.545000000000005,20260515
400,28,centered_trace_moment_4,0.5450000000000053,20260515
400,28,trace_moment_6_per_vertex,241.71500000000012,20260515
400,28,centered_trace_moment_6,9.715000000000117,20260515
400,28,trace_moment_8_per_vertex,2255.5850000000005,20260515
400,28,centered_trace_moment_8,163.5850000000005,20260515
400,28,spectral_radius_nontrivial,3.45391543280591,20260515
400,29,top_nontrivial_1,3.494959134538373,20260515
400,29,top_nontrivial_2,3.452095401567609,20260515
400,29,top_nontrivial_3,3.404281171768029,20260515
400,29,top_nontrivial_4,3.3823857212005217,20260515
400,29,top_nontrivial_5,3.355119279305103,20260515
400,29,window_neg_edge,0.215,20260515
