n,sample,family,word_count,words,fixed_common,normalized_common,seed
100,911,commutator_single,1,abAB,1,1.0,20260515
100,911,mixed_identity_a,2,1 a,4,4.0,20260515
100,911,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,911,independent_four,4,a b c d,0,0.0,20260515
100,911,cyclic_four,4,a aa aaa aaaa,4,4.0,20260515
100,911,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,911,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,911,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,4,4.0,20260515
100,912,identity_control,1,1,100,100.0,20260515
100,912,cancel_control,1,aA,100,100.0,20260515
100,912,single_a,1,a,3,3.0,20260515
100,912,cyclic_pair_a_a2,2,a aa,3,3.0,20260515
100,912,cyclic_triple_a_a2_a3,3,a aa aaa,3,3.0,20260515
100,912,duplicate_pair_a_a,2,a a,3,3.0,20260515
100,912,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,912,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,912,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,912,commutator_single,1,abAB,2,2.0,20260515
100,912,mixed_identity_a,2,1 a,3,3.0,20260515
100,912,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,912,independent_four,4,a b c d,0,0.0,20260515
100,912,cyclic_four,4,a aa aaa aaaa,3,3.0,20260515
100,912,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,912,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,912,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,3,3.0,20260515
100,913,identity_control,1,1,100,100.0,20260515
100,913,cancel_control,1,aA,100,100.0,20260515
100,913,single_a,1,a,0,0.0,20260515
100,913,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,913,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,913,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,913,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,913,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,913,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,913,commutator_single,1,abAB,1,1.0,20260515
100,913,mixed_identity_a,2,1 a,0,0.0,20260515
100,913,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,913,independent_four,4,a b c d,0,0.0,20260515
100,913,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,913,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,913,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,913,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,914,identity_control,1,1,100,100.0,20260515
100,914,cancel_control,1,aA,100,100.0,20260515
100,914,single_a,1,a,1,1.0,20260515
100,914,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,914,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,914,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,914,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,914,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,914,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,914,commutator_single,1,abAB,1,1.0,20260515
100,914,mixed_identity_a,2,1 a,1,1.0,20260515
100,914,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,914,independent_four,4,a b c d,0,0.0,20260515
100,914,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,914,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,914,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,914,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,915,identity_control,1,1,100,100.0,20260515
100,915,cancel_control,1,aA,100,100.0,20260515
100,915,single_a,1,a,0,0.0,20260515
100,915,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,915,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,915,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,915,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,915,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,915,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,915,commutator_single,1,abAB,2,2.0,20260515
100,915,mixed_identity_a,2,1 a,0,0.0,20260515
100,915,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,915,independent_four,4,a b c d,0,0.0,20260515
100,915,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,915,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,915,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,915,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,916,identity_control,1,1,100,100.0,20260515
100,916,cancel_control,1,aA,100,100.0,20260515
100,916,single_a,1,a,0,0.0,20260515
100,916,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,916,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,916,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,916,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,916,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,916,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,916,commutator_single,1,abAB,1,1.0,20260515
100,916,mixed_identity_a,2,1 a,0,0.0,20260515
100,916,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,916,independent_four,4,a b c d,0,0.0,20260515
100,916,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,916,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,916,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,916,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,917,identity_control,1,1,100,100.0,20260515
100,917,cancel_control,1,aA,100,100.0,20260515
100,917,single_a,1,a,0,0.0,20260515
100,917,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,917,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,917,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,917,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,917,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,917,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,917,commutator_single,1,abAB,1,1.0,20260515
100,917,mixed_identity_a,2,1 a,0,0.0,20260515
100,917,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,917,independent_four,4,a b c d,0,0.0,20260515
100,917,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,917,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,917,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,917,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,918,identity_control,1,1,100,100.0,20260515
100,918,cancel_control,1,aA,100,100.0,20260515
100,918,single_a,1,a,1,1.0,20260515
100,918,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,918,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,918,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,918,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,918,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,918,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,918,commutator_single,1,abAB,1,1.0,20260515
100,918,mixed_identity_a,2,1 a,1,1.0,20260515
100,918,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,918,independent_four,4,a b c d,0,0.0,20260515
100,918,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,918,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,918,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,918,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,919,identity_control,1,1,100,100.0,20260515
100,919,cancel_control,1,aA,100,100.0,20260515
100,919,single_a,1,a,1,1.0,20260515
100,919,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,919,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,919,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,919,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,919,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,919,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,919,commutator_single,1,abAB,3,3.0,20260515
100,919,mixed_identity_a,2,1 a,1,1.0,20260515
100,919,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,919,independent_four,4,a b c d,0,0.0,20260515
100,919,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,919,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,919,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,919,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,920,identity_control,1,1,100,100.0,20260515
100,920,cancel_control,1,aA,100,100.0,20260515
100,920,single_a,1,a,1,1.0,20260515
100,920,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,920,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,920,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,920,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,920,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,920,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,920,commutator_single,1,abAB,0,0.0,20260515
100,920,mixed_identity_a,2,1 a,1,1.0,20260515
100,920,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,920,independent_four,4,a b c d,0,0.0,20260515
100,920,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,920,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,920,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,920,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,921,identity_control,1,1,100,100.0,20260515
100,921,cancel_control,1,aA,100,100.0,20260515
100,921,single_a,1,a,0,0.0,20260515
100,921,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,921,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,921,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,921,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,921,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,921,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,921,commutator_single,1,abAB,1,1.0,20260515
100,921,mixed_identity_a,2,1 a,0,0.0,20260515
100,921,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,921,independent_four,4,a b c d,0,0.0,20260515
100,921,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,921,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,921,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,921,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,922,identity_control,1,1,100,100.0,20260515
100,922,cancel_control,1,aA,100,100.0,20260515
100,922,single_a,1,a,0,0.0,20260515
100,922,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,922,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,922,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,922,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,922,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,922,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,922,commutator_single,1,abAB,0,0.0,20260515
100,922,mixed_identity_a,2,1 a,0,0.0,20260515
100,922,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,922,independent_four,4,a b c d,0,0.0,20260515
100,922,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,922,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,922,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,922,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,923,identity_control,1,1,100,100.0,20260515
100,923,cancel_control,1,aA,100,100.0,20260515
100,923,single_a,1,a,0,0.0,20260515
100,923,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,923,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,923,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,923,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,923,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,923,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,923,commutator_single,1,abAB,1,1.0,20260515
100,923,mixed_identity_a,2,1 a,0,0.0,20260515
100,923,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,923,independent_four,4,a b c d,0,0.0,20260515
100,923,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,923,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,923,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,923,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,924,identity_control,1,1,100,100.0,20260515
100,924,cancel_control,1,aA,100,100.0,20260515
100,924,single_a,1,a,1,1.0,20260515
100,924,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,924,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,924,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,924,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,924,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,924,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,924,commutator_single,1,abAB,1,1.0,20260515
100,924,mixed_identity_a,2,1 a,1,1.0,20260515
100,924,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,924,independent_four,4,a b c d,0,0.0,20260515
100,924,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,924,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,924,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,924,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,925,identity_control,1,1,100,100.0,20260515
100,925,cancel_control,1,aA,100,100.0,20260515
100,925,single_a,1,a,0,0.0,20260515
100,925,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,925,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,925,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,925,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,925,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,925,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,925,commutator_single,1,abAB,0,0.0,20260515
100,925,mixed_identity_a,2,1 a,0,0.0,20260515
100,925,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,925,independent_four,4,a b c d,0,0.0,20260515
100,925,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,925,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,925,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,925,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,926,identity_control,1,1,100,100.0,20260515
100,926,cancel_control,1,aA,100,100.0,20260515
100,926,single_a,1,a,0,0.0,20260515
100,926,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,926,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,926,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,926,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,926,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,926,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,926,commutator_single,1,abAB,0,0.0,20260515
100,926,mixed_identity_a,2,1 a,0,0.0,20260515
100,926,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,926,independent_four,4,a b c d,0,0.0,20260515
100,926,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,926,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,926,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,926,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,927,identity_control,1,1,100,100.0,20260515
100,927,cancel_control,1,aA,100,100.0,20260515
100,927,single_a,1,a,0,0.0,20260515
100,927,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,927,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,927,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,927,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,927,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,927,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,927,commutator_single,1,abAB,0,0.0,20260515
100,927,mixed_identity_a,2,1 a,0,0.0,20260515
100,927,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,927,independent_four,4,a b c d,0,0.0,20260515
100,927,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,927,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,927,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,927,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,928,identity_control,1,1,100,100.0,20260515
100,928,cancel_control,1,aA,100,100.0,20260515
100,928,single_a,1,a,1,1.0,20260515
100,928,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,928,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,928,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,928,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,928,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,928,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,928,commutator_single,1,abAB,1,1.0,20260515
100,928,mixed_identity_a,2,1 a,1,1.0,20260515
100,928,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,928,independent_four,4,a b c d,0,0.0,20260515
100,928,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,928,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,928,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,928,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,929,identity_control,1,1,100,100.0,20260515
100,929,cancel_control,1,aA,100,100.0,20260515
100,929,single_a,1,a,3,3.0,20260515
100,929,cyclic_pair_a_a2,2,a aa,3,3.0,20260515
100,929,cyclic_triple_a_a2_a3,3,a aa aaa,3,3.0,20260515
100,929,duplicate_pair_a_a,2,a a,3,3.0,20260515
100,929,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,929,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,929,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,929,commutator_single,1,abAB,0,0.0,20260515
100,929,mixed_identity_a,2,1 a,3,3.0,20260515
100,929,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,929,independent_four,4,a b c d,0,0.0,20260515
100,929,cyclic_four,4,a aa aaa aaaa,3,3.0,20260515
100,929,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,929,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,929,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,3,3.0,20260515
100,930,identity_control,1,1,100,100.0,20260515
100,930,cancel_control,1,aA,100,100.0,20260515
100,930,single_a,1,a,1,1.0,20260515
100,930,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,930,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,930,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,930,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,930,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,930,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,930,commutator_single,1,abAB,0,0.0,20260515
100,930,mixed_identity_a,2,1 a,1,1.0,20260515
100,930,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,930,independent_four,4,a b c d,0,0.0,20260515
100,930,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,930,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,930,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,930,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,931,identity_control,1,1,100,100.0,20260515
100,931,cancel_control,1,aA,100,100.0,20260515
100,931,single_a,1,a,1,1.0,20260515
100,931,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,931,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,931,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,931,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,931,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,931,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,931,commutator_single,1,abAB,3,3.0,20260515
100,931,mixed_identity_a,2,1 a,1,1.0,20260515
100,931,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,931,independent_four,4,a b c d,0,0.0,20260515
100,931,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,931,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,931,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,931,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,932,identity_control,1,1,100,100.0,20260515
100,932,cancel_control,1,aA,100,100.0,20260515
100,932,single_a,1,a,0,0.0,20260515
100,932,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
100,932,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
100,932,duplicate_pair_a_a,2,a a,0,0.0,20260515
100,932,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,932,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,932,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,932,commutator_single,1,abAB,0,0.0,20260515
100,932,mixed_identity_a,2,1 a,0,0.0,20260515
100,932,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,932,independent_four,4,a b c d,0,0.0,20260515
100,932,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
100,932,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,932,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,932,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
100,933,identity_control,1,1,100,100.0,20260515
100,933,cancel_control,1,aA,100,100.0,20260515
100,933,single_a,1,a,2,2.0,20260515
100,933,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
100,933,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
100,933,duplicate_pair_a_a,2,a a,2,2.0,20260515
100,933,rank_two_pair_a_b,2,a b,1,100.0,20260515
100,933,rank_two_pair_ab_aB,2,ab aB,1,100.0,20260515
100,933,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,933,commutator_single,1,abAB,2,2.0,20260515
100,933,mixed_identity_a,2,1 a,2,2.0,20260515
100,933,rank_two_four_a_b_ab_aB,4,a b ab aB,1,100.0,20260515
100,933,independent_four,4,a b c d,0,0.0,20260515
100,933,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
100,933,rank_two_eight,8,a b ab aB ba bA aba abA,1,100.0,20260515
100,933,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,933,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
100,934,identity_control,1,1,100,100.0,20260515
100,934,cancel_control,1,aA,100,100.0,20260515
100,934,single_a,1,a,1,1.0,20260515
100,934,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,934,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,934,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,934,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,934,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,934,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,934,commutator_single,1,abAB,0,0.0,20260515
100,934,mixed_identity_a,2,1 a,1,1.0,20260515
100,934,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,934,independent_four,4,a b c d,0,0.0,20260515
100,934,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
100,934,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,934,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,934,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
100,935,identity_control,1,1,100,100.0,20260515
100,935,cancel_control,1,aA,100,100.0,20260515
100,935,single_a,1,a,2,2.0,20260515
100,935,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
100,935,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
100,935,duplicate_pair_a_a,2,a a,2,2.0,20260515
100,935,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,935,rank_two_pair_ab_aB,2,ab aB,1,100.0,20260515
100,935,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,935,commutator_single,1,abAB,0,0.0,20260515
100,935,mixed_identity_a,2,1 a,2,2.0,20260515
100,935,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
100,935,independent_four,4,a b c d,0,0.0,20260515
100,935,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
100,935,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
100,935,independent_eight,8,a b c d e f g h,0,0.0,20260515
100,935,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
100,936,identity_control,1,1,100,100.0,20260515
100,936,cancel_control,1,aA,100,100.0,20260515
100,936,single_a,1,a,1,1.0,20260515
100,936,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
100,936,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
100,936,duplicate_pair_a_a,2,a a,1,1.0,20260515
100,936,rank_two_pair_a_b,2,a b,0,0.0,20260515
100,936,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
100,936,independent_triple_a_b_c,3,a b c,0,0.0,20260515
100,936,commutator_single,1,abAB,3,3.0,20260515
