accepted_taxon_key,wfo_id,accepted_name,rank,family,genus,species,infraspecific_epithet,major_clade,parent_wfo_id,source,source_identifier,access_date,license,ingest_clone_id,provenance_url
wfo:wfo-7000000001-2025-12,wfo-7000000001-2025-12,Acanthaceae,family,Acanthaceae,,,,Angiosperms,wfo-9000000283-2025-12,WFO,wfo-7000000001-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000001-2025-12
wfo:wfo-0000757145-2025-12,wfo-0000757145-2025-12,Allium rhizomatum,species,Amaryllidaceae,Allium,rhizomatum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757145-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757145-2025-12
wfo:wfo-0000757147-2025-12,wfo-0000757147-2025-12,Allium rhodiacum,species,Amaryllidaceae,Allium,rhodiacum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757147-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757147-2025-12
wfo:wfo-0000757148-2025-12,wfo-0000757148-2025-12,Allium rhodopeum,species,Amaryllidaceae,Allium,rhodopeum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757148-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757148-2025-12
wfo:wfo-0000757149-2025-12,wfo-0000757149-2025-12,Allium rhynchogynum,species,Amaryllidaceae,Allium,rhynchogynum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757149-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757149-2025-12
wfo:wfo-0000916942-2025-12,wfo-0000916942-2025-12,Allium rinae,species,Amaryllidaceae,Allium,rinae,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000916942-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000916942-2025-12
wfo:wfo-0000757153-2025-12,wfo-0000757153-2025-12,Allium ritsi,species,Amaryllidaceae,Allium,ritsi,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757153-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757153-2025-12
wfo:wfo-0000757155-2025-12,wfo-0000757155-2025-12,Allium robertianum,species,Amaryllidaceae,Allium,robertianum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757155-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757155-2025-12
wfo:wfo-0000757156-2025-12,wfo-0000757156-2025-12,Allium robinsonii,species,Amaryllidaceae,Allium,robinsonii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757156-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757156-2025-12
wfo:wfo-0000757157-2025-12,wfo-0000757157-2025-12,Allium roborowskianum,species,Amaryllidaceae,Allium,roborowskianum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757157-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757157-2025-12
wfo:wfo-0000757158-2025-12,wfo-0000757158-2025-12,Allium robustum,species,Amaryllidaceae,Allium,robustum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757158-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757158-2025-12
wfo:wfo-0000757162-2025-12,wfo-0000757162-2025-12,Allium rollovi,species,Amaryllidaceae,Allium,rollovi,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757162-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757162-2025-12
wfo:wfo-0000757163-2025-12,wfo-0000757163-2025-12,Allium rosenbachianum,species,Amaryllidaceae,Allium,rosenbachianum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757163-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757163-2025-12
wfo:wfo-0000757165-2025-12,wfo-0000757165-2025-12,Allium rosenorum,species,Amaryllidaceae,Allium,rosenorum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757165-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757165-2025-12
wfo:wfo-0000757166-2025-12,wfo-0000757166-2025-12,Allium roseum,species,Amaryllidaceae,Allium,roseum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757166-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757166-2025-12
wfo:wfo-0000757181-2025-12,wfo-0000757181-2025-12,Allium rothii,species,Amaryllidaceae,Allium,rothii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757181-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757181-2025-12
wfo:wfo-0000757183-2025-12,wfo-0000757183-2025-12,Allium rotundum,species,Amaryllidaceae,Allium,rotundum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757183-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757183-2025-12
wfo:wfo-0000757191-2025-12,wfo-0000757191-2025-12,Allium rouyi,species,Amaryllidaceae,Allium,rouyi,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757191-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757191-2025-12
wfo:wfo-0000757193-2025-12,wfo-0000757193-2025-12,Allium roylei,species,Amaryllidaceae,Allium,roylei,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757193-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757193-2025-12
wfo:wfo-0000757194-2025-12,wfo-0000757194-2025-12,Allium rubellum,species,Amaryllidaceae,Allium,rubellum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757194-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757194-2025-12
wfo:wfo-0000757200-2025-12,wfo-0000757200-2025-12,Allium rubens,species,Amaryllidaceae,Allium,rubens,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757200-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757200-2025-12
wfo:wfo-0001342504-2025-12,wfo-0001342504-2025-12,Allium rubriflorum,species,Amaryllidaceae,Allium,rubriflorum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001342504-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001342504-2025-12
wfo:wfo-0000757204-2025-12,wfo-0000757204-2025-12,Allium rubrovittatum,species,Amaryllidaceae,Allium,rubrovittatum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757204-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757204-2025-12
wfo:wfo-0000757208-2025-12,wfo-0000757208-2025-12,Allium rude,species,Amaryllidaceae,Allium,rude,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757208-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757208-2025-12
wfo:wfo-0000757210-2025-12,wfo-0000757210-2025-12,Allium ruhmerianum,species,Amaryllidaceae,Allium,ruhmerianum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757210-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757210-2025-12
wfo:wfo-0001333123-2025-12,wfo-0001333123-2025-12,Allium rumelicum,species,Amaryllidaceae,Allium,rumelicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001333123-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001333123-2025-12
wfo:wfo-0000757211-2025-12,wfo-0000757211-2025-12,Allium runemarkii,species,Amaryllidaceae,Allium,runemarkii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757211-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757211-2025-12
wfo:wfo-0000757212-2025-12,wfo-0000757212-2025-12,Allium runyonii,species,Amaryllidaceae,Allium,runyonii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757212-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757212-2025-12
wfo:wfo-0000757213-2025-12,wfo-0000757213-2025-12,Allium rupestre,species,Amaryllidaceae,Allium,rupestre,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757213-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757213-2025-12
wfo:wfo-0000757215-2025-12,wfo-0000757215-2025-12,Allium rupestristepposum,species,Amaryllidaceae,Allium,rupestristepposum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757215-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757215-2025-12
wfo:wfo-0000757216-2025-12,wfo-0000757216-2025-12,Allium rupicola,species,Amaryllidaceae,Allium,rupicola,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757216-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757216-2025-12
wfo:wfo-0000757222-2025-12,wfo-0000757222-2025-12,Allium sabulosum,species,Amaryllidaceae,Allium,sabulosum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757222-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757222-2025-12
wfo:wfo-0000757223-2025-12,wfo-0000757223-2025-12,Allium sabzakense,species,Amaryllidaceae,Allium,sabzakense,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757223-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757223-2025-12
wfo:wfo-0000757224-2025-12,wfo-0000757224-2025-12,Allium sacculiferum,species,Amaryllidaceae,Allium,sacculiferum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757224-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757224-2025-12
wfo:wfo-0001337739-2025-12,wfo-0001337739-2025-12,Allium sahandicum,species,Amaryllidaceae,Allium,sahandicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001337739-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001337739-2025-12
wfo:wfo-0000757227-2025-12,wfo-0000757227-2025-12,Allium sairamense,species,Amaryllidaceae,Allium,sairamense,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757227-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757227-2025-12
wfo:wfo-0000757230-2025-12,wfo-0000757230-2025-12,Allium salinum,species,Amaryllidaceae,Allium,salinum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757230-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757230-2025-12
wfo:wfo-0001345775-2025-12,wfo-0001345775-2025-12,Allium samniticum,species,Amaryllidaceae,Allium,samniticum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001345775-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001345775-2025-12
wfo:wfo-0000757233-2025-12,wfo-0000757233-2025-12,Allium samothracicum,species,Amaryllidaceae,Allium,samothracicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757233-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757233-2025-12
wfo:wfo-0000757234-2025-12,wfo-0000757234-2025-12,Allium samurense,species,Amaryllidaceae,Allium,samurense,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757234-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757234-2025-12
wfo:wfo-0001337744-2025-12,wfo-0001337744-2025-12,Allium sanandajense,species,Amaryllidaceae,Allium,sanandajense,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001337744-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001337744-2025-12
wfo:wfo-0000757236-2025-12,wfo-0000757236-2025-12,Allium sanbornii,species,Amaryllidaceae,Allium,sanbornii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757236-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757236-2025-12
wfo:wfo-0000757242-2025-12,wfo-0000757242-2025-12,Allium sandrasicum,species,Amaryllidaceae,Allium,sandrasicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757242-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757242-2025-12
wfo:wfo-0000757243-2025-12,wfo-0000757243-2025-12,Allium sannineum,species,Amaryllidaceae,Allium,sannineum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757243-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757243-2025-12
wfo:wfo-0000757245-2025-12,wfo-0000757245-2025-12,Allium saposhnikovii,species,Amaryllidaceae,Allium,saposhnikovii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757245-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757245-2025-12
wfo:wfo-0000911353-2025-12,wfo-0000911353-2025-12,Allium saralicum,species,Amaryllidaceae,Allium,saralicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000911353-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000911353-2025-12
wfo:wfo-0000757246-2025-12,wfo-0000757246-2025-12,Allium sarawschanicum,species,Amaryllidaceae,Allium,sarawschanicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757246-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757246-2025-12
wfo:wfo-0000757248-2025-12,wfo-0000757248-2025-12,Allium sativum,species,Amaryllidaceae,Allium,sativum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757248-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757248-2025-12
wfo:wfo-0000757255-2025-12,wfo-0000757255-2025-12,Allium savii,species,Amaryllidaceae,Allium,savii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757255-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757255-2025-12
wfo:wfo-0000757258-2025-12,wfo-0000757258-2025-12,Allium saxatile,species,Amaryllidaceae,Allium,saxatile,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757258-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757258-2025-12
wfo:wfo-0000757262-2025-12,wfo-0000757262-2025-12,Allium scaberrimum,species,Amaryllidaceae,Allium,scaberrimum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757262-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757262-2025-12
wfo:wfo-0000757264-2025-12,wfo-0000757264-2025-12,Allium scabriflorum,species,Amaryllidaceae,Allium,scabriflorum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757264-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757264-2025-12
wfo:wfo-0000757265-2025-12,wfo-0000757265-2025-12,Allium scabriscapum,species,Amaryllidaceae,Allium,scabriscapum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757265-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757265-2025-12
wfo:wfo-0001072844-2025-12,wfo-0001072844-2025-12,Allium scabriscapum,species,Amaryllidaceae,Allium,scabriscapum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001072844-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001072844-2025-12
wfo:wfo-0000757270-2025-12,wfo-0000757270-2025-12,Allium schachimardanicum,species,Amaryllidaceae,Allium,schachimardanicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757270-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757270-2025-12
wfo:wfo-0001336077-2025-12,wfo-0001336077-2025-12,Allium scharobitdinii,species,Amaryllidaceae,Allium,scharobitdinii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001336077-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001336077-2025-12
wfo:wfo-0000757273-2025-12,wfo-0000757273-2025-12,Allium schergianum,species,Amaryllidaceae,Allium,schergianum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757273-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757273-2025-12
wfo:wfo-0000757274-2025-12,wfo-0000757274-2025-12,Allium schischkinii,species,Amaryllidaceae,Allium,schischkinii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757274-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757274-2025-12
wfo:wfo-0001342506-2025-12,wfo-0001342506-2025-12,Allium schistosum,species,Amaryllidaceae,Allium,schistosum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0001342506-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0001342506-2025-12
wfo:wfo-0000757276-2025-12,wfo-0000757276-2025-12,Allium schmitzii,species,Amaryllidaceae,Allium,schmitzii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757276-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757276-2025-12
wfo:wfo-0000757277-2025-12,wfo-0000757277-2025-12,Allium schoenoprasoides,species,Amaryllidaceae,Allium,schoenoprasoides,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757277-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757277-2025-12
wfo:wfo-0000757278-2025-12,wfo-0000757278-2025-12,Allium schoenoprasum,species,Amaryllidaceae,Allium,schoenoprasum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757278-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757278-2025-12
wfo:wfo-0000757298-2025-12,wfo-0000757298-2025-12,Allium schrenkii,species,Amaryllidaceae,Allium,schrenkii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757298-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757298-2025-12
wfo:wfo-0000757299-2025-12,wfo-0000757299-2025-12,Allium schubertii,species,Amaryllidaceae,Allium,schubertii,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757299-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757299-2025-12
wfo:wfo-0000757300-2025-12,wfo-0000757300-2025-12,Allium schugnanicum,species,Amaryllidaceae,Allium,schugnanicum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757300-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757300-2025-12
wfo:wfo-0000757302-2025-12,wfo-0000757302-2025-12,Allium scilloides,species,Amaryllidaceae,Allium,scilloides,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757302-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757302-2025-12
wfo:wfo-0000757306-2025-12,wfo-0000757306-2025-12,Allium scorodoprasum,species,Amaryllidaceae,Allium,scorodoprasum,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757306-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757306-2025-12
wfo:wfo-0000757315-2025-12,wfo-0000757315-2025-12,Allium scorzonerifolium,species,Amaryllidaceae,Allium,scorzonerifolium,,Angiosperms,wfo-4000001260-2025-12,WFO,wfo-0000757315-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-0000757315-2025-12
